docid,author,inferreddate,enumcron,volnum,nonficprob,place,estimated_gender,page_count,genre
njp.32101066121920,"Gordon, Margaret Maria",1850.0,v.1,1.0,0.1377674887197049,enk,f,408,unknown
uiuo.ark+=13960=t3kw5sg2h,"Gordon, Margaret Maria",1850.0,v.2,2.0,0.0292034199154723,enk,f,350,unknown
uiuo.ark+=13960=t5w66sg3t,"Crawford, A",1850.0,v.1,1.0,0.0978116623378944,enk,unknown,310,unknown
uiuo.ark+=13960=t2d79zb8t,"Savile, Charles Stuart",1850.0,v.1,1.0,0.1061713488047156,enk,m,300,Fiction
uiuo.ark+=13960=t3pv7149n,"Marsh-Caldwell, Anne",1850.0,v.1,1.0,0.1033111846083537,enk,f,300,Fiction
uiuo.ark+=13960=t8cg07c02,"Mackenzie, R. Shelton (Robert Shelton)",1850.0,v.1,1.0,0.0,enk,m,342,Fiction
uiuo.ark+=13960=t9086nz4n,Grey,1850.0,v.1,1.0,0.0841007523336903,enk,unknown,310,Fiction
uiuo.ark+=13960=t4hm5sg6b,"Mills, John",1850.0,v.1,1.0,0.3506540716781314,enk,m,358,Fiction
uiuo.ark+=13960=t95722f33,"O'Reilly, Robert",1850.0,v.1,1.0,0.1206016911804014,enk,m,286,Fiction
uiuo.ark+=13960=t82j71x1s,"Ponsonby, Emily",1850.0,v.1,1.0,0.0339417843494738,enk,f,300,Fiction
uiuo.ark+=13960=t21c2nd9s,"Warburton, Eliot",1850.0,v.1,1.0,0.0345655061620882,enk,m,360,Fiction
uiuo.ark+=13960=t0ns15655,"Hannay, James",1850.0,v.1,1.0,0.0850122086472268,enk,m,336,unknown
uiuo.ark+=13960=t73v05w2z,"Pinkney, Jane Vaughan",1850.0,v.1,1.0,0.0,enk,f,384,Fiction
njp.32101063580532,"Howard, Mary M. (Mary Matilda)",1850.0,,,0.6728566517437603,enk,f,426,Fiction
njp.32101063693665,"Miss Pardoe, (Julia)",1850.0,vol.1,1.0,0.1014948263186159,enk,f,334,Fiction
njp.32101067630259,"Boyd, Archibald",1850.0,v.1,1.0,0.0,enk,m,332,Fiction
njp.32101068170289,"Lieutenant-Colonel, Hort",1850.0,,,0.2573992098148323,enk,unknown,82,unknown
njp.32101068170297,"Lieutenant-Colonel, Hort",1850.0,,,0.2889474353594018,enk,unknown,250,Fiction
njp.32101068175957,"Carleton, William",1850.0,,,0.1090250517405724,enk,m,292,unknown
njp.32101068588803,"Swanston, Paul",1850.0,,,0.4409523339816051,enk,m,450,Fiction
njp.32101068970696,"Kavanagh, Julia",1850.0,vol.1,1.0,0.0050600055795029,enk,f,318,Fiction
uc2.ark+=13960=t3tt4jv8j,"Grant, James",1850.0,,,0.0759051106063618,enk,m,484,Fiction
uva.x004613945,"Hunt, Leigh",1850.0,,,0.1462187244748441,enk,f,534,unknown
dul1.ark+=13960=t93783d7n,Gore,1850.0,,,0.1734209709060312,enk,m,386,Fiction
dul1.ark+=13960=t2f773x56,"Sewell, Elizabeth Missing",1850.0,v.1,1.0,0.0391122047784521,enk,f,252,Fiction
uiuo.ark+=13960=t23b6qj6r,"Borrow, George Henry",1851.0,v.3,3.0,0.1674364864255282,enk,m,450,unknown
mdp.39015032860705,"Jerrold, Douglas William",1851.0,v.2,2.0,0.1704890389981296,enk,m,364,unknown
mdp.39015066186910,"Jerrold, Douglas William",1851.0,v.6,6.0,0.143192774426089,enk,m,362,unknown
mdp.39015063560547,"Horne, R. H. (Richard H.)",1851.0,v.1,1.0,0.5529483126688626,enk,m,344,Fiction
mdp.39015022638202,"Heather, John Fry",1851.0,plates,,1.0,enk,m,52,unknown
mdp.39015063554383,,1851.0,v.1,1.0,0.455209215855878,enk,unknown,352,Fiction
uc2.ark+=13960=t3vt1rf0z,"Mayhew, Henry",1851.0,,,0.191562677654742,enk,m,278,unknown
mdp.39015070876084,"Mayhew, Henry",1851.0,v.1,1.0,0.9779950114933994,enk,m,548,unknown
mdp.39015030364254,"Lamartine, Alphonse de",1851.0,,,0.4715475613867857,enk,m,206,unknown
uc1.b3324310,Cross,1851.0,v. 1,1.0,0.3726929934722365,enk,unknown,346,Fiction
uc1.$b250199,"Milman, E. A. (Edward Augustus)",1851.0,v. 1,1.0,0.1044106639258677,enk,m,316,Fiction
uc2.ark+=13960=t2j67cq9b,"Shepard, E. Clarence",1851.0,,,0.0435915862388943,enk,unknown,222,unknown
uc2.ark+=13960=t6154sr0c,"Norton, Caroline Sheridan",1851.0,v.1,1.0,0.0658774371733098,enk,f,314,Fiction
uc2.ark+=13960=t05x2fm96,,1851.0,v.1,1.0,0.2607229312613938,enk,unknown,354,unknown
uc1.b3582830,,1851.0,v.2,2.0,0.1149505805892978,enk,unknown,356,unknown
uva.x002241325,"Greg, William R. (William Rathbone)",1851.0,,,0.9421634703804964,enk,m,372,Fiction
uc2.ark+=13960=t6930qw8g,"Harwood, John Berwick",1851.0,,,0.8803277058822121,enk,m,262,unknown
uc2.ark+=13960=t07w68j53,"Fisher, William",1851.0,v.1,1.0,0.0962308064974648,enk,m,302,Fiction
njp.32101068141447,"Lord, Lennox, William Pitt",1851.0,v.1,1.0,0.7475169226644229,enk,m,324,unknown
uc2.ark+=13960=t9m32q81d,Oliphant,1851.0,v.1,1.0,0.1106337324893757,enk,unknown,294,unknown
uc2.ark+=13960=t8hd82f9t,"Jerrold, Douglas William",1851.0,,,0.217248614844068,enk,m,406,unknown
uc2.ark+=13960=t10p14z9w,"Cartwright, Mrs. Robert",1851.0,,,0.0919760340857074,enk,unknown,578,Fiction
uc1.b3326043,"Valentine, Laura Jewry, Mrs",1851.0,v.1,1.0,0.0321695326411588,enk,f,324,Fiction
uc1.b3327057,"Murray, Hamilton",1851.0,v.1,1.0,0.1210688934306519,enk,m,338,unknown
umn.31951p00416391a,"Pulszky, Ferencz Aurelieus",1851.0,v.2,2.0,0.1354202810407501,enk,unknown,324,unknown
nnc1.1002269732,"Daunt, William J. O'Neill",1851.0,v.1,1.0,0.0619499515582564,enk,m,346,Fiction
uiuo.ark+=13960=t3kw5w377,"Daunt, William J. O'Neill",1851.0,v.3,3.0,0.0320403709641903,enk,m,358,Fiction
nyp.33433070304864,"Desbarrolles, Adolphe",1851.0,,,0.5031579125330994,enk,m,278,Fiction
nyp.33433081959060,"Buntline, Ned",1851.0,,,0.4387884916611209,enk,m,394,Fiction
nyp.33433075771612,"Prest, Thomas Peckett",1851.0,,,0.0929900001884214,enk,m,845,Fiction
nyp.33433075760821,,1851.0,,,0.0,enk,unknown,214,Fiction
nyp.33433084128234,"Ward, Harriet",1851.0,,,0.2117604842766624,enk,f,462,Fiction
nyp.33433081863007,"Hagen, Ernst August",1851.0,,,0.8028246849252105,enk,m,402,unknown
uiuo.ark+=13960=t0sq9d34t,"MacCabe, William Bernard",1851.0,v.1,1.0,0.3174764427568439,enk,m,372,Fiction
uiuo.ark+=13960=t5fb5p49z,"Ponsonby, Emily",1851.0,v.1,1.0,0.1533428284701017,enk,f,322,unknown
uiuo.ark+=13960=t0jt05567,,1851.0,v.1,1.0,0.0324240704330204,enk,unknown,324,unknown
uiuo.ark+=13960=t9x06q20h,"Rosini, Giovanni",1851.0,v.1,1.0,0.0560959499050755,enk,m,322,unknown
uiuo.ark+=13960=t1dj5sg6w,"De La Voye, Marin J. George",1851.0,v.1,1.0,0.3874143219735076,enk,m,348,Fiction
uiuo.ark+=13960=t8w95jg8t,,1851.0,v.1,1.0,0.0946080865433072,enk,unknown,302,Fiction
uiuo.ark+=13960=t4fn1v66s,"James, G. P. R. (George Payne Rainsford)",1851.0,v.2,2.0,0.0,enk,m,318,Fiction
uiuo.ark+=13960=t0wq0fk1k,"Daniel, Mackenzie",1851.0,v.1,1.0,0.0606626136425679,enk,f,322,unknown
uiuo.ark+=13960=t9571xm8q,,1851.0,v.1,1.0,0.0819894259244514,enk,unknown,360,unknown
uiuo.ark+=13960=t0tq6857p,"Dalrymple, J. Elphinstone",1851.0,v.1,1.0,0.1097040161473887,enk,unknown,334,Fiction
uiuo.ark+=13960=t10p1nk4r,"Paton, A. A",1851.0,v.1,1.0,0.1281642816882178,enk,unknown,320,unknown
uiuo.ark+=13960=t19k4x25q,Oliphant,1851.0,v.1,1.0,0.0423824426643529,enk,unknown,336,Fiction
uiuo.ark+=13960=t2697np18,"Lytton, Rosina Bulwer Lytton, Baroness",1851.0,v.1,1.0,0.4215091864620011,enk,f,328,Fiction
uiuo.ark+=13960=t7jq1mc15,"Smedley, Menella Bute",1851.0,v.1,1.0,0.0318546279880793,enk,unknown,346,Fiction
uiuo.ark+=13960=t0ks76v3s,"Marsh-Caldwell, Anne",1851.0,v.1,1.0,0.032462932004458,enk,f,314,Fiction
uiuo.ark+=13960=t9b576s8d,"Skene, Felicia",1851.0,v.1,1.0,0.0339413446426623,enk,f,324,Fiction
uiuo.ark+=13960=t6h13b63v,"Belfast, Frederick Richard Chichester",1851.0,v.1,1.0,0.3591391229573037,enk,m,304,Fiction
uiuo.ark+=13960=t1vd7gn2w,"Pinkney, Jane Vaughan",1851.0,v.1,1.0,0.0647305588785387,enk,f,324,unknown
yale.39002032471501,"Clarke, J",1851.0,,,0.7832952795386902,enk,unknown,110,unknown
njp.32101067178549,"Trollope, Frances Milton",1851.0,vol.1,1.0,0.0264506914194999,enk,f,314,Fiction
njp.32101067179455,"Trollope, Frances Milton",1851.0,v.1,1.0,0.033042220118052,enk,f,368,Fiction
njp.32101067646974,"Ingelow, Jean",1851.0,v.1,1.0,0.1303833533796018,enk,m,466,unknown
njp.32101068166147,"Earl of, Belfast, Frederick Richard Chichester",1851.0,,,0.0743029561362973,enk,m,996,unknown
njp.32101068171238,"Howitt, William",1851.0,vol.1,1.0,0.2028671950949201,enk,m,318,unknown
njp.32101068603644,"Sterne, Laurence",1851.0,,,0.7480238031337442,enk,f,824,unknown
uc2.ark+=13960=t9v11ww43,,1851.0,,,0.2531260222167024,enk,unknown,62,Fiction
mdp.39015039605400,,1852.0,,,0.1368844744078437,enk,unknown,144,Fiction
mdp.39015063933645,"Hildreth, Richard",1852.0,,,0.3011278513842101,enk,m,334,Fiction
mdp.39015063547973,"Bristed, Charles Astor",1852.0,,,0.4650536922838915,enk,m,312,Fiction
mdp.39015033521645,"King of England, Alfred",1852.0,v.1,1.0,0.9348891049783956,enk,m,592,Fiction
mdp.39015059408214,"James, G. P. R. (George Payne Rainsford)",1852.0,v. 2,2.0,0.0390726842007911,enk,m,314,Fiction
uc1.$b248564,"Carleton, William",1852.0,v. 1,1.0,0.1911852863830005,enk,m,356,Fiction
mdp.39015057034517,"Smith, Albert",1852.0,,,0.685748950694361,enk,m,178,unknown
uc2.ark+=13960=t82j6j349,"Smedley, Francis Edward",1852.0,,,0.1632527566765208,enk,m,772,unknown
njp.32101065541094,"Reach, Angus B. (Angus Bethune)",1852.0,,,0.6280426795539085,enk,m,140,unknown
mdp.39015033372098,"Houssaye, Arsène",1852.0,,,0.2715294475392027,enk,unknown,248,unknown
mdp.39015058692768,,1852.0,v.11,11.0,0.4129871481647171,enk,unknown,400,unknown
mdp.39015063558210,"Oliphant, Mrs. (Margaret)",1852.0,v.1,1.0,0.0733334149964167,enk,f,314,Fiction
inu.30000000839591,"Marsh-Caldwell, Anne",1852.0,,,0.0503602318815995,enk,f,760,Fiction
njp.32101073593145,"Baronne d', Oberkirch, Henriette Louise von Waldner",1852.0,vol.3,3.0,0.7606989082457121,enk,unknown,336,unknown
uc1.$b248931,"Cockton, Henry",1852.0,,,0.1575758789917267,enk,m,352,Fiction
uiuo.ark+=13960=t9x06q051,"Lever, Charles James",1852.0,v.1,1.0,0.0617274528940023,enk,m,462,Fiction
uc1.b3324655,"Lowndes, Hannah Maria Jones",1852.0,,,0.0631955252904658,enk,f,1010,unknown
uc1.b3325617,"Marsh-Caldwell, Anne",1852.0,v. 1,1.0,0.1851608707300372,enk,f,324,Fiction
nyp.33433075756100,"Sealsfield, Charles",1852.0,,,1.0,stk,m,320,unknown
uc1.$b119843,"Warner, Anna Bartlett",1852.0,,,0.182858905543916,enk,f,480,unknown
uc1.$b138726,"Goldschmidt, Me??r",1852.0,,,0.0394801898520281,enk,unknown,264,unknown
uc1.b3549891,"Reynolds, George W. M. (George William MacArthur)",1852.0,v.1,1.0,0.3699141669847302,enk,m,432,Fiction
wu.89088269246,"King, J. Anthony (John Anthony)",1852.0,,,0.7117309313975324,enk,m,466,unknown
uc2.ark+=13960=t39021608,"Luke, Jemima (Thompson)",1852.0,,,0.6405918312381462,enk,unknown,240,unknown
uc2.ark+=13960=t53f4r152,"Craik, Dinah Maria (Mulock), Mrs",1852.0,v.1,1.0,0.0238954139210515,enk,unknown,400,Fiction
uc2.ark+=13960=t3qv3jc6b,"Fullerton, Georgiana Charlotte Seveson-Gower, Lady",1852.0,v.1,1.0,0.3683036153338111,enk,f,316,Fiction
njp.32101063691529,"Fullerton, Georgiana Charlotte Seveson-Gower, Lady",1852.0,vol.3,3.0,0.1081663455000434,enk,f,284,Fiction
uc2.ark+=13960=t19k4bx8b,"Jerrold, Douglas William",1852.0,,,0.0871138737284182,enk,m,362,Fiction
uc2.ark+=13960=t8pc2w822,"Knox, Charles",1852.0,v.001,1.0,0.0600467693867409,enk,m,312,unknown
uc2.ark+=13960=t7rn3298z,Oliphant,1852.0,v.002,2.0,0.0499555164729367,enk,unknown,314,unknown
uiuo.ark+=13960=t49p3mp3k,Oliphant,1852.0,v.1,1.0,0.087792503961842,enk,unknown,314,Fiction
uc2.ark+=13960=t14m9612t,"Stewart, E. M",1852.0,,,0.059615704880243,enk,unknown,266,Fiction
uc2.ark+=13960=t45q4x30q,"Trollope, Frances Milton",1852.0,v.0001,1.0,0.1567511719209037,enk,f,360,unknown
uc2.ark+=13960=t9r211x0p,,1852.0,,,8.326303108561594e-05,enk,unknown,16,Fiction
uc2.ark+=13960=t6pz59c77,"Smith, Albert",1852.0,,,0.1941776164733294,enk,m,526,unknown
nnc1.1002230933,"Bandinel, James",1852.0,v.1,1.0,0.0559529944831726,enk,m,314,unknown
nnc1.1002277093,"Greenhalgh, Thomas",1852.0,v.1,1.0,0.4548665713699373,enk,m,298,Fiction
nnc1.1002563762,"Houssaye, Arsène",1852.0,v.1,1.0,0.3970463567317165,enk,unknown,344,unknown
nnc1.cu50383493,"Sealsfield, Charles",1852.0,,,0.0,enk,m,328,unknown
wu.89099912081,"Bremer, Fredrika",1852.0,v.3,3.0,0.2910980398162764,enk,f,560,unknown
wu.89099912099,"Bremer, Fredrika",1852.0,v.4,4.0,0.1777746856845963,enk,f,536,unknown
nyp.33433003303751,"Frost, John",1852.0,,,0.7867581025962176,enk,m,570,Adventure fiction
nyp.33433081824777,"Ryan, William Redmond",1852.0,v. 1,1.0,0.8698321755688061,enk,m,392,unknown
nyp.33433082284260,"Reid, Mayne",1852.0,,,0.5905353482009091,enk,unknown,506,Fiction
nyp.33433074807383,"Haliburton, Thomas Chandler",1852.0,v. 1,1.0,0.6280190689594867,enk,m,370,unknown
nyp.33433076076557,"Jerrold, Douglas William",1852.0,v. 6,6.0,0.1674460124464422,enk,m,368,unknown
nyp.33433074966171,"Kelty, Mary Ann",1852.0,,,0.3043893288961345,enk,f,312,unknown
nyp.33433074952213,"Curling, Henry",1852.0,,,0.0655625820362791,enk,m,146,Fiction
nyp.33433084128390,"Grant, James",1852.0,,,0.1082168200642887,enk,m,484,Fiction
nyp.33433074873336,"Knowles, James Sheridan",1852.0,v. 1,1.0,0.1276518432852015,enk,m,348,Fiction
nyp.33433074851191,"author of Raby Rattler. Hall, Thomas",1852.0,,,0.5943279532043627,enk,m,276,Fiction
nyp.33433075735641,"Zschokke, Heinrich",1852.0,,,0.2976374760986527,enk,m,196,unknown
nyp.33433088073725,,1852.0,,,0.3806394037477176,enk,unknown,182,unknown
nyp.33433075763965,"Ward, James",1852.0,,,0.3080314750619189,enk,m,344,Fiction
uiuo.ark+=13960=t8bg3b05m,"Ellis, Sarah Stickney",1852.0,v.1,1.0,0.2822148927658254,enk,f,308,Fiction
uiuo.ark+=13960=t5db8cx8w,"Deacon, William Frederick",1852.0,v.1,1.0,0.2035094072295388,enk,m,332,Fiction
uiuo.ark+=13960=t8kd2kn35,"Collins, Wilkie",1852.0,v.1,1.0,0.165933592456886,enk,unknown,308,Fiction
inu.30000132098793,"Mills, John",1852.0,v.1,1.0,0.2772475453294736,enk,m,316,unknown
uiuo.ark+=13960=t4th95k4j,Bride,1852.0,v.1,1.0,0.0461293192848583,enk,unknown,306,unknown
uiuo.ark+=13960=t6qz2ht7q,Arami,1852.0,v.1,1.0,0.1848568813695437,enk,unknown,344,unknown
uiuo.ark+=13960=t2p55v606,"Cartwright, Robert",1852.0,v.2,2.0,0.2948343183547158,enk,m,346,unknown
uiuo.ark+=13960=t8cg01c4h,,1852.0,v.1,1.0,0.3697251868042749,enk,unknown,316,unknown
uiuo.ark+=13960=t6b286f0k,"Crawford, A",1852.0,v.1,1.0,0.0,enk,unknown,312,Fiction
uiuo.ark+=13960=t3708cf7k,"Belfast, Frederick Richard Chichester",1852.0,v.1,1.0,0.0521927524814006,enk,m,328,Fiction
uiuo.ark+=13960=t12n5sd1h,Grey,1852.0,v.1,1.0,0.2421889845470226,enk,unknown,864,unknown
uiuo.ark+=13960=t0bv84p5k,"Wallace, Ellen",1852.0,v.1,1.0,0.0241105100136286,enk,f,312,Fiction
uiuo.ark+=13960=t42r4bq62,,1852.0,v.1,1.0,0.0498512775851707,enk,unknown,330,Fiction
uiuo.ark+=13960=t3xs63p4b,"Grey, (Elizabeth Caroline), Mrs",1852.0,v.1,1.0,0.0398559308153425,enk,f,310,unknown
uiuo.ark+=13960=t89g6700s,"Nunn, Lorenzo N",1852.0,v.1,1.0,0.0,enk,m,318,Fiction
uiuo.ark+=13960=t9k36c90f,"James, G. P. R. (George Payne Rainsford)",1852.0,v.1,1.0,0.0612250142760681,enk,m,312,unknown
uiuo.ark+=13960=t8w95tm1j,"Tayleure, Floyd",1852.0,v.1,1.0,0.0210380368361998,enk,m,356,Fiction
uiuo.ark+=13960=t0ms4bx1j,"Savage, M. W",1852.0,v.1,1.0,0.1190566543037993,enk,unknown,318,Fiction
uiuo.ark+=13960=t5v702f6w,,1852.0,v.1,1.0,0.0535521061753323,enk,unknown,318,unknown
uiuo.ark+=13960=t58d0hd2b,"Lytton, Rosina Bulwer Lytton, Baroness",1852.0,v.1,1.0,0.2123547332306096,enk,f,326,Fiction
uiuo.ark+=13960=t19k4pp4d,"Daniel, Mackenzie",1852.0,v.1,1.0,0.0378516485434996,enk,f,306,Fiction
uiuo.ark+=13960=t6d22890z,Anderson,1852.0,v.1,1.0,0.0867579146718424,enk,m,300,Fiction
uiuo.ark+=13960=t79s21q6x,"Cairnes, W. Wellington",1852.0,v.1,1.0,0.1161144254250368,enk,unknown,272,unknown
uiuo.ark+=13960=t0zp4jn9c,"Madden, Daniel Owen",1852.0,v.1,1.0,0.1248303812372239,enk,m,332,unknown
njp.32101031888413,"Reeve, Clara",1852.0,,,0.5102934763963174,enk,f,108,unknown
njp.32101051672564,"Bremer, Fredrika",1852.0,vol.3,3.0,0.177741446793005,enk,f,604,Fiction
njp.32101064788076,"Crumpe, Miss",1852.0,v.1,1.0,0.2878391129069687,enk,unknown,338,unknown
njp.32101066457027,"Cobbold, Richard",1852.0,v.1,1.0,0.0513001341823567,enk,m,312,unknown
njp.32101068605599,"Warner, Susan",1852.0,v.1,1.0,0.0756948092719,enk,f,432,Fiction
njp.32101061919542,"Goldschmidt, Meïr",1852.0,v.1,1.0,0.1057277507725598,enk,unknown,314,unknown
njp.32101065846857,"Morier, James Justinian",1852.0,,,0.1602613955417479,enk,m,222,unknown
uc2.ark+=13960=t3st7fj83,"Douglass, Frederick",1852.0,,,0.8666658450325694,enk,m,106,unknown
uc2.ark+=13960=t0ns0tv93,"?? Beckett, Gilbert Abbott",1852.0,,,0.6032703618652467,enk,m,352,Fiction
uva.x000680647,"Fielding, Henry",1852.0,,,0.4662472946170127,enk,m,1244,Fiction
uva.x001406856,,1852.0,,,0.9628553444455628,enk,unknown,796,unknown
uc1.31158002285814,"Hoffmann, E. T. A. (Ernst Theodor Amadeus)",1852.0,,,0.0866339957011691,enk,m,144,Fiction
mdp.39015028011628,"Stowe, Harriet Beecher",1853.0,,,0.25714353967512,enk,f,408,Fiction
mdp.39015063976040,"Ware, William",1853.0,,,0.3641246994852239,enk,m,264,Fiction
mdp.39015054488898,"Cameron, G. Poulett (George Poulett)",1853.0,,,0.1557355355170504,enk,m,418,unknown
uc2.ark+=13960=t91838z67,"Reade, Charles",1853.0,,,0.0920031619751247,enk,m,344,Fiction|Novel
mdp.39015032253687,"Pepys, Charlotte Maria, Lady",1853.0,,,0.5526847000359966,enk,f,380,unknown
mdp.39015064795241,"Mayhew, Horace",1853.0,,,0.4692539304589499,enk,m,146,unknown
wu.89094593886,,1853.0,,,0.4022592451959455,enk,unknown,538,unknown
uc1.b4104307,"Robinson, Emma",1853.0,,,0.1338910731373022,enk,f,516,unknown
uc1.b4105328,"Reynolds, George W. M. (George William MacArthur)",1853.0,,,0.1041030170939124,enk,m,144,Fiction
nyp.33433082508049,"Boner, Charles",1853.0,,,0.8344421074003159,enk,m,446,unknown
uc1.b3548014,"Rowcroft, Charles",1853.0,,,0.1503984283298711,enk,m,322,Fiction
uc1.b3575485,"Sterne, Laurence",1853.0,,,0.7340759853638203,enk,f,830,unknown
wu.89097998827,"McIntosh, Maria J. (Maria Jane)",1853.0,,,0.0560660624910354,enk,f,296,unknown
nyp.33433075756274,"Tupper, Martin Farquhar",1853.0,,,0.1882376742969469,enk,m,184,Fiction
uc2.ark+=13960=t7dr2rh8g,"Lover, Samuel",1853.0,,,0.1766302048517868,enk,m,436,unknown
uc2.ark+=13960=t1hh6hr45,"Hamilton, C. G",1853.0,,,0.2058146933281174,enk,unknown,222,Fiction
uc2.ark+=13960=t89g5p164,"Jerrold, Douglas William",1853.0,,,0.1249769207935127,enk,m,360,Fiction
uc2.ark+=13960=t2b85575q,Oliphant,1853.0,v.1,1.0,0.0537246865532801,enk,unknown,300,Fiction
uc2.ark+=13960=t40r9t540,,1853.0,,,0.0,enk,unknown,210,unknown
uc2.ark+=13960=t9862hm6r,"Sinclair, Catherine",1853.0,,,0.3234150191075287,enk,f,332,Fiction
uc2.ark+=13960=t3rv0k41c,"Whyte-Melville, G. J. (George John)",1853.0,v.1,1.0,0.3412455579410367,enk,m,320,Fiction
uc2.ark+=13960=t3zs2tn7t,"Disraeli, Benjamin, Earl of Beaconsfield",1853.0,,,0.1858921962092102,enk,m,716,unknown
nyp.33433044723249,"Maxwell, W. H. (William Hamilton)",1853.0,,,0.0789755002619951,enk,m,484,unknown
nnc1.0315147940,,1853.0,,,0.5186548091293198,enk,unknown,148,Fiction
umn.31951001417012t,"Bunbury, Selina",1853.0,v. 1,1.0,0.5753006151959388,enk,f,334,unknown
nyp.33433003292897,"Walter, Richard",1853.0,,,0.9856000773731568,enk,m,160,unknown
nyp.33433000665822,"St. John, James Augustus",1853.0,v. 1,1.0,0.5533289788291119,enk,m,368,unknown
nyp.33433006525251,"Dickson, Walter B",1853.0,,,0.9961725692506092,enk,m,320,Fiction
nyp.33433043346786,"Palliser, John",1853.0,,,0.8931899246445265,enk,m,378,unknown
nyp.33433074873450,"Lang, John",1853.0,,,0.1643732613584594,enk,m,522,Fiction
nyp.33433074875828,"Mackarness, Henry S, Mrs",1853.0,,,0.1001075234741049,enk,m,424,Fiction
nyp.33433075763676,"Thomson, Edward",1853.0,,,0.6836342195834723,enk,m,138,Fiction
uc2.ark+=13960=t5j963h7v,,1853.0,,,0.5761022837628359,enk,unknown,330,unknown
uiuo.ark+=13960=t6154x005,"Craik, Dinah Maria (Mulock), Mrs",1853.0,v.1,1.0,0.0245540052527419,enk,unknown,354,Fiction
uiuo.ark+=13960=t7tm7j953,"Craik, Dinah Maria (Mulock), Mrs",1853.0,v.1,1.0,0.0596601620285321,enk,unknown,378,Fiction
uiuo.ark+=13960=t5n87x160,"Tautphoeus, Jemima Montgomery",1853.0,v.1,1.0,0.0552268329811622,enk,unknown,326,unknown
uiuo.ark+=13960=t8kd28r3s,Gore,1853.0,v.1,1.0,0.0523423261358675,enk,m,332,Fiction
uiuo.ark+=13960=t7hq4fx51,"Long, Catharine, Lady",1853.0,v.1,1.0,0.0757227797197194,enk,f,376,unknown
uiuo.ark+=13960=t15m6k41d,"Daniel, Mackenzie",1853.0,v.1,1.0,0.0560211863358925,enk,f,300,unknown
uiuo.ark+=13960=t00z7gb1v,"Cole, Alfred Whaley",1853.0,v.1,1.0,0.2175505482147926,enk,m,302,unknown
uiuo.ark+=13960=t7br99n8x,"Maillard, Annette Marie",1853.0,v.1,1.0,0.0838939213957606,enk,f,332,Fiction
uiuo.ark+=13960=t3fx7pf73,"Hannay, James",1853.0,v.1,1.0,0.4949488547203346,enk,m,304,unknown
uiuo.ark+=13960=t4sj24c0w,,1853.0,v.1,1.0,0.0235887458287503,enk,unknown,316,unknown
uiuo.ark+=13960=t3029hf55,,1853.0,v.1,1.0,0.0549350027469615,enk,unknown,302,unknown
uiuo.ark+=13960=t9z03fc7s,"Belfast, Frederick Richard Chichester",1853.0,v.1,1.0,0.1038809170369119,enk,m,322,Fiction
uc1.$b567004,"Lee, R., Mrs",1853.0,,,0.7434459925128346,enk,unknown,430,unknown
njp.32101068168424,"Crosland, Newton, Mrs",1853.0,,,0.1045819721504359,enk,m,430,unknown
njp.32101068177011,"pseud. Drayton, Marian",1853.0,,,0.1837623179476484,enk,m,350,Fiction
wu.89099922627,"Edgeworth, Maria",1853.0,,,0.1385844858987594,stk,f,198,unknown
wu.89086054038,"Sheppard, Elizabeth Sara",1853.0,v.1-2,1.0,0.0803791986915043,enk,f,660,Fiction
uc2.ark+=13960=t8jd4sb70,"Manning, Anne",1853.0,,,0.0511292671424982,enk,f,668,Fiction
uc2.ark+=13960=t7hq3sw2w,"Copley, Esther",1853.0,,,0.5319089618331028,enk,f,206,unknown
uva.x000980258,,1853.0,,,0.5186732309209576,enk,unknown,896,unknown
dul1.ark+=13960=t3320nw36,"Wright, Frances",1853.0,,,0.2174799027178278,enk,f,98,unknown
mdp.39015011444083,"Mackintosh, James, Sir",1854.0,v.1,1.0,0.95275188741344,enk,m,626,Fiction
mdp.39015030741618,"Patmore, P. G. (Peter George)",1854.0,v.1,1.0,0.7013748790484607,enk,m,332,unknown
mdp.39015030741592,"Patmore, P. G. (Peter George)",1854.0,v.2,2.0,0.6438136524564205,enk,m,380,unknown
mdp.39015030741600,"Patmore, P. G. (Peter George)",1854.0,v.3,3.0,0.5427906140185785,enk,m,360,unknown
mdp.39015013716066,"Thomson, A. T, Mrs",1854.0,v.2,2.0,0.5065316049499518,enk,unknown,334,unknown
mdp.39015059378540,"Yonge, Charlotte M. (Charlotte Mary)",1854.0,v.1,1.0,0.0,enk,f,378,Fiction
mdp.39015063939436,"Heighway, Osborn W. Trenery",1854.0,,,0.1398393471071438,enk,unknown,718,Fiction
miun.ahz9187.0001.001,"La Gironière, Paul P. de",1854.0,,,,enk,m,304,unknown
njp.32101074759448,"Robson, William",1854.0,,,0.5528341336871363,enk,m,272,unknown
mdp.39015063602372,"Warren, Samuel",1854.0,v.4 1854,4.0,0.3894007135314623,stk,m,342,unknown
wu.89010185932,"Burney, Fanny",1854.0,2,2.0,0.4942441003899705,enk,f,384,unknown
nyp.33433074932124,"Thomson, A. T, Mrs",1854.0,v. 2,2.0,0.481601557240762,enk,unknown,314,unknown
wu.89098013279,"Bullard, A. T. J. (Anne Tuttle Jones)",1854.0,,,0.1148758407685147,enk,f,134,Fiction
uc1.b3123646,"Fullom, S. W. (Stephen Watson)",1854.0,,,0.1391311884881987,enk,m,456,Fiction
