docid,author,inferreddate,enumcron,volnum,nonficprob,place,estimated_gender,page_count,genre
uc2.ark+=13960=t12n50c8x,"Grant, Elizabeth",1856.0,,,0.6269679010442424,enk,f,206,Fiction
uc2.ark+=13960=t3tt4mw5c,"Belcher, Edward, Sir",1856.0,v.2,2.0,0.1005009726530356,enk,m,294,Fiction
uc1.b3321187,"Boyd, Archibald",1856.0,v.1,1.0,0.0840449722183669,enk,m,328,Fiction
uc2.ark+=13960=t34172k3r,"Whyte-Melville, G. J. (George John)",1856.0,,,0.1977220160311318,enk,m,338,Fiction
uc1.b3327553,"Webb-Peploe, (Annie), Mrs",1856.0,,,0.0709127770335381,enk,f,534,Fiction
nyp.33433075765945,"Peacock, Thomas Love",1856.0,,,0.202406048837062,enk,m,536,Fiction
nyp.33433074943667,"Austen, Jane",1856.0,,,0.038885468910354,enk,f,464,Fiction
nyp.33433075753685,"Strickland, Jane Margaret",1856.0,,,0.0573553727510437,enk,f,308,Fiction
nyp.33433074880356,"Marryat, Frederick",1856.0,,,0.2039093140819636,enk,m,428,Fiction
uiuo.ark+=13960=t4wh3865p,"Collins, Wilkie",1856.0,v.1,1.0,0.214916668019404,enk,unknown,350,Fiction
uiuo.ark+=13960=t6sx70f9q,"Wallace, Ellen",1856.0,v.1,1.0,0.044665794552807,enk,f,276,Fiction
uiuo.ark+=13960=t2c82w79h,"Lee, Holme",1856.0,v.1,1.0,0.0991954855359735,enk,unknown,352,Fiction
uiuo.ark+=13960=t71v6185b,,1856.0,v.1,1.0,0.0293035497674417,enk,unknown,326,Fiction
uiuo.ark+=13960=t1vd76x25,Gore,1856.0,v.1,1.0,0.0641030137478078,enk,m,328,Fiction
uiuo.ark+=13960=t8rb7pg9t,Scott,1856.0,v.1,1.0,0.0,enk,m,318,Fiction
uiuo.ark+=13960=t79s29p78,"Melville, Julia",1856.0,v.1,1.0,0.0461433116985779,enk,f,312,Fiction
uiuo.ark+=13960=t2n59527q,"Reid, Mayne",1856.0,v.1,1.0,0.055259031814851,enk,unknown,340,Fiction
uiuo.ark+=13960=t5m90v75r,"St. John, James Augustus",1856.0,v.1,1.0,0.2194922861557988,enk,m,324,Fiction
uiuo.ark+=13960=t2988tq27,"Lytton, Rosina Bulwer Lytton, Baroness",1856.0,v.1,1.0,0.4256285919067439,enk,f,378,Fiction
uiuo.ark+=13960=t3nw02p9m,"Ponsonby, Emily",1856.0,v.1,1.0,0.0,enk,f,330,Fiction
njp.32101068166022,"Chatterton, Georgiana, Lady",1856.0,vol.1,1.0,0.0361311084747363,enk,f,330,Fiction
njp.32101068175031,"Tindal, Henrietta Euphemia",1856.0,vol.1,1.0,0.1126865609922464,enk,f,316,Fiction
wu.89099789828,"Smith, Albert",1856.0,,,0.1561061280142415,enk,m,524,Fiction
njp.32101064912122,"Marryat, Emilia",1856.0,vol.1,1.0,0.0443584064076633,enk,f,330,Fiction
mdp.39015030922531,of Swarraton. Thomas,1857.0,v.1,1.0,0.1564111715939265,enk,unknown,364,Fiction
mdp.39015031299459,"Morley, Henry",1857.0,,,0.0,enk,m,460,Fiction
mdp.39015009219950,"Gore, (Catherine Grace Frances), Mrs",1857.0,v.1,1.0,0.087539597461204,enk,f,340,Fiction
uiuo.ark+=13960=t67375c09,Gore,1857.0,v.3,3.0,0.0,enk,m,340,Fiction
uiuo.ark+=13960=t00z7vf65,"Brontë, Charlotte",1857.0,v. 1,1.0,0.079873460405438,enk,f,312,Fiction
uc2.ark+=13960=t6154t62k,"Reade, Charles",1857.0,,,0.1643690572768134,enk,m,280,Fiction
mdp.39015065541032,"Tupper, Martin Farquhar",1857.0,,,0.0874927215108353,enk,m,502,Fiction
wu.89098017916,"Cummins, Maria S. (Maria Susanna)",1857.0,,,0.0,enk,f,330,Fiction
uc2.ark+=13960=t6vx0c40v,"Howitt, William",1857.0,v.1,1.0,0.4276584092078623,enk,m,340,Fiction
uc2.ark+=13960=t85h7mm2v,"Manning, Anne",1857.0,,,0.096151610336783,enk,f,322,Fiction
uiuo.ark+=13960=t3qv3vj88,"Craik, Dinah Maria (Mulock), Mrs",1857.0,v.1,1.0,0.0960668034752108,enk,unknown,372,Fiction
uc2.ark+=13960=t16m39m6z,"Bede, Cuthbert",1857.0,,,0.0,enk,m,226,Fiction
uc2.ark+=13960=t44q7tt16,"Andersen, H. C. (Hans Christian)",1857.0,,,0.1032282529155781,enk,m,382,Fiction
uc2.ark+=13960=t9668fn3k,"Beste, John Richard Digby",1857.0,v.1,1.0,0.1393192713959327,enk,m,310,Fiction
uc2.ark+=13960=t1mg7mt0b,Hofland,1857.0,,,0.3382377550338766,enk,unknown,200,Fiction
uc2.ark+=13960=t4wh2h853,"Wilson, John Mackay",1857.0,v.1,1.0,0.2039393544579188,enk,m,300,Fiction
uc1.b3321301,"Craik, Georgiana M. (Georgiana Marion)",1857.0,v.1,1.0,0.0,enk,f,292,Fiction
uiuo.ark+=13960=t9q246h7k,"Chatterton, Georgiana, Lady",1857.0,v.1,1.0,0.0556286560154801,enk,f,328,Fiction
nyp.33433010849507,"Jahr, G. H. G. (Gottlieb Heinrich Georg)",1857.0,,,0.9482298884658064,enk,m,520,Fiction
nyp.33433043404635,"Bede, Cuthbert",1857.0,,,0.6616952334400239,enk,m,164,Fiction
nyp.33433022846673,"Lymburner, A. L",1857.0,v. 1,1.0,0.1554617427654984,enk,unknown,284,Fiction
nyp.33433067304034,"Whitty, Edward Michael",1857.0,v. 1,1.0,0.2401029289451721,enk,m,318,Fiction
uiuo.ark+=13960=t6rx9nf53,"Goodrich, A. M",1857.0,v.1,1.0,0.0,enk,unknown,320,Fiction
nyp.33433074855267,"Fullom, S. W. (Stephen Watson)",1857.0,,,0.1016981557032052,enk,m,496,Fiction
nyp.33433074898986,"Manning, Anne",1857.0,,,0.0,enk,f,320,Fiction
nyp.33433075742225,"Reynolds, George W. M. (George William MacArthur)",1857.0,,,0.1215835104161628,enk,m,340,Fiction
nyp.33433074880653,,1857.0,,,0.0444466944993824,enk,unknown,292,Fiction
uiuo.ark+=13960=t02z1v22n,"Reynolds, George W. M. (George William MacArthur)",1857.0,v.1,1.0,0.0608063899572123,enk,m,430,Fiction
uiuo.ark+=13960=t3kw5zx3w,Oliphant,1857.0,v.1,1.0,0.0308552775019866,stk,unknown,282,Fiction
uiuo.ark+=13960=t8nc6922j,"Crawford, A",1857.0,v.1,1.0,0.2696866852338228,enk,unknown,338,Fiction
uiuo.ark+=13960=t6rx9s555,"Lever, Charles James",1857.0,v.1,1.0,0.1620420897617832,enk,m,322,Fiction
uiuo.ark+=13960=t06w9x86p,"Murray, Charles Augustus, Sir",1857.0,v.1,1.0,0.2552592000869015,enk,m,324,Fiction
uiuo.ark+=13960=t8cg07746,"Liddell, Charles Francis",1857.0,v.1,1.0,0.0719987595064157,enk,m,276,Fiction
uiuo.ark+=13960=t4th9621s,"James, G. P. R. (George Payne Rainsford)",1857.0,v.1,1.0,0.0307556132372668,enk,m,286,Fiction
uiuo.ark+=13960=t4cn7mt35,"Chalcraft, Harriette Amiel",1857.0,v.1,1.0,0.1676044339703357,enk,f,328,Fiction
uiuo.ark+=13960=t7br93s5s,Cornish,1857.0,v.1,1.0,0.2591456247561722,enk,unknown,362,Fiction
uiuo.ark+=13960=t5h99rj8g,"Delorme, Charles",1857.0,v.1,1.0,0.049496197124611,enk,m,322,Fiction
uiuo.ark+=13960=t57d3fb9t,"Morier, David R",1857.0,v.1,1.0,0.1731769256297216,enk,m,326,Fiction
uiuo.ark+=13960=t3kw61r4b,"Williams, F",1857.0,v.1,1.0,0.0720592971690658,enk,unknown,316,Fiction
uiuo.ark+=13960=t51g19j0k,"Reade, Charles",1857.0,v.1,1.0,0.2552139556672931,enk,m,314,Fiction
uiuo.ark+=13960=t3xs63x11,"Hall, S. C., Mrs",1857.0,v.1,1.0,0.078069306601264,enk,unknown,356,Fiction
njp.32101067633683,"Grogan, Mercy, Mrs",1857.0,v.1,1.0,0.3434995506969851,enk,unknown,334,Fiction
njp.32101068141769,"Lever, Charles James",1857.0,,,0.5466414999667162,enk,m,268,Fiction
mdp.39015058691265,,1858.0,v.1,1.0,0.1813638810172897,stk,unknown,418,Fiction
mdp.39015058691315,,1858.0,v.6,6.0,0.2150619775737624,stk,unknown,386,Fiction
mdp.39015054476059,"Napier, Charles James",1858.0,,,0.1242955927250546,enk,m,488,Fiction
mdp.39015013100063,"King of England, Alfred",1858.0,v.1,1.0,0.9314312485256276,enk,m,596,Fiction
mdp.39015054073138,"Cervantes Saavedra, Miguel de",1858.0,,,0.5887808409027109,enk,m,652,Adventure fiction|Picaresque literature
inu.32000003323641,"Poe, Edgar Allan",1858.0,,,0.5339652646754837,enk,m,386,Fiction
uc1.b3324481,"Leatham, Edward A. (Edward Aldam)",1858.0,v. 1,1.0,0.0522139706436512,enk,m,304,Fiction
uc1.b3325598,"Manning, Anne",1858.0,,,0.2236923663323568,enk,f,328,Fiction
uc1.b4102902,"Tupper, Martin Farquhar",1858.0,,,0.4578923388243031,enk,m,354,Fiction
uc1.$b190471,"Green, Henry",1858.0,,,0.7516812184511875,enk,m,172,Fiction
uc2.ark+=13960=t5bc3zs03,"Herbert, George",1858.0,v.1,1.0,0.1102617020001435,enk,m,324,Fiction
uc2.ark+=13960=t6vx0fv22,"Mayhew, Augustus",1858.0,,,0.4081988627317811,enk,m,480,Fiction
nnc1.cu58504877,"Bainbridge, William",1858.0,,,0.5104661430272395,enk,m,440,Fiction
nyp.33433044731895,"Cole, Alfred W. (Alfred Whaley)",1858.0,,,0.1840579423271452,enk,m,372,Fiction
nyp.33433074919402,"Ainsworth, William Harrison",1858.0,,,0.3270440996101094,enk,m,478,Fiction
nyp.33433074936752,"Batty, Beatrice",1858.0,,,0.7018177127288211,enk,f,330,Fiction
nyp.33433075735807,"Auerbach, Berthold",1858.0,,,0.4709440274591858,enk,m,206,Fiction
nyp.33433076069586,"Lee, Eliza Buckminster",1858.0,,,0.0498037739182239,enk,f,336,Fiction
uiuo.ark+=13960=t14m9rq7t,"Kavanagh, Julia",1858.0,v.1,1.0,0.0234529368627066,enk,f,330,Fiction
uiuo.ark+=13960=t4fn1v70b,"Fullerton, Georgiana Charlotte Seveson-Gower, Lady",1858.0,v.1,1.0,0.1395437481031349,enk,f,320,Fiction
uiuo.ark+=13960=t2794hz6s,"Hopton, Anna Maria",1858.0,v.1,1.0,0.0,enk,f,242,Fiction
uiuo.ark+=13960=t9k36fx9p,"Wilbraham, Frances M",1858.0,v.1,1.0,0.126902057057863,enk,f,400,Fiction
uiuo.ark+=13960=t4rj4tc32,"Ellis, Sarah Stickney",1858.0,v.1,1.0,0.0943595287246436,enk,f,364,Fiction
uiuo.ark+=13960=t8ff4985r,"Manning, Anne",1858.0,v.1,1.0,0.1384586807860504,enk,f,306,Fiction
uiuo.ark+=13960=t08w4053f,Oliphant,1858.0,v.1,1.0,0.0406912177117272,enk,unknown,332,Fiction
uiuo.ark+=13960=t17m0vj8t,"James, G. P. R. (George Payne Rainsford)",1858.0,v.1,1.0,0.1222730256445299,enk,m,348,Fiction
uiuo.ark+=13960=t70v92n03,Pardoe,1858.0,v.1,1.0,0.0965437866273302,enk,unknown,328,Fiction
uiuo.ark+=13960=t23b6pc82,"Sheppard, Elizabeth Sara",1858.0,v.1,1.0,0.2268394390572627,enk,f,324,Fiction
uiuo.ark+=13960=t9g450b9q,"Bunbury, Selina",1858.0,v.1,1.0,0.0526824769302557,enk,f,358,Fiction
uiuo.ark+=13960=t6qz2wp7g,"Tupper, Martin Farquhar",1858.0,v.1,1.0,0.3082543359473543,enk,m,310,Fiction
uiuo.ark+=13960=t6sx6zv4w,"Lee, Holme",1858.0,v.1,1.0,0.0223131518429295,enk,unknown,344,Fiction
uiuo.ark+=13960=t1bk2000s,"Ponsonby, Emily",1858.0,v.1,1.0,0.0185089415153492,enk,f,322,Fiction
uiuo.ark+=13960=t23b6pc06,"Sewell, Elizabeth Missing",1858.0,v.1,1.0,0.0473914708368433,enk,f,478,Fiction
uiuo.ark+=13960=t8tb1mz1r,"Lytton, Rosina Bulwer Lytton, Baroness",1858.0,v.1,1.0,0.3018884615656671,enk,f,304,Fiction
njp.32101063693517,"Newby, C. J, Mrs",1858.0,vol.1,1.0,0.1110774274873099,enk,unknown,308,Fiction
njp.32101073371682,"Atherstone, Edwin",1858.0,,,0.3356939365740761,enk,m,968,Fiction
njp.32101076207669,,1858.0,vol.2,2.0,0.1904927147189832,stk,unknown,412,Fiction
njp.32101065704411,"Reade, John Edmund",1858.0,vol.1,1.0,0.1922166902636928,enk,m,324,Fiction
uc2.ark+=13960=t2h70c474,"Friswell, J. Hain",1858.0,,,0.2800501816642053,enk,unknown,370,Fiction
njp.32101062932916,"Wedgwood, Julia",1858.0,v.1,1.0,0.024904472439426,enk,f,324,Fiction
dul1.ark+=13960=t4pk1061h,,1858.0,v.2,2.0,0.0922487386128766,enk,unknown,280,Fiction
inu.30000007412517,"Gaskell, Elizabeth Cleghorn",1859.0,v.1,1.0,0.2662512404546615,enk,f,356,Fiction
uc1.b3324616,One of themselves,1859.0,,,0.1498854385034407,enk,f,498,Fiction
uc2.ark+=13960=t7tm7472s,"Lytton, Edward Bulwer Lytton, Baron",1859.0,v.01,1.0,0.0,stk,m,410,Fiction
uc2.ark+=13960=t6pz52x9g,"Farnham, Eliza Woodson Burhans",1859.0,,,0.0798454250650929,enk,f,436,Fiction
uc2.ark+=13960=t28912x1q,"Hamel, Felix John",1859.0,,,0.106762317193075,enk,m,376,Fiction
uc2.ark+=13960=t55d8s68z,"Brooke, Henry",1859.0,v.1,1.0,0.4347399108751481,enk,m,478,Fiction
uc2.ark+=13960=t4bp0375p,Hofland,1859.0,,,0.0563982036039041,enk,unknown,188,Fiction
uc2.ark+=13960=t84j0hc8r,Hofland,1859.0,,,0.0,enk,unknown,190,Fiction
uc2.ark+=13960=t0sq8wc4t,Hofland,1859.0,,,0.192232544483758,enk,unknown,190,Fiction
uc2.ark+=13960=t1cj8d99c,"Maxwell, W. H. (William Hamilton)",1859.0,v.1,1.0,0.213437109981779,enk,m,380,Fiction
uc2.ark+=13960=t2b85hc07,Hofland,1859.0,,,0.1706941457818784,enk,unknown,190,Fiction
uc2.ark+=13960=t5k93f46r,Hofland,1859.0,,,0.1281333319860148,enk,unknown,186,Fiction
uc2.ark+=13960=t4cn7c28t,Hofland,1859.0,,,0.1767711019376408,enk,unknown,188,Fiction
uc1.b3322505,"Gaskell, Elizabeth Cleghorn",1859.0,v.1,1.0,0.2783280219886084,enk,f,356,Fiction
uc1.b3322506,"Gaskell, Elizabeth Cleghorn",1859.0,v. 2,2.0,0.2976966150399208,enk,f,322,Fiction
nyp.33433075766505,"Webb-Peploe, (Annie), Mrs",1859.0,,,0.0222995507712518,enk,f,372,Fiction
nyp.33433074856778,,1859.0,v. 1,1.0,0.1064146308945726,enk,unknown,448,Fiction
nyp.33433075727366,"Ferrer, Max",1859.0,,,0.2100090831019677,enk,m,370,Fiction
nyp.33433078795154,"Pushkin, Aleksandr Sergeevich",1859.0,,,0.1736776052944684,enk,m,168,Fiction
uiuo.ark+=13960=t01z4sj1f,"Lee, Holme",1859.0,v.1,1.0,0.0497865859556329,enk,unknown,296,Fiction
uiuo.ark+=13960=t2x35cg1z,"Parker, Hastings",1859.0,v.1,1.0,0.0197904166899592,enk,unknown,362,Fiction
uiuo.ark+=13960=t0xp7kn27,Pardoe,1859.0,v.1,1.0,0.0856711435093502,enk,unknown,352,Fiction
uiuo.ark+=13960=t7kp8mf3n,"Power, Marguerite A",1859.0,v.1,1.0,0.0615249420314897,enk,f,284,Fiction
uiuo.ark+=13960=t47p9m20q,"Reid, Mayne",1859.0,v.1,1.0,0.0855976645967381,enk,unknown,332,Fiction
uiuo.ark+=13960=t3320g23c,"Manning, Anne",1859.0,v.1,1.0,0.2442444232111204,enk,f,312,Fiction
uiuo.ark+=13960=t5w675616,"Collins, Wilkie",1859.0,v. 1,1.0,0.3043602212947907,enk,unknown,344,Fiction
uiuo.ark+=13960=t12n5qb1s,"Owen, Octavius Freire",1859.0,v.1,1.0,0.0525771394838525,enk,unknown,356,Fiction
njp.32101068166394,"Chorley, Henry Fothergill",1859.0,v.1,1.0,0.100660679116006,enk,m,320,Fiction
uiuo.ark+=13960=t8mc9b524,"Grey, Herbert",1859.0,v.1,1.0,0.1750270354810265,enk,m,314,Fiction
uiuo.ark+=13960=t9k36dp56,"Robinson, F. W. (Frederick William)",1859.0,v.1,1.0,0.2545122381514791,enk,m,330,Fiction
njp.32101063693673,"Paget, Francis Edward",1859.0,,,0.3954065825079095,enk,m,458,Fiction
njp.32101064382763,"Thomas, W. Moy (William Moy)",1859.0,vol.1,1.0,0.0,enk,m,346,Fiction
njp.32101065203703,"Piddington, Rose",1859.0,vol.2,2.0,0.0438191661356773,enk,f,354,Fiction
uc2.ark+=13960=t5gb1zf4p,"Kingston, William Henry Giles",1859.0,,,0.6641113102245049,enk,m,308,Fiction
njp.32101069186433,,1859.0,,,0.0581533749664088,enk,unknown,236,Fiction
mdp.39015027898900,"Greenwood, James",1860.0,,,0.4376143646516617,enk,m,408,Fiction
mdp.39015059423734,"Sala, George Augustus",1860.0,,,0.6894416552879455,enk,m,252,Fiction
mdp.39015063543824,"Brough, Robert B. (Robert Barnabas)",1860.0,v.1,1.0,0.0,enk,m,300,Fiction
mdp.39015063544921,"Craik, Dinah Maria (Mulock), Mrs",1860.0,,,0.4971234273156348,enk,unknown,356,Fiction
mdp.39015063553534,"Sherwood, (Mary Martha), 1775-1851, Mrs",1860.0,v.1,1.0,0.4835492347456914,enk,f,434,Fiction
mdp.39015063930898,,1860.0,v.1,1.0,0.1297311226819278,enk,unknown,442,Fiction
uc2.ark+=13960=t2b853m9r,"Simpkinson, John Nassau",1860.0,,,0.5809783372709876,enk,m,440,Fiction
inu.32000009368004,"Trollope, Anthony",1860.0,v.30,30.0,0.0809856705066929,enk,m,408,Fiction
uc2.ark+=13960=t5fb5545t,"Jerrold, Blanchard",1860.0,,,0.6117390749011429,enk,unknown,284,Fiction
uiuo.ark+=13960=t9086wn6g,"Sala, George Augustus",1860.0,v.1,1.0,0.2961402453451255,enk,m,340,Fiction
uc1.b3122091,"Aimard, Gustave",1860.0,v.1,1.0,0.0962336435428616,enk,m,950,Fiction
uc2.ark+=13960=t6pz52j25,"Ballantyne, R. M. (Robert Michael)",1860.0,,,0.0982198322804864,enk,m,332,Fiction
uc2.ark+=13960=t8sb40h6q,"Grant, James",1860.0,,,0.3195617728838113,enk,m,422,Fiction
uc2.ark+=13960=t6m043s5h,Grey,1860.0,v.1,1.0,0.0653267192229454,enk,unknown,346,Fiction
uc2.ark+=13960=t3028z12b,"Smedley, Frank E. (Frank Edward)",1860.0,,,0.151783242403126,enk,m,344,Fiction
nnc1.0059607254,,1860.0,,,0.9754438752774448,enk,unknown,406,Fiction
nnc1.cu58325697,"Nordhoff, Charles",1860.0,,,0.7858249767287372,enk,m,270,Fiction
nyp.33433074970835,,1860.0,,,0.0717735995324893,enk,unknown,480,Fiction
nyp.33433074864392,"Grant, James",1860.0,,,0.1310901634547291,enk,m,462,Fiction
nyp.33433074899000,"Manning, Anne",1860.0,,,0.3962445792635502,enk,f,244,Fiction
nyp.33433074870084,"Holt, Thomas Littleton",1860.0,,,0.6972322226325601,enk,m,366,Fiction
uiuo.ark+=13960=t6834fr6m,"Stretton, Julia Cecilia",1860.0,v.1,1.0,0.1861676114851571,enk,f,320,Fiction
nyp.33433075772719,"Wills, W. Henry (William Henry)",1860.0,,,0.9153353213900424,enk,m,456,Fiction
nyp.33433074864269,"Graham, George",1860.0,v. 3,3.0,0.0515921668811125,enk,m,346,Fiction
nyp.33433074871538,"Tytler, Sarah",1860.0,,,0.1113574522226984,enk,f,364,Fiction
nyp.33433074929005,"Collins, Charles Allston",1860.0,,,0.9713462000018034,enk,m,380,Fiction
uiuo.ark+=13960=t71v6158f,"Jolly, Emily",1860.0,v.1,1.0,0.1224332848767323,enk,f,304,Fiction
nyp.33433075812366,"Aimard, Gustave",1860.0,,,0.0585928927978838,enk,m,350,Fiction
nyp.33433075812705,"Aimard, Gustave",1860.0,,,0.0365943884401235,enk,m,358,Fiction
nyp.33433074920210,,1860.0,v. 1,1.0,0.3898144090531716,enk,unknown,362,Fiction
nyp.33433073356564,"Gogolʹ, Nikolaĭ Vasilʹevich",1860.0,,,0.0976510476239847,enk,m,280,Fiction
uiuo.ark+=13960=t9b573c1d,"MacCabe, William Bernard",1860.0,v.1,1.0,0.2474960645585257,enk,m,280,Fiction
uiuo.ark+=13960=t0wq0877x,"Beale, Anne",1860.0,v.1,1.0,0.1037423507235275,enk,f,346,Fiction
uiuo.ark+=13960=t5s75w58g,"Kettle, Rosa Mackenzie",1860.0,v.1,1.0,0.1223441761382423,enk,f,320,Fiction
uiuo.ark+=13960=t2k64rc26,Blue Tunic,1860.0,v.1,1.0,0.1305193140440106,enk,unknown,372,Fiction
uiuo.ark+=13960=t0qr56s9x,"Church, A. B",1860.0,v.1,1.0,0.0628290290455864,enk,unknown,340,Fiction
uiuo.ark+=13960=t1pg22x56,,1860.0,v.1,1.0,0.3348517968810151,enk,unknown,316,Fiction
uiuo.ark+=13960=t2c82wd69,"Peel, Augustus",1860.0,v.1,1.0,0.0272177481632034,enk,m,290,Fiction
uiuo.ark+=13960=t3jw91b96,"Roberts, Margaret",1860.0,v.1,1.0,0.0203901270288612,enk,f,362,Fiction
uiuo.ark+=13960=t9474rt85,"Fenton, J. D",1860.0,v.1,1.0,0.0283971662355413,enk,unknown,288,Fiction
uiuo.ark+=13960=t33209h0p,"Eden, Emily",1860.0,v.1,1.0,0.032935778208241,enk,f,280,Fiction
njp.32101068970662,"Kavanagh, Julia",1860.0,vol.1,1.0,0.0421564953769365,enk,f,344,Fiction
uiuo.ark+=13960=t2794t97g,,1860.0,v.1,1.0,0.0368695896012057,enk,unknown,312,Fiction
uiuo.ark+=13960=t5h99ss05,"Dutton, Ralph",1860.0,v.1,1.0,0.068901371205439,enk,m,350,Fiction
uiuo.ark+=13960=t7wm1w061,"Lee, Holme",1860.0,v.1,1.0,0.2257729219025376,enk,unknown,332,Fiction
njp.32101027913449,,1860.0,,,0.0492872669933268,enk,unknown,882,Fiction
njp.32101033250323,"Kay-Shuttleworth, James, Sir",1860.0,v.1,1.0,0.3013287634895834,enk,m,326,Fiction
njp.32101067627545,"Armstrong, F. C. (Francis Claudius)",1860.0,v.1,1.0,0.3028181377384981,enk,m,310,Fiction
wu.89099774333,"Clive, Caroline",1860.0,,,0.0388654457243694,enk,f,342,Fiction
uiuo.ark+=13960=t1jh44z6t,"Lee, Holme",1861.0,v.1,1.0,0.1567831471186078,enk,unknown,308,Fiction
uc1.b3324549,"Lever, Charles James",1861.0,,,0.0781085853049515,enk,m,552,Fiction
uc2.ark+=13960=t2x34w21d,"Kemp, John",1861.0,,,0.3760022760113539,enk,m,438,Fiction
uc2.ark+=13960=t5z60gj8r,"Beschi, Costantino Giuseppe",1861.0,,,0.8033386715615678,enk,m,234,Fiction
uc2.ark+=13960=t8sb49b66,"Marryat, Frederick",1861.0,,,0.1651176629064084,enk,m,430,Fiction
uc2.ark+=13960=t4hm57z03,"Bresciani, Antonio",1861.0,,,0.4759020056739304,enk,m,390,Fiction
nyp.33433074923354,"Halse, George",1861.0,,,0.0,enk,m,226,Fiction
nyp.33433008142055,"Balfour, Clara Lucas",1861.0,,,0.1025003125382241,stk,f,320,Fiction
nyp.33433074895891,"Manning, Anne",1861.0,,,0.3713167181812321,enk,f,256,Fiction
nyp.33433074875430,"Lysons, Samuel",1861.0,,,0.5089335882695818,enk,m,286,Fiction
nyp.33433075743884,"Sherwood, (Mary Martha), 1775-1851, Mrs",1861.0,,,0.2013776615129434,enk,f,408,Fiction
nyp.33433075822951,,1861.0,,,0.1769867858984712,enk,unknown,210,Fiction
uiuo.ark+=13960=t24b3q185,"Robins, Arthur",1861.0,v.1,1.0,0.0157595360457327,enk,m,324,Fiction
uiuo.ark+=13960=t49p39m5x,"Armstrong, F. C",1861.0,v.1,1.0,0.1448222049319938,enk,unknown,288,Fiction
uiuo.ark+=13960=t3126jh83,"Whyte-Melville, G. J. (George John)",1861.0,v.1,1.0,0.1589733513789462,enk,m,312,Fiction
uiuo.ark+=13960=t7br9c195,Oliphant,1861.0,v.1,1.0,0.01242510985137,enk,unknown,354,Fiction
uiuo.ark+=13960=t53f58q7k,"Smith, Caroline Mary",1861.0,v.1,1.0,0.0664138588688313,enk,f,304,Fiction
uiuo.ark+=13960=t8hd8h940,"Wills, W. G",1861.0,v.1,1.0,0.0430869408142343,enk,unknown,338,Fiction
uiuo.ark+=13960=t19k4mz45,"Brooks, Shirley",1861.0,v.1,1.0,0.1030176233165386,enk,f,368,Fiction
uiuo.ark+=13960=t9t15mg34,"Power, Marguerite A",1861.0,v.1,1.0,0.1662918122365481,enk,f,308,Fiction
uiuo.ark+=13960=t1dj63c2q,,1861.0,v.1,1.0,0.4162257461556705,enk,unknown,364,Fiction
uiuo.ark+=13960=t8nc6n038,Pemberton,1861.0,v.1,1.0,0.0879956973352413,enk,unknown,310,Fiction
njp.32101068166840,"Curling, Henry",1861.0,vol.1,1.0,0.1215400346425019,enk,m,264,Fiction
njp.32101069166005,"Grant, James",1861.0,,,0.2388133682501544,enk,m,454,Fiction
njp.32101073045302,"Aimard, Gustave",1861.0,,,0.0268388693330669,enk,m,330,Fiction
uc2.ark+=13960=t4cn6zq04,"Aveline, E. L",1861.0,,,0.2465802000161973,enk,unknown,210,Fiction
uc2.ark+=13960=t21c1vd0j,,1861.0,,,0.2422879154624909,stk,unknown,208,Fiction
uiuo.ark+=13960=t20c5m90h,"Sala, George Augustus",1862.0,v.1,1.0,0.3659643383654152,enk,m,328,Fiction
mdp.39015062319523,"Sala, George Augustus",1862.0,v.2,2.0,0.4462076318326528,enk,m,320,Fiction
mdp.39015003928036,"Gatty, Alfred, Mrs",1862.0,,,0.3454268837250098,enk,m,210,Fiction
njp.32101067630127,"Bede, Cuthbert",1862.0,,,0.6699280689032281,enk,m,358,Fiction
inu.32000001298621,"Lytton, Edward Bulwer Lytton, Baron",1862.0,v.2,2.0,0.1909821216075059,enk,m,410,Fiction
uc1.b3324272,"Scotus, Johannes",1862.0,v. 1,1.0,0.0195003588009123,enk,m,300,Fiction
uiuo.ark+=13960=t54f2dt68,"Scotus, Johannes",1862.0,v.2,2.0,0.0,enk,m,278,Fiction
njp.32101068973112,"Lawrence, George A. (George Alfred)",1862.0,vol.1,1.0,0.0830771744591921,enk,m,274,Fiction
uc1.$b182850,"Collins, Wilkie",1862.0,v. 1,1.0,0.1836602637074757,enk,unknown,368,Fiction
uc2.ark+=13960=t09w0fv5j,"Whyte-Melville, G. J. (George John)",1862.0,v.1,1.0,0.0920763370857975,enk,m,316,Fiction
uc1.b3322325,"Hamley, W. G. (William George)",1862.0,,,0.1536916944557288,stk,m,386,Fiction
nnc1.0043217893,"Sala, George Augustus",1862.0,,,0.222546019832656,enk,m,220,Fiction
nyp.33433076075864,"Logan, Olive",1862.0,,,0.11243278251495,enk,f,354,Fiction
nyp.33433074967070,"Ede, Charles",1862.0,,,0.2701895632858877,enk,m,218,Fiction
nyp.33433074895511,"Manning, Anne",1862.0,v. 1,1.0,0.1048186167139279,enk,f,382,Fiction
nyp.33433074945902,"Aïdé, Hamilton",1862.0,v. 1-2,1.0,0.0395390283011443,enk,m,614,Fiction
njp.32101064788167,"Crosland, Newton, Mrs",1862.0,vol. 1,1.0,0.1401536761255855,enk,m,334,Fiction
nyp.33433074954516,,1862.0,,,0.098544808009024,enk,unknown,272,Fiction
