docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
nyp.33433034410989,"Maartens, Maarten","Maartens, Maarten",1858-1915.,1892.0,1892.0,s,1892,    ,London;R. Bentley & Son;1892.,1892,,,Dutch fiction,,,38466108.0,enk,8609582,1,1.0,1.0,,,"An old maid's love; | a Dutch tale told in English, | $c: by Maarten Maartens [pseud.] ...",,True,An old maid's love; a Dutch tale told in English,0.0853920057327849,0.0194475001703565,Maarten,m,19.629310344827587,45.95310642092747,30.427350427350422,41.107969902841695,308.5897435897436,4884.665023011177,3.8,['fiction'],['unknown']
nyp.33433034410997,"Maartens, Maarten","Maartens, Maarten",1858-1915.,1892.0,1892.0,s,1892,    ,London;R. Bentley & Son;1892.,1892,Fourth edition.,,Dutch fiction,,,38466116.0,enk,8609583,1,3.0,3.0,,,"The sin of Joost Avelingh; | a Dutch story, | $c: by Maarten Maartens [pseud.] ...",,True,The sin of Joost Avelingh; a Dutch story,0.0741653620820459,0.0128398530636925,Maarten,m,23.689265536723163,58.38931979954674,35.68627450980392,23.12286483220739,395.218487394958,5159.308005555163,4.0,['fiction'],['unknown']
nyp.33433074949557,"Miss. Crim, Matt","Miss. Crim, Matt",,1892.0,1892.0,s,1892,    ,Edinburgh;D. Douglas;1892.,1892,Copyright ed.,,,,,6508392.0,stk,8664713,1,1.0,1.0,,,In Beaver Cove and elsewhere / | $c: by Matt Crim.,,True,In Beaver Cove and elsewhere,0.0451823725069626,0.0066265182598071,Matt,m,12.073170731707316,15.886632106739189,27.729166666666668,24.36414930555556,237.44791666666663,2476.761176215278,2.7,['unknown'],['unknown']
nyp.33433084128218,"Fletcher, Lawrence","Fletcher, Lawrence",,1892.0,1892.0,s,1892,    ,"London;Paris;Cassell & Co., Ltd.;1892.",1892,,,,,,6637991.0,enk,8664962,1,1.0,1.0,,,Into the unknown : | a romance of South Africa / | $c: by Lawrence Fletcher.,,True,Into the unknown : a romance of South Africa,0.3450568009037573,0.0020274604397457,Lawrence,m,6.933333333333334,10.124126984126985,27.4037558685446,29.78533800612753,264.6830985915493,3642.108493685116,2.4,['fiction'],['unknown']
nyp.33433074879838,"De Longueville, Thomas","De Longueville, Thomas",1844-1922.,1892.0,1892.0,s,1892,    ,"London;Kegan Paul, Trench, Trubner & Co.;1892.",1892,,,Doctrinal and controversial works|Church of England,,,14194052.0,enk,8666010,1,1.0,1.0,,,"The prigment; | being The life of a prig; prig's bede; How to make a saint; Black is white, | $c: by the Prig [i.e. Thomas Longueville.]",,True,The prigment; being The life of a prig; prig's bede; How to make a saint; Black is white,0.5633072216619004,0.8856209354010757,Thomas,m,10.407272727272728,20.9177652892562,25.76678445229681,41.54278365318583,250.4310954063604,5413.192248623407,1.6,['fiction'],['unknown']
nyp.33433074897020,"Merrick, Leonard","Merrick, Leonard",1864-1939.,1892.0,1892.0,s,1892,    ,London;Chatto & Windus;1892.,1892,,,,,,21480542.0,enk,8667394,2,2.0,2.0,v. 1,1.0,The man who was good : | a novel / | $c: by Leonard Merrick. | $n: 1,,True,The man who was good : a novel,0.2427093612102925,0.0929838440824805,Leonard,m,28.78059071729957,1832.643842689028,29.613168724279834,539.9326660908738,293.1975308641975,44557.648224356046,2.9,['fiction'],['unknown']
nyp.33433075767263,"West, B. B","West, B. B",,1892.0,1892.0,s,1892,    ,London;Longmans;1892.,1892,,,Millionaires,,,13734359.0,enk,8668158,1,1.0,1.0,,,Half-hours with the millionaires / | $c: arranged and ed. by B.B. West.,,True,Half-hours with the millionaires,0.3521171944023517,0.01854443488951,B,unknown,14.333333333333334,19.18599033816425,24.965034965034967,33.34842779598024,246.1118881118881,4262.658809721746,0.5,['unknown'],['unknown']
uiuo.ark+=13960=t73v06h0g,"Russell, William Clark","Russell, William Clark",1844-1911.,1892.0,1892.0,s,1892,    ,London;Chatto & Windus;1892.,1892,,,823R91AL,,,11101212.0,enk,8718041,1,2.0,2.0,v.1,1.0,"Alone on a wide, wide sea",,True,"Alone on a wide, wide sea",0.0861718520118168,0.0168382579651965,William,m,21.835866261398177,1527.6022394471595,34.123493975903614,1126.0239058644215,243.3644578313253,38461.49668856147,4.2,['fiction'],['unknown']
uiuo.ark+=13960=t8df78677,"Lynch, Arthur","Lynch, Arthur",1861-1934.,1892.0,1892.0,s,1892,    ,"London;Eden, Remington & Co. Publishers London and Sydney;1892.",1892,,,,,,13307876.0,enk,8718171,1,1.0,1.0,v.1,1.0,Approaches,,True,Approaches,0.0864058674353128,0.0017597289895453,Arthur,m,12.624309392265191,50.31742010317146,29.62568306010929,243.2232748066529,195.15027322404373,1877.8380736958409,2.1,['fiction'],['unknown']
uiuo.ark+=13960=t6g16g55v,"Clifford, W. K","Clifford, W. K., Mrs",d. 1929.,1892.0,1892.0,s,1892,    ,London;Richard Bentley & Son;1892.,1892,,,English fiction,,,11000199.0,enk,8718253,1,2.0,2.0,v.1,1.0,Aunt Anne,,True,Aunt Anne,0.0720587022473072,0.0214623788676544,W,unknown,10.15210355987055,7.9995182287575535,27.29581993569132,15.848181883975558,196.4630225080386,1121.766317552548,2.8,['fiction'],['unknown']
uiuo.ark+=13960=t3bz6gz1g,"Chetwynd, Henry Wayland","Chetwynd, Henry Wayland",,1892.0,1892.0,s,1892,    ,London;Hutchinson;1892.,1892,,,,,,13343926.0,enk,8718497,1,1.0,1.0,v.1,1.0,A brilliant woman,,True,A brilliant woman,0.0667399117532233,0.00713489433009,Henry,m,10.112676056338028,14.135191430271773,23.50175438596491,22.965786395814096,182.1859649122807,1372.7127854724529,2.6,['fiction'],['unknown']
uiuo.ark+=13960=t50g41v61,"Fuller, J. F","Fuller, J. F",,1892.0,1892.0,s,1892,    ,Edinburgh;W. Blackwood;1892.,1892,,,,,,5508513.0,stk,8718840,1,1.0,1.0,v.1,1.0,Chronicles of Westerly,,True,Chronicles of Westerly,0.1534400300287257,0.0030958499131131,J,unknown,9.030075187969924,24.84120074622647,25.725925925925925,33.91747599451304,184.05185185185184,3263.2417558299035,1.8,['fiction'],['unknown']
uiuo.ark+=13960=t1wd4gz61,"Scott, Hugh Stowell","Scott, Hugh Stowell",1862-1903.,1892.0,1892.0,s,1892,    ,"London;Smith, Elder & Co.;1892.",1892,,,,,,9838768.0,enk,8719891,1,2.0,1.0,v.1,1.0,From one generation to another,,True,From one generation to another,0.2682828553489628,0.0003019412945055,Hugh,m,8.030075187969924,7.457742099609927,22.578358208955223,12.967740588104252,147.12313432835822,688.518420026732,3.2,['fiction'],['unknown']
uiuo.ark+=13960=t45q5jr1j,"Maartens, Maarten","Maartens, Maarten",1858-1915.,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,,,,14879650.0,enk,8720009,1,2.0,2.0,v.1,1.0,God's fool;,,True,God's fool;,0.079628229686861,0.0577481315650619,Maarten,m,10.750877192982456,18.194078177900888,24.823529411764707,24.0484429065744,176.2560553633218,1750.827169214928,1.5,['fiction'],['unknown']
uiuo.ark+=13960=t5cc1kf13,"Lawless, Hon. Emily, 1845-1913","Lawless, Hon. Emily, 1845-1913",,1892.0,1892.0,s,1892,    ,"London;Smith, Elder;1892.",1892,,,Aran Islands (Ireland),,,150485787.0,enk,8720054,1,1.0,1.0,v.1,1.0,Grania,,True,Grania,0.4699728024374849,0.039431598175966,Hon,unknown,7.8945454545454545,50.94524297520662,24.12455516014235,133.8741657273844,182.72953736654804,3780.709768113372,3.1,['unknown'],['unknown']
uiuo.ark+=13960=t41r7dx2g,"Riddell, J. H","Riddell, J. H., Mrs",1832-1906.,1892.0,1892.0,s,1892,    ,London;W. Heinemann;1892.,1892,,,,,,13336781.0,enk,8720182,1,1.0,1.0,v.1,1.0,The head of the firm,,True,The head of the firm,0.1918443036676707,0.4897656399555996,J,unknown,9.682758620689656,14.49246135552913,29.626712328767123,29.117505629574023,204.28424657534248,2036.83358744605,1.8,['fiction'],['unknown']
uiuo.ark+=13960=t7sn0rj8j,"Norris, W. E","Norris, W. E. (William Edward)",1847-1925.,1892.0,1892.0,s,1892,    ,London;Methuen;1892.,1892,,,823N47HIS,,,22040076.0,enk,8720255,1,1.0,1.0,v.1,1.0,His Grace,,True,His Grace,0.1809484137371312,0.0493081047163189,William,m,7.2889908256880735,4.957768706337852,26.67567567567568,25.111029948867785,211.57207207207207,1917.6682290398503,1.9,['unknown'],['unknown']
uiuo.ark+=13960=t83j42z5r,"Reynolds, Baillie","Reynolds, Baillie, Mrs",d. 1939.,1892.0,1892.0,s,1892,    ,London;Hurst and Blackett;1892.,1892,,,,,,21883733.0,enk,8720487,1,1.0,1.0,v.1,1.0,The Ides of March,,True,The Ides of March,0.049967467813108,0.0456208614994265,Baillie,unknown,10.155629139072849,13.230746458488662,26.72786885245901,143.51610857296424,171.7311475409836,1283.645751142166,2.1,['fiction'],['unknown']
uiuo.ark+=13960=t1jh3tr7h,"Butt, Beatrice May","Butt, Beatrice May",,1892.0,1892.0,s,1892,    ,Edinburgh;W. Blackwood;1892.,1892,,,823B978I,,,4097926.0,stk,8720620,1,1.0,1.0,v.1,1.0,Ingelheim,,True,Ingelheim,0.0460193114645972,0.0370195408207258,Beatrice,f,12.091185410334347,16.538797682948235,35.12312312312312,37.98784369955541,283.5795795795796,3212.345769192616,1.7,['fiction'],['unknown']
uiuo.ark+=13960=t80k2r76r,"Fenn, George Manville","Fenn, George Manville",1831-1909.,1892.0,1892.0,s,1892,    ,London;Ward & Downey;1892.,1892,,,823F359KIN,,,10464608.0,enk,8720814,1,1.0,1.0,v.1,1.0,King of the castle,,True,King of the castle,0.0511884810888737,0.0305000392267198,George,m,13.6953125,27.37591552734375,31.89655172413793,27.67129079138592,218.5325670498084,1946.187636705274,1.8,['fiction'],['unknown']
uiuo.ark+=13960=t77s8256t,"Deccan, Hilary","Deccan, Hilary",,1892.0,1892.0,s,1892,    ,London;Hurst and Blackett;1892.,1892,,,,,,20339831.0,enk,8721192,1,1.0,1.0,v.1,1.0,Light in the offing,,True,Light in the offing,0.1006774626073033,0.0016401664331603,Hilary,f,7.21,7.152566666666667,23.258278145695364,18.38362352528398,157.7814569536424,808.6277356256304,2.0,['fiction'],['unknown']
uiuo.ark+=13960=t6d22kt69,"Watson, Aaron","Watson, Aaron",,1892.0,1892.0,s,1892,    ,London;Chatto & Windus;1892.,1892,,,,,,23167753.0,enk,8721440,1,1.0,1.0,v.1,1.0,The Marquis of Carabas,,True,The Marquis of Carabas,0.0889460552620741,0.0345585731930813,Aaron,m,9.672597864768685,9.39458720127658,26.013793103448275,26.36532699167658,180.7,1934.0513793103448,0.9,['fiction'],['unknown']
uiuo.ark+=13960=t6640468w,"Gissing, Algernon","Gissing, Algernon",1860-1937.,1892.0,1892.0,s,1892,    ,London;Hurst and Blackett ...;1892.,1892,,,823G435M,,,16112778.0,enk,8721466,1,1.0,1.0,v.1,1.0,A masquerader,,True,A masquerader,0.1003518073208444,0.0125184456896205,Algernon,unknown,9.577181208053693,13.25746587991532,23.7,17.783333333333335,153.0,808.0666666666667,2.6,"['fiction', 'urn:uuid:5dca97f3-2bee-49de-9e7c-53cae96ada57']",['unknown']
uiuo.ark+=13960=t7wm1sj6z,"Kevill-Davies, Albert","Kevill-Davies, Albert",,1892.0,1892.0,s,1892,    ,London;F.V. White;1892.,1892,,,,,,21184985.0,enk,8721627,1,1.0,1.0,v.1,1.0,Miss Blanchard of Chicago,,True,Miss Blanchard of Chicago,0.2715834706720784,0.1146943457183402,Albert,m,10.450199203187251,20.1439342232663,32.25196850393701,36.07037014074028,228.54330708661416,2416.759935519872,2.0,['fiction'],['unknown']
uiuo.ark+=13960=t9c547s9g,"Payn, James","Payn, James",1830-1898.,1892.0,1892.0,s,1892,    ,London;Cassell;1892.,1892,,,,,PR5154.M72 1892,13366297.0,enk,8721653,1,2.0,2.0,v.1,1.0,"A modern Dick Whittington; or, A patron of letters",,True,"A modern Dick Whittington; or, A patron of letters",0.1548318540135761,0.0069532933564969,James,m,17.89605734767025,1366.2723500468903,33.575,701.6086607142859,254.43571428571428,29148.33158163265,3.8,['unknown'],['english literature']
njp.32101066714179,"Boldrewood, Rolf","Boldrewood, Rolf",1826-1915.,1892.0,1892.0,s,1892,    ,London;New York;Macmillan;1892.,1892,,,,,,21059298.0,enk,8721814,2,2.333333333333333,2.333333333333333,v. 1,1.0,Nevermore / | $c: by Rolf Boldrewood.,,True,Nevermore,0.1343063261816689,0.0009982719909558,Rolf,m,10.370967741935484,61.50754422476586,22.883534136546185,25.637038112288515,201.87550200803213,5340.446347639555,3.2,['fiction'],['unknown']
uiuo.ark+=13960=t7np2nb70,Duchess,Duchess,1855?-1897.,1892.0,1892.0,s,1892,    ,London;William Heinemann;1892.,1892,,,,,,52786043.0,enk,8721881,1,1.0,1.0,v.1,1.0,Nor wife nor maid,,True,Nor wife nor maid,0.1171492105206511,0.0630630819472501,Duchess,unknown,11.263513513513514,14.47785792549306,26.302013422818792,22.915499301833247,185.8657718120805,1637.1027881626956,1.6,['fiction'],['unknown']
uiuo.ark+=13960=t88g9846q,"Needell, J. H","Needell, J. H, Mrs",b. 1830.,1892.0,1892.0,s,1892,    ,London;New York;Frederick Warne and Co.;1892.,1892,,,,,PR5103.N215,52174993.0,enk,8722186,1,1.0,1.0,v.1,1.0,Passing the love of women,,True,Passing the love of women,0.0943428054849317,0.0139931648993671,J,unknown,9.20796460176991,11.56294541467617,24.388646288209607,21.014892927289715,187.528384279476,1913.7601113632463,2.1,"['fiction', 'urn:uuid:ef55f80e-da00-4ed5-b892-f7941667d5f8', 'urn:uuid:911909bb-763d-4228-ac70-0d4ab67edebf']",['english literature']
uiuo.ark+=13960=t0dv22016,"Laffan, Bertha Jane","Laffan, Bertha Jane",,1892.0,1892.0,s,1892,    ,"London;K. Paul, Trench, Tr?_bner;1892.",1892,,,,,,56001321.0,enk,8722276,1,1.0,1.0,v.1,1.0,The Peyton romance,,True,The Peyton romance,0.0507709663569927,0.0363534496638407,Bertha,f,7.762658227848101,7.82658027559686,28.17554858934169,22.038148210021525,200.6771159874608,1450.4882224034748,2.2,['unknown'],['unknown']
uiuo.ark+=13960=t17m0v995,"Warden, Florence","Warden, Florence",1857-1929.,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,,,PR4821.J233r,6962227.0,enk,8722665,1,1.0,1.0,v.1,1.0,Ralph Ryder of Brent,,True,Ralph Ryder of Brent,0.3831382050934824,0.0020558503598616,Florence,f,7.987220447284345,7.597280772489259,23.56782334384858,9.273791161221626,151.20504731861195,707.1850849346695,1.9,['fiction'],['english literature']
uiuo.ark+=13960=t5j96p02r,"Yorke, Curtis","Yorke, Curtis",,1892.0,1892.0,s,1892,    ,London;F.V. White;1892.,1892,,,,,,21432689.0,enk,8722970,1,1.0,1.0,v.1,1.0,A romance of modern London,,True,A romance of modern London,0.0751504615690001,0.0295343188368189,Curtis,m,11.463320463320464,13.86255422548859,28.55172413793104,25.73391465186947,201.96934865900383,1433.1178344416553,2.5,['fiction'],['unknown']
uiuo.ark+=13960=t3st87z3z,"Westall, William","Westall, William",1835-1903.,1892.0,1892.0,s,1892,    ,London;Ward & Downey;1892.,1892,,,,,,12183477.0,enk,8723004,1,1.0,1.0,v.1,1.0,Roy of Roy's court,,True,Roy of Roy's court,0.0442137711292005,0.0351883544823538,William,m,12.038095238095238,23.04616780045352,30.11737089201878,49.75617712534992,227.6197183098592,3930.4704093103214,1.6,['fiction'],['unknown']
uiuo.ark+=13960=t9g456q2r,"Lefroy, Ella Napier","Lefroy, Ella Napier",,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,,,,4110817.0,enk,8723085,1,1.0,1.0,v.1,1.0,A Scots thistle,,True,A Scots thistle,0.1506969366878064,0.1017269238432135,Ella,f,9.262589928057556,29.6324853786036,27.04301075268817,85.81177014683777,179.75985663082437,1023.3150910188716,3.6,['fiction'],['unknown']
uiuo.ark+=13960=t60585839,"Martin, Catherine","Martin, Catherine",1848-1937.,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,,,PR4984.M163s,13335390.0,enk,8723234,1,1.0,1.0,v.1,1.0,The silent sea,,True,The silent sea,0.3074954738555657,0.0329902445086511,Catherine,f,9.38961038961039,9.03002192612582,29.167202572347268,25.01384394288728,211.80385852090032,1587.0772841471862,1.8,['unknown'],['english literature']
uiuo.ark+=13960=t56d64834,"Carey, Rosa Nouchette","Carey, Rosa Nouchette",1840-1909.,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,823C18S,,,22294726.0,enk,8723252,1,1.0,1.0,v.1,1.0,Sir Godfrey's grand-daughters,,True,Sir Godfrey's grand-daughters,0.1006010639624483,0.1858207533662885,Rosa,f,12.518072289156626,16.189432428509217,30.34523809523809,26.22604875283447,226.3392857142857,2103.438456632653,1.4,['fiction'],['unknown']
uiuo.ark+=13960=t9p27j96c,"Scott, Hugh Stowell","Scott, Hugh Stowell",1862-1903.,1892.0,1892.0,s,1892,    ,"London;Smith, Elder & Co.;1892.",1892,,,,,PR5299.S5S55,228706942.0,enk,8723290,1,2.0,2.0,v.1,1.0,The slave of the lamp,,True,The slave of the lamp,0.0471314427507127,0.0002424741135148,Hugh,m,9.298932384341636,7.483593166246628,23.473684210526315,16.200184672206834,157.0,1054.6315789473683,1.4,['unknown'],['english literature']
uiuo.ark+=13960=t44q8j495,"Payn, James","Payn, James",1830-1898.,1892.0,1892.0,s,1892,    ,London;H. Cox;1892.,1892,,,,,PR5154.S93,10069889.0,enk,8723587,1,1.0,1.0,v.1,1.0,A stumble on the threshold,,True,A stumble on the threshold,0.3936103679293,0.0090291175852871,James,m,9.912087912087912,108.02523849776595,27.98913043478261,359.59770793950844,188.30434782608697,4191.151937618147,5.9,['fiction'],['english literature']
uiuo.ark+=13960=t57d3jg3z,"Westall, William","Westall, William",1835-1903.,1892.0,1892.0,s,1892,    ,London;Chatto & Windus;1892.,1892,,,,,,22301754.0,enk,8723916,1,1.0,1.0,v.1,1.0,Trust-money,,True,Trust-money,0.158183917412112,0.4628234369844911,William,m,24.747474747474747,1694.5995306601365,37.311258278145694,1198.6911977544844,252.68543046357613,43423.54011885444,3.4,['fiction'],['unknown']
uiuo.ark+=13960=t9z03cz3n,"A??d??, Hamilton","A??d??, Hamilton",,1892.0,1892.0,s,1892,    ,"London;J.R. Osgood, McIlvaine;1892.",1892,,,823AI22V,,,13305080.0,enk,8724144,1,1.0,1.0,v.1,1.0,A voyage of discovery;,,True,A voyage of discovery;,0.1570051318133508,0.0762330593815356,Hamilton,m,13.013452914798206,20.237487180518407,29.370044052863435,30.73531409497564,224.5770925110132,2249.15154573153,1.7,['fiction'],['unknown']
uiuo.ark+=13960=t4xh0852z,"Spender, Lily","Spender, Lily",,1892.0,1892.0,s,1892,    ,London;Hutchinson & Co.;1892.,1892,,,,,,504154753.0,enk,8724152,1,1.0,1.0,v.1,1.0,A Waking,,True,A Waking,0.0604205704827992,0.0026699544433095,Lily,f,6.295833333333333,4.699982638888889,21.790983606557376,18.116148212846014,178.0327868852459,1907.794006987369,2.4,['unknown'],['unknown']
uiuo.ark+=13960=t77s8325d,"Cuninghame, Caroline Madelina Fairlie","Cuninghame, Caroline Madelina Fairlie",,1892.0,1892.0,s,1892,    ,London;Ward and Downey;1892.,1892,,,,,,41176333.0,enk,8724166,1,1.0,1.0,v.1,1.0,A wandering star,,True,A wandering star,0.0563231430903544,0.0011177038806841,Caroline,f,9.177777777777775,44.830617283950616,28.45374449339207,45.52539346775603,211.77533039647577,3010.1741931727765,2.7,['unknown'],['unknown']
uiuo.ark+=13960=t3902h405,"Fletcher, J. S","Fletcher, J. S. (Joseph Smith)",1863-1935.,1892.0,1892.0,s,1892,    ,London;R. Bentley;1892.,1892,,,"Great Britain|Charles I, 1625-1649|History",,,4110783.0,enk,8724244,2,2.0,2.0,v.1,1.0,When Charles the First was king,,True,When Charles the First was king,0.0591355776296735,0.5925981447434029,Joseph,m,8.22972972972973,12.798575602629656,24.18,16.627599999999997,183.87,1515.3464333333336,1.8,['fiction'],['unknown']
yale.39002030860077,"North, Marianne","North, Marianne",1830-1890.,1892.0,1890.0,s,1892,    ,London;New York;Macmillan;1892.,1892,2d ed.,,"1830-1890|North, Marianne|Voyages and travels",,,2610533.0,enk,8732174,1,3.333333333333333,3.333333333333333,v.1,1.0,"Recollections of a happy life : | being the autobiography of Marianne North / | $c: edited by her sister, Mrs. John Addington Symonds.",,True,Recollections of a happy life : being the autobiography of Marianne North,0.9653012498814536,0.202649113654936,Marianne,f,13.112947658402204,11.620851641888455,34.260162601626014,39.67757287328971,401.0,7918.20054200542,1.7,['unknown'],['unknown']
njp.32101061016620,"De Amicis, Edmondo","De Amicis, Edmondo",1846-1908.,1892.0,1892.0,s,1892,    ,"London;J.R. Osgood, McIlvaine & Co.;1892.",1892,,,,,,41654058.0,enk,8914053,1,1.0,1.0,v.2,2.0,"The romance of a schoolmaster, | $c: by Edmondo de Amicis; the translation by Mary A. Craig ...",,True,The romance of a schoolmaster,0.3634293718173036,0.0297829127943963,Edmondo,m,10.66044776119403,17.88843562040543,25.67910447761194,5.471652929382937,259.0634328358209,1045.1564240365335,2.8,['unknown'],['unknown']
njp.32101066456920,"Sir, Clowes, W. Laird (William Laird)","Clowes, W. Laird (William Laird), Sir",1856-1905.,1892.0,1892.0,s,1892,    ,London;Tower;1892.,1892,,,Imaginary wars and battles,,,2668362.0,enk,8928003,1,2.0,2.0,,,"The captain of the ""Mary Rose"" : | a tale of tomorrow / | $c: W. Laird Clowes. Illustrated by the Chevalier Edouardo de Martino and Fred T. Jane.",,True,"The captain of the ""Mary Rose"" : a tale of tomorrow",0.2473540805415193,0.0290595756232814,William,m,11.098591549295774,17.722674072604644,24.51054852320675,168.67182965692817,269.1729957805907,11410.63251971728,2.0,['fiction'],['unknown']
njp.32101067179018,"Trollope, Anthony","Trollope, Anthony",1815-1882.,1892.0,1882.0,s,1892,    ,London;Chatto & Windus;1892.,1892,A new ed.|Why Frau Frohmann raised her prices -- The lady of Launay -- Christmas at Thompson Hall -- The telegraph girl -- Alice Dugdale.,,,,,22009700.0,enk,8956344,1,1.0,1.0,,,Frau Frohmann and other stories / | $c: by Anthony Trollope.,,True,Frau Frohmann and other stories,0.1670874357519751,0.0040898114276456,Anthony,m,16.21951219512195,20.85425342058299,29.314009661835748,15.37482788396462,308.9806763285024,2345.299143503933,2.3,['fiction'],['unknown']
njp.32101067627404,"Allen, Grant","Allen, Grant",1848-1899.,1892.0,1892.0,s,1892,    ,London;Chatto & Windus;1892.,1892,,,823AL5D,,,12601182.0,enk,8961079,1,2.0,2.0,v.1,1.0,The Duchess of Powysland : | a novel / | $c: by Grant Allen.,,True,The Duchess of Powysland : a novel,0.0555130566980464,0.0280418590964646,Grant,m,9.9812734082397,17.643844071315346,21.91481481481481,16.52237311385459,192.8148148148148,1618.58792866941,1.7,['fiction'],['unknown']
njp.32101067630580,"Mrs. Bridges, Colonel","Bridges, Colonel, Mrs",,1892.0,1892.0,s,1892,    ,London;Hurst;1892.,1892,,,,,,43367010.0,enk,8961262,1,1.0,1.0,v.1,1.0,"Of the world, | worldly, | $c: by Mrs. Forrester, [pseud.] ...",,True,"Of the world, worldly",0.1363613424486976,0.0240588402189802,Colonel,unknown,8.327102803738319,10.693626808746032,21.16510903426792,11.290496016148913,175.2429906542056,1015.8038838908784,1.6,['unknown'],['unknown']
njp.32101068598943,"Harris, Joel Chandler","Harris, Joel Chandler",1848-1908.,1892.0,1892.0,r,1892,uuuu,"London;J.R. Osgood, McIlvaine & Co.;1892.",1892,,,,,PZ3.H242Pl,11892777.0,enk,8973507,1,1.0,1.0,,,"A plantation printer; | the adventures of a Georgia boy during the war, | $c: by Joel Chandler Harris <""Uncle Remus""> ...",,True,A plantation printer; the adventures of a Georgia boy during the war,0.1774759639412155,0.2158261410551728,Joel,m,13.28125,21.94173177083333,25.22448979591837,29.91899208663057,249.4897959183673,3887.994793835902,2.4,['fiction'],['fiction and juvenile belles lettres']
njp.32101071986929,,,,1892.0,1892.0,s,1892,    ,London;Taylor;1892.,1892,,,Gift books,,,41240504.0,enk,8981011,1,1.0,1.0,,,"Maria's Christmas annual, | being some of the incidents in that lady's life, which have earned for her the commiseration of her fellow-countrywomen, | $c: by her sympathetic friend, Edgar Lee. Illustrations by Wallis Mackay ... and others.",,True,"Maria's Christmas annual, being some of the incidents in that lady's life, which have earned for her the commiseration of her fellow-countrywomen",0.6921195048265629,0.1004956476097602,,unknown,23.01123595505618,192.25830071960613,53.11881188118812,1529.4116263111462,433.3069306930693,106681.8760905794,3.6,['unknown'],['unknown']
njp.32101073803312,"Jókai, Mór","Jókai, Mór",1825-1904.,1892.0,1892.0,s,1892,    ,London;Chapman and Hall;1892.,1892,Authorized version.,,,,,24232533.0,enk,9018990,1,1.0,1.0,,,"Pretty Michal. | A free translation of Maurice Jokai's romance ""A szép Mikhál."" | $c: By R. Nisbet Bain.",,True,"Pretty Michal. A free translation of Maurice Jokai's romance ""A szép Mikhál.""",0.3270074635109076,0.2829248574489789,Mr,unknown,20.429133858267715,60.28434806869614,36.52325581395349,76.62930412835767,426.13178294573646,12883.87410612343,2.4,['unknown'],['unknown']
njp.32101064919077,"Mrs., | Mary Elizabeth (Braddon), Maxwell","| Mary Elizabeth (Braddon), Maxwell, Mrs",1837-1915.,1892.0,1892.0,s,1892,    ,"London;Simpkin, Marshall, Hamilton, Kent & Co. Limited Stationers' Hall Court;1892;London: printed by William Clowes and Sons, Limited, Stamford Street and Charing Cross.",1892,,,,,,177485377.0,xxk,9245394,1,1.0,1.0,vol.1,1.0,"The Venetians A novel : | By the author of ""Lady Audley's secret,"" ... In three volumes.",,True,"The Venetians A novel : By the author of ""Lady Audley's secret,"" ... In three volumes",0.1981897077787219,0.011638214108476,Maxwell,m,10.331058020477816,15.006441542708709,24.435374149659864,12.688000370216116,221.97619047619048,1359.356575963719,3.0,['unknown'],['unknown']
njp.32101065766329,"Holt, Henry","Holt, Henry",1840-1926.,1892.0,1892.0,s,1892,    ,London;New York;Macmillan;1892.,1892,[1st English from the 2d American ed.],,,,,22159191.0,enk,9247244,1,1.0,1.0,v.1,1.0,Calmire.,st English from the,True,st English from the,0.1423689011027612,0.0866599586975953,Henry,m,16.663072776280323,32.3204423100675,31.77272727272728,21.646208070004864,308.24598930481284,2851.3191684063027,2.8,['unknown'],['unknown']
njp.32101065766337,"Holt, Henry","Holt, Henry",1840-1926.,1892.0,1892.0,s,1892,    ,London;New York;Macmillan;1892.,1892,[1st English from the 2d American ed.],,,,,22159191.0,enk,9247244,1,1.0,1.0,v.2,2.0,Calmire.,d American ed,True,d American ed,0.3045526366307241,0.0055868217085671,Henry,m,15.167701863354038,30.822807762046214,31.76,20.047015384615385,316.10153846153844,2799.377382248519,3.4,['unknown'],['unknown']
njp.32101065600908,"Whyte-Melville, G. J. (George John)","Whyte-Melville, G. J. (George John)",1821-1878.,1892.0,1878.0,s,1892,    ,"London;New York;Longmans, Green, and Co.;1892.",1892,New edition.,,1542-1587|Queen of Scots|Mary,,,20579124.0,enk,9405316,1,3.0,3.0,,,The Queen's Maries : | a romance of Holyrood / | $c: by G.J. Whyte Melville ...,,True,The Queen's Maries : a romance of Holyrood,0.0844031070964585,0.0273950494390371,George,m,27.17620137299772,1369.0467562798149,41.08520179372197,77.42771823282189,459.7937219730942,8586.074041303867,1.6,['fiction'],['unknown']
