docid,oldauthor,author,authordate,inferreddate,latestcomp,datetype,startdate,enddate,imprint,imprintdate,contents,genres,subjects,geographics,locnum,oclc,place,recordid,instances,allcopiesofwork,copiesin25yrs,enumcron,volnum,title,parttitle,earlyedition,shorttitle,nonficprob,juvenileprob,first_name,estimated_gender,avg_sentence_count,var_sentence_count,avg_line_count,var_line_count,avg_tokens_per_page,var_tokens_per_page,cap_alpha_freq,genre_tag,lcc_category
uiuo.ark+=13960=t9474p035,"Charlton, Mary","Charlton, Mary",,1805.0,1805.0,s,1805,    ,"London;Printed at the Minerva-Press, for Lane, Newman, and Co.;1805.",1805,,,,,,6688411.0,enk,8720425,1,1.0,1.0,v.1,1.0,The homicide,,True,The homicide,0.4625299788986849,0.0607490876198841,Mary,f,5.691029900332226,5.050716879504641,28.47194719471948,12.07759587839972,179.3993399339934,719.1375573200884,1.9,['fiction'],['unknown']
dul1.ark+=13960=t89g6ct7k,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1805.0,1805.0,s,1805,    ,London;J. Johnson;1805.,1805,,,,,,2795881.0,enk,8885168,1,2.0,2.0,,,The modern Griselda,,True,The modern Griselda,0.0,0.0,Maria,f,7.072463768115942,15.931947069943288,25.03333333333333,36.57507936507937,137.8904761904762,1727.811814058957,1.9,['fiction'],['english literature']
hvd.hn21hk,"Porter, Jane","Porter, Jane",1776-1850.,1805.0,1805.0,s,1805,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1805.",1805,3rd ed.,,"Stanislaus II Augustus, 1764-1795|History|English fiction|Poland",Poland,,13656348.0,enk,9713669,1,10.0,3.0,v.1,1.0,Thaddeus of Warsaw / | $c: by Miss Porter.,,True,Thaddeus of Warsaw,0.1096494902374031,0.0382230367177151,Jane,f,7.781021897810219,6.7841653790825305,23.93928571428572,32.42131377551021,191.52857142857144,1411.7063265306122,1.0,['fiction'],['unknown']
dul1.ark+=13960=t5bc4sx44,,,,1805.0,1805.0,s,1805,    ,London;S. Carvalho;1805,1805,,,,,PZ3.A257,7057593.0,enk,10943819,1,1.0,1.0,,,The affecting history of Caroline;,,True,The affecting history of Caroline;,0.7157882237063583,0.0002029636267079,,unknown,9.48,14.2496,30.633333333333333,193.6988888888889,287.1,29153.55666666666,1.7666666666666666,['fiction'],['fiction and juvenile belles lettres']
uiuo.ark+=13960=t16m3wk0n,"Surr, T. S","Surr, T. S",,1806.0,1806.0,s,1806,    ,London;R. Phillips;1806.,1806,,,,,PZ3.S962W2,602356.0,enk,122629,2,2.0,2.0,v.1,1.0,A winter in London;,,True,A winter in London;,0.0,0.0,T,unknown,7.857651245551601,12.591836476235104,26.36042402826855,16.590942576383775,182.81978798586573,1217.963990061057,1.8,['fiction'],"['fiction and juvenile belles lettres', 'english literature']"
mdp.39015047645893,"Surr, T. S. (Thomas Skinner)","Surr, T. S. (Thomas Skinner)",1770-1847.,1806.0,1806.0,s,1806,    ,London;R. Phillips;1806.,1806,2d ed.,,823SU78W|English fiction,London (England),PZ3.S962W2,602356.0,enk,122629,2,3.0,3.0,v.3,3.0,"A winter in London; | or, Sketches of fashion : a novel ... | $c: by T. S. Surr.",,True,"A winter in London; or, Sketches of fashion : a novel",0.0953154113502182,0.0249176423791399,Thomas,m,6.973684210526316,5.514345073209339,22.71851851851852,11.41706447187929,186.7111111111111,1197.3980246913582,1.5,['fiction'],"['fiction and juvenile belles lettres', 'english literature']"
uiuo.ark+=13960=t8rb7p983,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,,,,,,3578734.0,enk,324304,2,2.0,2.0,v.1,1.0,Simple tales,The black velvet pelisse.  The death-bed.  The fashionable wife and the unfashionable husband.  The robber,True,The black velvet pelisse.  The death-bed.  The fashionable wife and the unfashionable husband.  The robber,0.0863961479365196,0.0137341311724366,Amelia,f,6.359550561797753,8.353869460926651,26.7292817679558,16.258203351546047,183.121546961326,1085.2559445682368,1.5,['unknown'],['unknown']
mdp.39015063608346,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,v. 1. The black velvet pelisse.  The death-bed.  The fashionable wife and the unfashionable husband.  The robber.--v. 2  The mother and son.  Love and duty.--v. 3  The soldier's return.  The brother and sister.  The revenge.--v. 4  The uncle and nephew.  Murder will out.  The orphan.,,,,,3578734.0,enk,324304,2,2.0,2.0,v.2,2.0,Simple tales. | $c: By Mrs. Opie.,The mother and son.  Love and duty,True,The mother and son.  Love and duty,0.1221606553537804,0.0895704631083186,Amelia,f,5.435643564356436,4.806914354801817,23.26143790849673,13.585244991242686,177.58496732026143,671.3146759793242,1.8,['unknown'],['unknown']
uiuo.ark+=13960=t96692w8z,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,,,,,,3578734.0,enk,324304,2,2.0,2.0,v.3,3.0,Simple tales,The soldier's return.  The brother and sister.  The revenge,True,The soldier's return.  The brother and sister.  The revenge,0.0,0.0,Amelia,f,6.617283950617284,8.112787684804145,26.83128834355828,16.164787910723025,188.1871165644172,822.7778708269035,1.8,['unknown'],['unknown']
uiuo.ark+=13960=t2w38cp5d,"Opie, Amelia Alderson","Opie, Amelia Alderson",1769-1853.,1806.0,1806.0,s,1806,    ,"London;Printed for Longman, Hurst, Rees, and Orme;1806.",1806,,,,,,3578734.0,enk,324304,2,2.0,2.0,v.4,4.0,Simple tales,The uncle and nephew.  Murder will out.  The orphan,True,The uncle and nephew.  Murder will out.  The orphan,0.1605043913464896,0.0147452995050469,Amelia,f,5.880281690140845,6.19693513191827,26.04810996563574,18.99424900508969,182.07903780068727,1202.4920348130042,1.0,['unknown'],['unknown']
nyp.33433075729792,"Edgeworth, Maria","Edgeworth, Maria",1767-1849.,1806.0,1806.0,s,1806,    ,London;Printed for J. Johnson;1806.,1806,,,"1792-1822|Shelley, Percy Bysshe",,,4321274.0,enk,1419535,1,1.0,1.0,v. 1,1.0,Leonora. | $c: By Miss Edgeworth...,,True,Leonora,0.3144669778394568,0.0104813796684856,Maria,f,7.43006993006993,6.580774120983912,19.061855670103093,18.28483366989053,144.73539518900344,1370.3732832630697,1.4,['fiction'],['unknown']
mdp.39015078572479,"Campe, Joachim Heinrich","Campe, Joachim Heinrich",1746-1818.,1806.0,1806.0,s,1806,    ,"London;Printed for G. Robinson, and Rotterdam, for J. Hendriksen and C.v.d. Dries & son;1806?",1806,,,"Voyages, Imaginary",,,67413118.0,enk,1420488,1,4.0,3.0,,,"The history of Robinson Crusoe, | abridged, divided into lessons, in order to be read and translated by young beginners; with an explication of words and pharses [1] contained in every lesson.",,True,"The history of Robinson Crusoe, abridged, divided into lessons, in order to be read and translated by young beginners; with an explication of words and pharses [1] contained in every lesson",0.4672776399135311,0.8126046764674529,Joachim,m,24.53271028037383,102.2302384487728,39.823008849557525,56.69433784947922,352.87610619469024,4800.745712271908,1.9,['unknown'],['unknown']
uc1.b3325752,"Semple, Robert","Semple, Robert",1766-1816.,1806.0,1806.0,s,1806,    ,London;Printed by and for C. and R. Baldwin;1806.,1806,,,Discovery and exploration,Brazil|West Indies,,41488314.0,enk,6131830,1,1.0,1.0,v.1,1.0,"Charles Ellis, or, The friends : | a novel, comprising the incidents and observations occurring on a voyage to the Brazils and West Indies, actually performed by the writer / | $c: Robert Semple.",,True,"Charles Ellis, or, The friends : a novel, comprising the incidents and observations occurring on a voyage to the Brazils and West Indies, actually performed by the writer",0.0345116288377716,0.0280986825033755,Robert,m,5.46484375,2.959701538085937,24.31297709923664,25.222656022376324,207.6335877862596,2485.606200104889,0.9,['fiction'],['unknown']
uc1.$b250210,Morgan,Morgan,,1806.0,1806.0,s,1806,    ,London;Printed for R. Phillips;1806.,1806,,,,,,6949862.0,enk,6502445,3,3.0,3.0,v. 1,1.0,The novice of Saint Dominick,st ed,True,st ed,0.0271928841706413,0.0056200880192593,Morgan,m,6.912328767123288,12.452587727528616,22.31903485254692,12.533605502806743,184.19302949061665,1438.8635439052966,1.4,"['fiction', 'urn:uuid:6f8b45a5-d5d3-4616-b461-be60fca621a7']",['english literature']
nyp.33433074915129,"Lady Morgan, (Sydney)","Morgan, (Sydney), Lady",1783-1859.,1806.0,1806.0,s,1806,    ,London;Printed for R. Phillips;1806.,1806,[1st ed.],London|England|Novels,,,,6949862.0,enk,6502445,3,5.0,5.0,v. 2,2.0,"The novice of Saint Dominick, | $c: by Miss Owenson. | $n: 1",,True,The novice of Saint Dominick,0.037678155867985,0.156915949300125,Sydney,m,5.684065934065934,5.369965885762589,24.49462365591398,32.835992600300614,198.0349462365592,1499.0874884379696,1.0,"['fiction', 'urn:uuid:bb0e574c-ad3d-4e37-a7d5-100bc160d864']",['english literature']
uc1.$b250213,Morgan,Morgan,,1806.0,1806.0,s,1806,    ,London;Printed for R. Phillips;1806.,1806,,,,,,6949862.0,enk,6502445,3,3.0,3.0,v. 4,4.0,The novice of Saint Dominick,,True,The novice of Saint Dominick,0.0916815658986179,0.0043253750092584,Morgan,m,5.4335839598997495,4.746842042449482,25.648910411622275,82.21814045928629,177.83050847457628,1804.4700619690568,0.4,"['fiction', 'urn:uuid:b7cf8385-11c7-4eb5-8547-0fbc70cf21c6']",['english literature']
uc2.ark+=13960=t3pv6bn87,"Wheatley, Sarah","Wheatley, Sarah",,1806.0,1806.0,s,1806,    ,"London;Longman, Hurst, Rees, and Orme;1806.",1806,,,Juvenile literature|Conduct of life,,,6800193.0,enk,7676708,2,2.0,2.0,,,The Christmas fire-side,,True,The Christmas fire-side,1.0,0.0,Sarah,f,7.52,8.9696,29.379310344827587,32.94479361304569,235.86206896551724,3038.7297435026326,2.2,['unknown'],['unknown']
uc1.$b255842,,,,1806.0,1806.0,s,1806,    ,London;Albion Press ; printed by and for J. Cundee and M. Jones;1806.,1806,,,,,,22261393.0,enk,8009431,2,2.0,2.0,,,The stranger,,True,The stranger,0.2090610873689303,0.2245110881725988,,unknown,11.468531468531468,13.018240500757983,27.9375,20.96137152777778,254.03472222222223,3477.880738811729,1.8,['fiction'],['unknown']
nnc1.0037961608,"Disraeli, Isaac","Disraeli, Isaac",1766-1848.,1806.0,1806.0,s,1806,    ,London;Murray;1806.,1806,a new ed. with material alterations and additions.,,,,,506194046.0,enk,8394538,1,1.0,1.0,v.3,3.0,"Flim-flams! : | or, The life and errors of my uncle and his friends : a literary romance / | $c: with illustrations and obscurities by Tag, Rag, and Bobtail [Isaac Disraeli].",,True,"Flim-flams! : or, The life and errors of my uncle and his friends : a literary romance",0.7709366205442231,0.2310869487002841,Isaac,m,10.673780487804878,25.012483268887568,22.205357142857142,33.21675701530613,186.6934523809524,3518.52805236678,2.2,['unknown'],['unknown']
uiuo.ark+=13960=t6d22jj5t,Roberts,Roberts,,1806.0,1806.0,s,1806,    ,"London;Printed for the Author, and Sold by R. Faulder;1806.",1806,,,,,,7016004.0,enk,8719247,1,1.0,1.0,v.1,1.0,Delmore,,True,Delmore,0.0669221739941522,0.0210067826909169,Roberts,m,4.836134453781512,6.775669091165877,25.362139917695472,18.7577435689004,141.31687242798353,1041.0806618232316,1.4,['fiction'],['unknown']
uiuo.ark+=13960=t8bg39w1x,"Siddons, Henry","Siddons, Henry",,1806.0,1806.0,s,1806,    ,London;Phillips;1806.,1806,,,,,,13326141.0,enk,8721392,1,1.0,1.0,v.1,1.0,"The maid, wife, and widow",,True,"The maid, wife, and widow",0.0,0.0,Henry,m,7.2105263157894735,9.036380424746076,24.352941176470587,26.85121107266436,157.57093425605535,1533.594449300176,2.0,['fiction'],['unknown']
uiuo.ark+=13960=t14m9ft6z,Bennett,Bennett,,1806.0,1806.0,s,1806,    ,"London;Printed at the Minerva Press, for Lane, Newman, and Co.;1806.",1806,,,,,,6652683.0,enk,8724087,1,1.0,1.0,v.1,1.0,Vicissitudes abroad;,,True,Vicissitudes abroad;,0.0,0.0,Bennett,m,6.517571884984026,7.968541069113701,29.261829652996845,14.723243340067071,186.1545741324921,842.1874633044413,2.1,['fiction'],['unknown']
uiuo.ark+=13960=t86h4xr9x,"Frances, Sophia L","Frances, Sophia L",,1806.0,1806.0,s,1806,    ,"London;Printed at the Minerva Press, for Lane, Newman;1806.",1806,,,,,,77319848.0,enk,8724127,1,1.0,1.0,v.1,1.0,"Vivonio, or, The hour of retribution",,True,"Vivonio, or, The hour of retribution",0.0402587262548072,0.5625187310684412,Sophia,f,6.397260273972603,4.862732219928692,29.26027397260274,21.49390129480203,176.3527397260274,987.5228349596548,2.3,['unknown'],['unknown']
njp.32101030687592,,,,1806.0,1806.0,s,1806,    ,"London;Printed and published by and for John Hunt & Carew Reynell, in Brydges Street, Strand;1806.",1806,v.l Mackenzie - Goldsmith - Brooke - v. 2 Voltaire - v. 3 Johnson - Marmontel - v. 4 Marmontel - Hawkesworth - v. 5 Hawkesworth - Sterne.,,,,,8876942.0,enk,8887693,1,1.0,1.0,v.1,1.0,Classic tales : | serious and lively / | $c: with critical essays on the merits and reputation of the authors by [Leigh Hunt],,True,Classic tales : serious and lively,0.5586777803643801,0.0830225510338139,,unknown,10.53048780487805,14.858826591314694,31.90634441087613,29.498781500716497,307.4652567975831,4263.1249258404,2.5,['unknown'],['unknown']
njp.32101028206678,,,,1806.0,1806.0,s,1806,    ,"London;Printed and published by and for John Hunt & Carew Reynell, in Brydges Street, Strand;1806.",1806,v.l Mackenzie - Goldsmith - Brooke - v. 2 Voltaire - v. 3 Johnson - Marmontel - v. 4 Marmontel - Hawkesworth - v. 5 Hawkesworth - Sterne.,,,,,8876942.0,enk,8887693,1,1.0,1.0,v.2,2.0,Classic tales : | serious and lively / | $c: with critical essays on the merits and reputation of the authors by [Leigh Hunt],Voltaire,True,Voltaire,0.7785792624747915,0.3915171887566977,,unknown,13.149390243902438,15.86487767697799,32.57657657657658,26.8267186105024,315.85285285285283,3624.287657026396,2.4,['unknown'],['unknown']
njp.32101030687576,,,,1806.0,1806.0,s,1806,    ,"London;Printed and published by and for John Hunt & Carew Reynell, in Brydges Street, Strand;1806.",1806,v.l Mackenzie - Goldsmith - Brooke - v. 2 Voltaire - v. 3 Johnson - Marmontel - v. 4 Marmontel - Hawkesworth - v. 5 Hawkesworth - Sterne.,,,,,8876942.0,enk,8887693,1,1.0,1.0,v.3,3.0,Classic tales : | serious and lively / | $c: with critical essays on the merits and reputation of the authors by [Leigh Hunt],Johnson - Marmontel,True,Johnson - Marmontel,0.0,0.0,,unknown,12.401840490797548,29.74343219541571,32.35045317220544,27.780505836931024,309.58308157099697,4278.9983844616245,2.0,['unknown'],['unknown']
njp.32101030687584,,,,1806.0,1806.0,s,1806,    ,"London;Printed and published by and for John Hunt & Carew Reynell, in Brydges Street, Strand;1806.",1806,v.l Mackenzie - Goldsmith - Brooke - v. 2 Voltaire - v. 3 Johnson - Marmontel - v. 4 Marmontel - Hawkesworth - v. 5 Hawkesworth - Sterne.,,,,,8876942.0,enk,8887693,1,1.0,1.0,v.4,4.0,Classic tales : | serious and lively / | $c: with critical essays on the merits and reputation of the authors by [Leigh Hunt],Marmontel - Hawkesworth,True,Marmontel - Hawkesworth,0.38383610747814,0.0093839591329411,,unknown,14.222910216718269,38.14845345014329,32.64156626506024,41.44682646247641,332.26506024096386,6333.074321381913,1.8,['unknown'],['unknown']
njp.32101028206660,,,,1806.0,1806.0,s,1806,    ,"London;Printed and published by and for John Hunt & Carew Reynell, in Brydges Street, Strand;1806.",1806,v.l Mackenzie - Goldsmith - Brooke - v. 2 Voltaire - v. 3 Johnson - Marmontel - v. 4 Marmontel - Hawkesworth - v. 5 Hawkesworth - Sterne.,,,,,8876942.0,enk,8887693,1,1.0,1.0,v.5,5.0,Classic tales : | serious and lively / | $c: with critical essays on the merits and reputation of the authors by [Leigh Hunt],Hawkesworth - Sterne,True,Hawkesworth - Sterne,0.1883755083471474,0.0209708084734899,,unknown,8.120743034055728,7.0225728225133945,32.88073394495413,29.38332912493336,310.7461773700306,4082.482974684137,2.4,['unknown'],['unknown']
njp.32101032329045,"Lewis, M. G. (Matthew Gregory)","Lewis, M. G. (Matthew Gregory)",1775-1818.,1806.0,1806.0,s,1806,    ,London;J. F. Hughes;1806.,1806,,,,,,6883656.0,enk,8888091,1,1.0,1.0,v.1,1.0,"Feudal tyrants; | or, The Counts of Carlsheim and Sargans.  A romance. | $c: Taken from the German ...  By M. G. Lewis ...",,True,"Feudal tyrants; or, The Counts of Carlsheim and Sargans.  A romance",0.0,0.0,Matthew,m,6.859424920127796,12.184711490369404,20.26517571884984,5.626167461135665,143.17571884984025,460.1576212883667,2.4,['fiction'],['unknown']
uc1.$b522186,"comtesse de, Genlis, Stéphanie Félicité","comtesse de, Genlis, Stéphanie Félicité",1746-1830.,1806.0,1806.0,s,1806,    ,Londres;Imprim?? pour M. Peltier;1806.,1806,,,,,,14201458.0,enk,8933396,1,1.0,1.0,v.1,1.0,"Madame de Maintenon, | $c: pour servir de suite à l'histoire de La duchesse de la Vallière.",,True,Madame de Maintenon,0.7424154203041139,0.8538676709490328,Stphanie,unknown,7.087248322147651,10.871582361154903,22.18,8.420933333333334,165.0,621.7466666666667,1.4,['unknown'],['unknown']
njp.32101065863100,"Mangin, Edward","Mangin, Edward",1772-1852.,1806.0,1806.0,s,1806,    ,London;Carpenter;1806.,1806,,,,,,4323172.0,enk,9246302,1,1.0,1.0,v. 1,1.0,Oddities and outlines / | $c: by E.M....,,True,Oddities and outlines,0.0,0.0,Edward,m,3.980295566502463,1.7927151835764037,18.15763546798029,8.783032832633648,131.07881773399015,735.047974956927,2.4,['unknown'],['unknown']
uc2.ark+=13960=t78s4kw9p,,,,1806.0,1806.0,s,1806,    ,"London;Published by J. Aldis, No. 9 Pavement, Moorfields;1806.",1806,,,Children's poetry,,,29577714.0,enk,9360524,1,1.0,1.0,,,Jack and Jill and old Dame Gill,,True,Jack and Jill and old Dame Gill,0.1271912260236398,0.9999999672241922,,unknown,1.7894736842105263,1.0083102493074791,9.68421052631579,1.0581717451523545,33.05263157894737,35.31301939058172,2.789473684210526,"['fiction', 'urn:uuid:0d6edd13-34db-47f9-a235-7626405c9fe3']",['unknown']
hvd.hw2fxy,"Goldsmith, Oliver","Goldsmith, Oliver",ca. 1730-1774.,1806.0,1774.0,s,1806,    ,London;Printed for J. Johnson [et al.;1806.,1806,"A new edition,|in four volumes. To which is prefixed some account of his life and writings.",Mixed,,,,12341262.0,enk,9711428,1,1.0,1.0,v.1,1.0,The miscellaneous works of Oliver Goldsmith.,,False,The miscellaneous works of Oliver Goldsmith,0.678330552276911,0.2881426728664585,Oliver,m,12.975460122699388,15.619029696262562,34.79331306990881,27.99983370441884,349.43465045592706,5055.224452841344,1.9,['fiction'],['unknown']
hvd.hwg1vy,"Fisher, James","Fisher, James",b. 1759.,1806.0,1806.0,s,1806,    ,Edinburgh;Printed for the author by J. Moir;1806.,1806,"The 2d ed., carefully corr. and improved.",,Meditations|Nature,,,7799822.0,enk,9714707,1,1.0,1.0,,,"A spring-day : | or, Contemplations on several occurrences which naturally strike the eye in that delightful season / | $c: By James Fisher.",,True,"A spring-day : or, Contemplations on several occurrences which naturally strike the eye in that delightful season",0.7644823935828196,0.8696511817102585,James,m,9.25766871165644,20.363054687794044,24.56927710843373,22.480140441283208,221.5030120481928,2648.021075264915,1.8,['fiction'],['unknown']
uva.x002589579,"Goldsmith, Oliver","Goldsmith, Oliver",ca. 1730-1774.,1806.0,1774.0,s,1806,    ,London;Printed for J. Johnson [etc.;1806.,1806,New ed.|v.1-4.  Miscellanies.--v.5-l0.  Animated nature.--v.11-14. History of England.--v.15-16.  Roman history.--v.l7-l8.  Grecian history.,,,,,8035839.0,enk,9793414,1,1.0,1.0,v.1,1.0,"The works of Oliver Goldsmith, | with an account of his life and writings.",Miscellanies,False,Miscellanies,0.8333786566348852,0.067485680781215,Oliver,m,12.251851851851852,14.894595336076817,33.41204819277108,64.96997532297867,325.4626506024096,10371.848605022498,1.1,['urn:uuid:76e48a3e-0b5c-4012-a05c-c7921bdeb768'],['unknown']
mdp.39015014117546,"Porter, Anna Maria","Porter, Anna Maria",1780-1832.,1807.0,1807.0,s,1807,    ,"London;Longman, Hurst, Rees, and Orme;1807.",1807,,,English fiction,,,6977684.0,enk,169199,2,5.0,5.0,v.1,1.0,The Hungarian brothers ... | $c: By Miss Anna Maria Porter ...,,True,The Hungarian brothers,0.076883072286515,0.6167573957577359,Anna,f,6.2105263157894735,13.477945876837843,23.33070866141732,34.27645855291711,175.73228346456693,2339.3613987227973,0.9,['fiction'],['unknown']
nyp.33433087358499,"Hunt, Leigh","Hunt, Leigh",1784-1859.,1807.0,1807.0,s,1807,    ,London;J. Hunt and C. Reynell;1807.,1807,v. 1. Mackenzie. Goldsmith. Brooke.--v. 2. Voltaire.--v. 3. Johnson. Marmontel.--v. 4. Marmontel. Hawkesworth.--v. 5. Hawkesworth. Sterne.,,,,PR 1283C62 1807,2312989.0,enk,1023945,1,1.0,1.0,v. 1,1.0,"Classic tales, serious and lively, | with critical essays on the merits and reputation of the authors ...",Mackenzie. Goldsmith. Brooke,True,Mackenzie. Goldsmith. Brooke,0.6206978987630621,0.0673632174778859,Leigh,f,10.464831804281346,14.450598060395214,32.37125748502994,32.9340241672344,305.23353293413174,4833.825701889634,2.1,['fiction'],['unknown']
nyp.33433087358507,"Hunt, Leigh","Hunt, Leigh",1784-1859.,1807.0,1807.0,s,1807,    ,London;J. Hunt and C. Reynell;1807.,1807,v. 1. Mackenzie. Goldsmith. Brooke.--v. 2. Voltaire.--v. 3. Johnson. Marmontel.--v. 4. Marmontel. Hawkesworth.--v. 5. Hawkesworth. Sterne.,,,,PR 1283C62 1807,2312989.0,enk,1023945,2,3.0,2.0,v. 2,2.0,"Classic tales, serious and lively, | with critical essays on the merits and reputation of the authors ...",Voltaire,True,Voltaire,0.8149684275697668,0.3675670707539016,Leigh,f,13.07361963190184,15.60194211298882,32.89969604863222,20.108480150774657,319.0121580547112,2683.1487883519185,2.1,['fiction'],['unknown']
nyp.33433087358515,"Hunt, Leigh","Hunt, Leigh",1784-1859.,1807.0,1807.0,s,1807,    ,London;J. Hunt and C. Reynell;1807.,1807,v. 1. Mackenzie. Goldsmith. Brooke.--v. 2. Voltaire.--v. 3. Johnson. Marmontel.--v. 4. Marmontel. Hawkesworth.--v. 5. Hawkesworth. Sterne.,,,,PR 1283C62 1807,2312989.0,enk,1023945,1,1.0,1.0,v. 3,3.0,"Classic tales, serious and lively, | with critical essays on the merits and reputation of the authors ...",Johnson. Marmontel,True,Johnson. Marmontel,0.0,0.0,Leigh,f,12.1640866873065,27.41889599248531,32.93577981651376,28.24969839800241,312.6880733944954,3292.343068765255,2.0,['fiction'],['unknown']
nyp.33433087358523,"Hunt, Leigh","Hunt, Leigh",1784-1859.,1807.0,1807.0,s,1807,    ,London;J. Hunt and C. Reynell;1807.,1807,v. 1. Mackenzie. Goldsmith. Brooke.--v. 2. Voltaire.--v. 3. Johnson. Marmontel.--v. 4. Marmontel. Hawkesworth.--v. 5. Hawkesworth. Sterne.,,,,PR 1283C62 1807,2312989.0,enk,1023945,1,1.0,1.0,v. 4,4.0,"Classic tales, serious and lively, | with critical essays on the merits and reputation of the authors ...",Marmontel. Hawkesworth,True,Marmontel. Hawkesworth,0.3485796922068374,0.0067397287779739,Leigh,f,14.203125,35.836865234375,33.608695652173914,15.697812584391034,342.04658385093165,3155.2121156591184,2.1,['fiction'],['unknown']
nyp.33433087358531,"Hunt, Leigh","Hunt, Leigh",1784-1859.,1807.0,1807.0,s,1807,    ,London;J. Hunt and C. Reynell;1807.,1807,v. 1. Mackenzie. Goldsmith. Brooke.--v. 2. Voltaire.--v. 3. Johnson. Marmontel.--v. 4. Marmontel. Hawkesworth.--v. 5. Hawkesworth. Sterne.,,,,PR 1283C62 1807,2312989.0,enk,1023945,1,1.0,1.0,v. 5,5.0,"Classic tales, serious and lively, | with critical essays on the merits and reputation of the authors ...",Hawkesworth. Sterne,True,Hawkesworth. Sterne,0.1895623355558051,0.0342678316660781,Leigh,f,8.01863354037267,6.689093784962001,33.129629629629626,20.49554183813443,314.4104938271605,2882.593840496876,1.9,['fiction'],['unknown']
uc2.ark+=13960=t82j6cs08,"Grant, Anne MacVicar","Grant, Anne MacVicar",1755-1838.,1807.0,1807.0,s,1807,    ,"London;Longman, Hurst, Rees & Orme;1807.",1807,,,,,DA880.H6G6,1113056.0,enk,5777344,2,2.0,2.0,v.1,1.0,Letters from the mountains;,,True,Letters from the mountains;,0.8540142829263292,0.3674538508620204,Anne,f,10.013274336283184,20.11929281854491,29.53218884120172,29.081581904253166,228.15021459227464,3725.492457035495,1.5,['unknown'],['great britain']
uc1.$b156235,"Heron, Robert","Heron, Robert",,1807.0,1807.0,s,1807,    ,London;Printed for Oddy and Co.;1807.,1807,,,,,,7968455.0,enk,6634704,2,2.0,2.0,,,The comforts of human life;,,True,The comforts of human life;,0.6529550332041519,0.0217826139948209,Robert,m,8.61864406779661,10.973211720769894,25.395061728395063,22.37067520195092,195.89300411522635,1808.8774407695305,1.4,['fiction'],['unknown']
nyp.33433075733430,"Kotzebue, August von","Kotzebue, August von",1761-1819.,1807.0,1807.0,s,1807,    ,London;Printed for Richard Phillips;1807.,1807,"v. 1. The grave on the hill. Shun even the appearance of vice. The guardian angel. The revenge. The pigeon. The sacred enthusiast.--v. 2. The vicar's daughter.--v. 3. The vicar's daughter. (cont'd.) The little lie. Schad; a Benedictine monk. Insolent arrogance. The unhappy husband's complaint. The maid of Orleans, as wife and mother. The mysterious cavern.",,,,,6853780.0,enk,8670236,1,1.0,1.0,v. 1,1.0,Novellettes. | $c: By August von Kotzebue ...,The grave on the hill. Shun even the appearance of vice. The guardian angel. The revenge. The pigeon. The sacred enthusiast,True,The grave on the hill. Shun even the appearance of vice. The guardian angel. The revenge. The pigeon. The sacred enthusiast,0.1334990918696708,0.0898097417027443,August,m,8.8,12.256296296296297,22.820143884892087,20.86693235339786,180.0755395683453,1918.5518477304483,0.6,['fiction'],['unknown']
nyp.33433075798169,,,,1807.0,1807.0,s,1807,    ,London;Printed for the booksellers;1807.,1807,2. ed.,,French fiction,,,37718497.0,enk,8691689,1,1.0,1.0,,,"The memoirs of Charles Westcote, | in which is introduced the History of the monk Francisco. | $c: Translated from the French of M. de F- ...",,True,"The memoirs of Charles Westcote, in which is introduced the History of the monk Francisco",0.2101684532303098,0.0012383338676468,,unknown,12.188449848024316,12.76691826572186,31.721407624633432,38.20684376639348,311.3841642228739,4774.072359198837,0.7,['fiction'],['unknown']
nyp.33433087270843,"Fénelon, François de Salignac de La Mothe-","Fénelon, François de Salignac de La Mothe-",1651-1715.,1807.0,1715.0,s,1807,    ,"London;W. Suttaby, & B. Crosby, & Co.;1807.",1807,,,Telemachus (Greek mythology)|Princes|Greece|Education of princes,,,3075134.0,enk,8701609,1,1.0,1.0,,,Telemachus / | $c: translated from the French of Fenelon by Dr. Hawkesworth.,,False,Telemachus,0.5280935931496155,0.1203131389012425,Franois,unknown,10.832967032967034,11.264407680231855,39.25217391304348,35.732060491493385,402.7152173913044,5133.812377126655,1.4,['fiction'],['unknown']
