gutenberg_id,title,author
10025,Gaslight Sonatas,"Hurst, Fannie"
24865,The Premiere,"Sabia, Richard"
25109,Susâni: 1901,"Becke, Louis"
29947,Spacemen Never Die!,"Hershman, Morris"
32782,Success Story,"Turner, Robert"
40648,On the Lightship,"Vielé, Herman Knickerbocker"
61919,Dead Man's Planet,"Winterbotham, R. R. (Russell Robert)"
61943,The Victory of Klon,"Peacock, Wilbur S."
61952,Spawn of the Venus Sea,"Walton, Harry"
62078,Queen of the Blue World,"Wells, Basil"
62260,Trouble on Tycho,"Bond, Nelson S."
63613,The Space Between,"Gilbert, Robert E."
63758,The Moon and the Sun,"McKimmey, James"
64141,Slay-Ride,"Marks, Winston K. (Winston Kinney)"
64445,Cosmic Castaway,"Mullen, Stanley"
64803,In the Earth's Shadow,"Chapman, John L. (John Leslie)"
64874,Space Blackout,"Carson, Sam"
65666,Bleekman's Planet,"Garrett, Randall; Silverberg, Robert"
65768,Trouble on Sun-side,"Tenneshaw, S. M."
67464,Kadjaman,"Stacpoole, H. De Vere (Henry De Vere)"
68700,The Ring bonanza,"Binder, Otto"
69907,A Viking's love: and other tales of the North,"Liljencrantz, Ottilie A. (Ottilia Adelina)"
70069,A little child,"Cummins, Mary Hornibrook"
71584,"Rockabye, Grady","Mason, David"
73355,The deadly ones,"Wallace, F. L. (Floyd L.)"
73987,Rivals of the clouds,"Whitfield, Raoul"
74101,The Street of the Eye : $b and nine other tales,"Bullett, Gerald"
9223,"Fire Worship (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
11452,"Stories by American Authors, Volume 6",Various
27383,Master of None,"Goble, Neil"
28460,Bolden's Pets,"Wallace, F. L. (Floyd L.)"
63028,Reinstern,"Richberg, Eloise O. Randall"
63475,The Brides of Ool,"Cummings, Monette"
63687,The Geisha Memory,"Marks, Winston K. (Winston Kinney)"
63861,The Wheel is Death,"Aycock, Roger D."
64265,Crash Beam,"Barrett, John"
65730,World of the Hunter,"Marlowe, Stephen"
66143,Paradise Planet,"Shaver, Richard S."
66292,The Sling and the Stone,"Shaara, Michael"
66360,John's Other Practice,"Marks, Winston K. (Winston Kinney)"
66733,The Obedient Servant,"Tenneshaw, S. M."
66753,Traitor's Choice,"Fairman, Paul W."
67324,Placebo,"Mason, David"
70388,Remember the 4th!,"Loomis, Noel M."
71939,Gratitude,"Norton, Roy"
72942,Rhythm rides the rocket,"Olsen, Bob"
10360,Kitty's Class Day and Other Stories,"Alcott, Louisa May"
12160,"His other self [Night watches, Part 10.]","Jacobs, W. W. (William Wymark)"
26743,The Putnam Tradition,"Dorman, Sonya"
61826,Beyond Light,"Bond, Nelson S."
62348,Assignment on Venus,"Jacobi, Carl"
63015,Masterpieces of Adventure—Oriental Stories,
63652,The Violators,"Binder, Eando"
64835,Tigre and Isola,"Thompson, Will H."
65298,The Gift,"Sturgis, Melvin"
65388,Skid Row Pilot,"Garrett, Randall"
66601,A Point of Testimony,"Wells, Carolyn"
66752,Gunnison's Bonanza,"Purcell, Dick"
68373,The Gently Orbiting Blonde,"Peterson, John Victor"
68450,"Easy come, easy go","Sabin, Edwin L. (Edwin Legrand)"
69238,The rogue waveform,"Stockheker, R. W. (Ralph Walter)"
69268,Over the border,"Robertson, Morgan"
70501,Moon of memory,"Walton, Bryce"
71869,Note for a time capsule,"Wellen, Edward"
73217,Mission,"Mason, John Hollis"
9234,"The Old Apple Dealer (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
32582,Of Stegner's Folly,"Shaver, Richard S."
34576,By Violence,"Trevena, John"
61902,"How Salvator Won, and Other Recitations","Wilcox, Ella Wheeler"
64173,The Fatal Third,"Thomas, Theodore L."
65230,The Mistake of Christopher Columbus,"Archer, Jules"
66713,Selling Point,"Arkawy, Norman"
66714,The Cosmic Snare,"Marlowe, Stephen"
66732,Mystery at Mesa Flat,"Jorgensen, Ivar"
71377,Maurice and the bay mare,"Knibbs, Henry Herbert"
72537,Divvy up,"Marlowe, Stephen"
73175,Static,"West, Wallace"
73326,Mr. Caxton draws a Martian bird,"Long, Frank Belknap"
73556,Especially dance hall women,"Ellerbe, Alma; Ellerbe, Paul"
73868,Box-garden,"Lang, Allen Kim"
74700,My toughest trip,"Reading, Robert William"
6189,"Northern Lights, Volume 4.","Parker, Gilbert"
15156,Balloons,"Bibesco, Elizabeth"
16194,Corporal Sam and Other Stories,"Quiller-Couch, Arthur"
24155,Lady Bountiful,"Birmingham, George A."
30468,"Holes, Incorporated","Reynolds, L. Major"
31306,Bride of the Dark One,"Brown, Florence Verbell"
32284,The Hitch Hikers,"McCain, Vernon L."
61872,Treasure of Triton,"Baker, Charles A."
63473,Dust Unto Dust,"Hinckley, Lyman D."
63975,Tydore's Gift,"Coppel, Alfred"
68256,Rat Race,"Smith, George O. (George Oliver)"
68748,Peacemaker,"Nourse, Alan Edward"
70349,When the squadron dropped anchor,"Burtis, Thomson"
72148,The satellite-keeper's daughter,"Reinsberg, Mark"
73248,Magic,"Stacpoole, H. De Vere (Henry De Vere)"
73569,"Comfortable Mrs. Crook, and other sketches","Lamb, Ruth"
74149,A hat in the radio ring,"Smith, Garret"
6180,"A Romany of the Snows, vol. 1: Being a Continuation of the Personal Histories of ""Pierre and His People"" and the Last Existing Records of Pretty Pierre","Parker, Gilbert"
6187,"Northern Lights, Volume 2.","Parker, Gilbert"
12152,"Keeping watch [Night watches, Part 2.]","Jacobs, W. W. (William Wymark)"
27756,Revenge,"Porges, Arthur"
33212,The Underpup,"Wylie, I. A. R. (Ida Alexa Ross)"
61877,Dangerous Dilemmas: Startling but True,"Peddie, James Anderson"
63442,Double Trouble,"Jacobi, Carl"
63609,Beer-Trust Busters,"Stuart, A. R."
64270,Asteroid Justice,"Thiessen, V. E."
64646,Goma's Follicles,"De Courcy, John; De Courcy, Dorothy"
64827,Yesterday's Revenge,"Nichols, H. L."
64863,Lie on the Beam,"Peterson, John Victor"
65100,The Builders,"Holden, Fox B."
66142,Preferred Position,"Dryfoos, Dave"
66698,Not in the Script,"Marmor, Arnold"
67357,The Missionary Sheriff: Being incidents in the life of a plain man who tried to do his duty,"Thanet, Octave"
67457,Death in Transit,"Sohl, Jerry"
68867,The unique story book,Anonymous
70475,Atomic bonanza,"Smith, George O. (George Oliver)"
72402,The Klygha,"Fyfe, H. B. (Horace Bowne)"
72483,The vertigo hook,"Ashby, Richard"
74124,In the line of duty,"Greene, H. P. S. (Henry Paul Stevens)"
11603,The House of Cobwebs and Other Stories,"Gissing, George"
12095,More Bywords,"Yonge, Charlotte M. (Charlotte Mary)"
30386,The One and the Many,"Marlowe, Stephen"
35867,"Tales from ""Blackwood,"" Volume 9",Various
61434,Mightiest Qorn,"Laumer, Keith"
65128,The Miserly Robot,"Rice, R. J."
65177,Come Into My Brain!,"Silverberg, Robert"
65181,Prisoner of War,"Garrett, Randall"
66245,Ticket to the Stars,"Banks, Raymond E."
66832,Tied Up for Tombstone,"Tuttle, W. C. (Wilbur C.)"
67325,Kid Stuff,"Marks, Winston K. (Winston Kinney)"
67934,"The Black Cat (Vol. I, No. 2, November 1895)",Various
68827,Climate—disordered,"Merwin, Sam"
70671,Harvard episodes,"Flandrau, Charles Macomb"
71349,The shotgun princess,"Rouse, William Merriam"
73619,One good turn,"Sinclair, Bertrand W."
74137,The closed door,"Wilson, John Fleming; Miller, Mary Ashe"
2138,The Day's Work - Part 1,"Kipling, Rudyard"
9232,"Passages from a Relinquished Work (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
14115,Quatre contes de Prosper Mérimée,"Mérimée, Prosper"
29272,No Hiding Place,"Smith, Richard Rein"
61717,The Space Flame,"Phillips, Alexander M. (Alexander Moore)"
63683,Color Blind,"Stearns, Charles A."
64530,Spacemen are born,"Branham, Bolling"
65076,Pastorals of Dorset,"Francis, M. E."
65126,An Eel by the Tail,"Lang, Allen Kim"
66138,Guaranteed—Forever!,"Robinson, Frank M."
66258,Raw Material,"Fisher, Dorothy Canfield"
66396,Danger in the Void,"Fritch, Charles E."
66434,Let Space Be Your Coffin,"Tenneshaw, S. M."
67341,Traumerei,"Beaumont, Charles"
67697,Tales from a Dugout,"Empey, Arthur Guy"
68942,Red stripes,"Pendexter, Hugh"
69140,"Remember me, Kama!","Kubilius, Walter"
3380,Staccato Notes of a Vanished Summer (from Literature and Life),"Howells, William Dean"
3717,The Parson's Daughter of Oxney Colne,"Trollope, Anthony"
15089,The Deserter,"Davis, Richard Harding"
17932,The Second Class Passenger: Fifteen Stories,"Gibbon, Perceval"
28450,Stopover,"Gerken, William"
55257,At Close Range,"Smith, Francis Hopkinson"
63304,Double-Cross,"Pohl, Frederik"
63799,Tepondicon,"Jacobi, Carl"
64474,Planet in Reverse,"Guth, Henry"
64640,Machine of Klamugra,"Lang, Allen Kim"
64854,"Little Dinners With the Sphinx, and Other Prose Fancies","Le Gallienne, Richard"
66151,Lesson for Today,"Nydahl, Joel"
66289,The Man Who Made the World,"Matheson, Richard"
66833,Stepping Westward,"Francis, M. E."
68559,Sequel,"Smith, Ben"
72241,"The willow weaver, and seven other tales","Wood, Michael"
73354,A world to die for,"Carson, Sam"
74130,Prize of the air,"Conlon, Ben"
74162,The recalcitrant,"Goldstein, Evelyn"
5320,Taken Alive,"Roe, Edward Payson"
41132,"The Bomb-Makers: Being Some Curious Records Concerning the Craft and Cunning of Theodore Drost, an Enemy Alien in London, Together with Certain Revelations Regarding His Daughter Ella","Le Queux, William"
41816,Ann Arbor Tales,"Harriman, Karl Edwin"
61669,The Valley of the Shadow,"McNeile, H. C. (Herman Cyril)"
61870,The Monster That Threatened the Universe,"Winterbotham, R. R. (Russell Robert)"
63713,Land Beyond the Flame,"Goldstein, Evelyn"
64797,The Oversight,"Breuer, Miles J. (Miles John)"
68975,The crimp,"Leverage, Henry"
71382,Hold fast,A. L. O. E.
73484,The lucky little stiff,"Greene, H. P. S. (Henry Paul Stevens)"
74214,Cupid and the law : $b a collection of short stories,"Soares, Rae"
76177,Storm,"Jamieson, Leland"
23153,The Big Bounce,"Tevis, Walter S."
24973,The Sun King,"Derreaux, Gaston"
32583,Tape Jockey,"Leahy, Tom"
62199,The Thought-Men of Mercury,"Winterbotham, R. R. (Russell Robert)"
65221,The Martians and the Coys,"Reynolds, Mack"
66379,Birthday Present,"Marmor, Arnold"
66461,Never Gut-Shoot a Wampus,"Marks, Winston K. (Winston Kinney)"
70148,Time for survival,"Smith, George O. (George Oliver)"
71873,In old Narragansett; romances and realities,"Earle, Alice Morse"
73231,The Great Implication,"Lee, Stanley R."
73541,Into the blue,"Austin, F. Britten (Frederick Britten)"
6175,Pierre and His People: Tales of the Far North. Volume 2.,"Parker, Gilbert"
31194,"Stories by American Authors, Volume 9",Various
63869,Ordeal in Space,"Sloan, Ralph"
64217,Death Star,"McKimmey, James"
70651,Passion fruit,"Stacpoole, H. De Vere (Henry De Vere)"
70685,"Historical vignettes, 2nd series","Capes, Bernard"
72518,The minister had to wait,"Aycock, Roger D."
72700,"The 'Scots Brigade,' and other tales","Grant, James"
73146,Forbidden flight,"Cohen, Chester"
6188,"Northern Lights, Volume 3.","Parker, Gilbert"
9206,"The Toll Gatherer's Day (From ""Twice Told Tales"")","Hawthorne, Nathaniel"
17398,The Cabman's Story: The Mysteries of a London 'Growler',"Doyle, Arthur Conan"
22876,The Link,"Nourse, Alan Edward"
60683,Baker's Dozens,"Harmon, Jim"
61904,World of Mockery,"Moskowitz, Sam"
62242,Doorway to Destruction,"Hatfield, Garold S."
66283,The Disembodied Man,"Jardine, Jack Owen"
66288,The Fifty-Fourth of July,"Nourse, Alan Edward"
66431,The Missing Disclaimer,"Sackett, Samuel J. (Samuel John)"
66448,The Vegans Were Curious,"Marks, Winston K. (Winston Kinney)"
68529,Firegod,"Budrys, Algis"
73536,The Kink,"Burtis, Thomson"
74759,In the Tennessee mountains,"Craddock, Charles Egbert"
30361,The Stowaway,"Heiner, Alvin"
30416,"Waste Not, Want","Dryfoos, Dave"
64159,Planet of Creation,"Geier, Chester S."
66395,The Queen of Space,"Slotkin, Joseph"
66435,Eight Million Dollars From Mars!,"Marks, Winston K. (Winston Kinney)"
67489,The Wreck of the Mail Steamer,"Grenfell, Wilfred Thomason, Sir"
68268,The loves of Pelleas and Etarre,"Gale, Zona"
69051,Romances of the old town of Edinburgh,"Leighton, Alexander"
70145,The marrying monster,"Stamm, Claus"
72496,The small bears,"Henderson, Gene L."
73072,The somnolence of Somers,"Stratton, Frank N. (Frank Nelson)"
73678,A trick of the mind,"Salton, William P."
74205,My past is mine,"Rhoads, Gerda"
3550,La Mere Bauche: From Tales of All Countries,"Trollope, Anthony"
6326,"Half-Hours with Great Story-Tellers: Artemus Ward, George Macdonald, Max Adeler, Samuel Lover, and Others",Various
12157,"The unknown [Night watches, Part 7.]","Jacobs, W. W. (William Wymark)"
61843,Exit From Asteroid 60,"James, D. L. (Daniel Lewis)"
63638,Electron Eat Electron,"Loomis, Noel M."
63828,The Burnt Planet,"Brittain, William J."
64157,Atavism,"Fennel, Erik"
65770,The Killer,"Oliver, J. T. (Joseph Tombs)"
67242,Tales of the clipper ships,"Smith, C. Fox (Cicely Fox)"
73469,Nerve enough,"Watkins, Richard Howells"
74718,"Miss Ayr of Virginia, & other stories","Magruder, Julia"
6240,"The Lane That Had No Turning, Volume 4","Parker, Gilbert"
10164,"The Black Creek Stopping-House, and Other Stories","McClung, Nellie L."
61755,"O. Henryana: Seven Odds and Ends, Poetry and Short Stories","Henry, O."
63580,The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (a Fantasia); and Other Stories,"Bennett, Arnold"
65924,"""Hey Ma, Where's Willie?""","Bukstein, I. M."
22846,The Ground-Ash,"Mitford, Mary Russell"
63419,Death Star,"Pace, Tom"
63821,Love Among the Robots,"McDowell, Robert Emmett"
64744,Suicide Command,"Mullen, Stanley"
65240,A Madman on Board,"Silverberg, Robert"
70154,Murderer's chain,"Brown, Wenzell"
74161,"Or Darwin, if you prefer","Hunter, Mel"
75096,Boots : $b a story of the sierra of Peru,"Leinster, Murray"
9838,Strong Hearts,"Cable, George Washington"
23410,The Spinster: 1905,"Hichens, Robert"
63656,The Ultimate World,"Walton, Bryce"
64448,Happy Rain Night,"Evans, Dean"
65771,Yachting Party,"Holden, Fox B."
65933,All Wool,"Tuttle, W. C. (Wilbur C.)"
65959,Earth's Gone to the Dogs!,"McClellan, William J."
68832,In self-defense,"Tuttle, W. C. (Wilbur C.)"
72187,Dear Nan Glanders,"McGavin, Beta"
74635,The minstrel's curse,"Miller, Alex. McVeigh, Mrs."
4948,"Love, the Fiddler","Osbourne, Lloyd"
5728,Stories by Foreign Authors: Italian,
25107,Sarréo: 1901,"Becke, Louis"
44257,Cape Breton Tales,"Smith, Harry James"
51320,Break a Leg,"Harmon, Jim"
63972,The Watchers,"Aycock, Roger D."
65053,Meet Me in Tomorrow,"Geier, Chester S."
71383,The look of the thing and other stories,A. L. O. E.
9212,"Snow Flakes (From ""Twice Told Tales"")","Hawthorne, Nathaniel"
62580,Quest's End,"Wells, Basil"
63891,The Rhizoid Kill,"Bradley, Jack"
65489,It Might Have Happened Otherwise,"Pendexter, Hugh"
70645,Sam Bass,"Cunningham, Eugene"
73558,The thin match,"Whitehead, Henry S. (Henry St. Clair)"
6174,Pierre and His People: Tales of the Far North. Volume 1.,"Parker, Gilbert"
6238,"The Lane That Had No Turning, Volume 2","Parker, Gilbert"
13441,The sunny side,"Milne, A. A. (Alan Alexander)"
30763,Am I Still There?,"Hall, James R."
40697,"Sport Royal, and Other Stories","Hope, Anthony"
64015,Last Call,"Walton, Bryce"
64092,"The Christmas dinner, from ""The sketch book""","Irving, Washington"
64595,Animat,"Wells, Basil"
65537,Harwood's Vortex,"Silverberg, Robert"
65725,Centauri Vengeance,"Marlowe, Stephen"
66209,To Sup With the Devil,"Scholnick, Myron I."
67589,A Message From Our Sponsor,"Slesar, Henry"
6177,Pierre and His People: Tales of the Far North. Volume 4.,"Parker, Gilbert"
6259,"Donovan Pasha, and Some People of Egypt — Volume 4","Parker, Gilbert"
61497,The Eagles Gather,"Kelleam, Joseph E. (Joseph Everidge)"
61811,Quest on Io,"Williams, Robert Moore"
63014,Masterpieces of Adventure—Stories of Desert Places,
63837,Peril Orbit,"Wedlake, C. J."
64625,Sidewinders From Sirius,"Holden, Fox B."
64643,Maru: A Dream of the Sea,"Stacpoole, H. De Vere (Henry De Vere)"
64969,Hold Onto Your Body!,"Lewis, Richard O."
68919,"The promotion of the admiral, and other sea comedies","Roberts, Morley"
23159,Stairway to the Stars,"Shaw, Larry T."
26569,Monkey On His Back,"De Vet, Charles V."
28953,When I Grow Up,"Lowe, Richard E."
61439,The Time of Cold,"Carlson, Mary"
61504,Forever is Not So Long,"Reeds, F. Anton"
62198,Quest of Thig,"Wells, Basil"
63016,Masterpieces of Adventure—Adventures within Walls,
63949,Task to Luna,"Coppel, Alfred"
64076,Out of the Dark Nebula,"Coe, Milton L."
64350,Among the Scented Ones,"Wells, Basil"
66416,Three Spacemen Left to Die!,"Winterbotham, R. R. (Russell Robert)"
70849,Rodeo,"Tuttle, W. C. (Wilbur C.)"
63286,Invader From Infinity,"Whittington, George A."
63676,The Pluto Lamp,"Stearns, Charles A."
63677,The Recluse,"Curry, Mike"
64142,Final Glory,"Hasse, Henry"
71637,The enemy,"Wilson, Richard"
6178,Pierre and His People: Tales of the Far North. Volume 5.,"Parker, Gilbert"
6257,"Donovan Pasha, and Some People of Egypt — Volume 2","Parker, Gilbert"
66282,A Soldier's Home Is Battle,"Stone, Lowell"
66707,Meeting at the Summit,"Jorgensen, Ivar"
66731,Planet of Doom,"Marlowe, Stephen"
72504,Finders keepers,"Marlowe, Stephen"
23173,"How The Raven Died: 1902, From ""Wolfville Nights""","Lewis, Alfred Henry"
64293,Assignment in the Dawn,"Walton, Bryce"
65140,Not in the Rules,"Reynolds, Mack"
66140,Test Problem,"Ramm, Alan J."
67603,The man who liked lions,"Daley, John Bernard"
3381,The Standard Household-Effect Company (from Literature and Life),"Howells, William Dean"
6239,"The Lane That Had No Turning, Volume 3","Parker, Gilbert"
11721,O. Henry Memorial Award Prize Stories of 1920,
61798,Venus Has Green Eyes,"Selwyn, Carl"
63782,Example,"Pace, Tom"
64491,Day of Wrath,"Kirchhoff, Bjarne"
64826,Message from Venus,"Winterbotham, R. R. (Russell Robert)"
64846,The Planet of Illusion,"Wollheim, Donald A."
67682,Stories for Boys,"Davis, Richard Harding"
69257,Time out for redheads,"De Ford, Miriam Allen"
71645,Second census,"Peterson, John Victor"
72029,The man who wouldn't sign up,"Purdom, Tom"
73079,The soul of Henry Jones,"Cummings, Ray"
4594,Home Lights and Shadows,"Arthur, T. S. (Timothy Shay)"
14817,The White Wolf and Other Fireside Tales,"Quiller-Couch, Arthur"
64063,The Bryd,"Loomis, Noel M."
65220,The Answer,"Petaja, Emil"
66144,Milk Run,"Locke, Robert Donald"
67255,The Story of Zephyr: A Christmas Story,"Smith, Jeanie Oliver Davidson"
70426,Men of Marlowe's,"Dudeney, Henry, Mrs."
63398,The Hairy Ones,"Wells, Basil"
65925,Patrol,"Hamling, William L."
66139,The Fugitives,"Morehart, Malcolm B."
74698,A good old scout,"Solomons, Theodore"
5675,The holiday round,"Milne, A. A. (Alan Alexander)"
64415,Mind Worms,"Schere, Moses"
64527,The Bloodhounds of Zirth,"Palmer, Lloyd"
66574,A Matter of Ethics,"Winterbotham, R. R. (Russell Robert)"
66590,Problem Planet,"Winterbotham, R. R. (Russell Robert)"
11437,"Stories by American Authors, Volume 5",
60999,The Seeder,"Williams, Max"
61424,The Customs Lounge,"Proulx, Annie"
64702,Ultimatum,"Aycock, Roger D."
67516,"Object, Matrimony","Bower, B. M."
36707,"Charles' Journey to France, and Other Tales","Barbauld, Mrs. (Anna Letitia)"
40954,Potential Enemy,"Reynolds, Mack"
66529,You Don't Walk Alone,"Robinson, Frank M."
67319,The Ghost in the Red Shirt,"Bower, B. M."
65208,Death Walks on Mars,"Ramm, Alan J."
6256,"Donovan Pasha, and Some People of Egypt — Volume 1","Parker, Gilbert"
65874,This World is Ours!,"Petaja, Emil"
66439,"On Strike, or, Where do the Girls come in?","Glenfield, Edric"
6183,"A Romany of the Snows, vol. 4: Being a Continuation of the Personal Histories of ""Pierre and His People"" and the Last Existing Records of Pretty Pierre","Parker, Gilbert"
69349,"A story of the sawdust: The pathetic history of ""Old Props'"" darling",Anonymous
13667,Bog-Myrtle and Peat: Tales Chiefly of Galloway Gathered from the Years 1889 to 1895,"Crockett, S. R. (Samuel Rutherford)"
66312,Earthmen Die Hard!,"Lewis, Richard O."
66436,Trouble Near the Sun,"Ramm, Alan J."
73356,Too close to the forest,"Walton, Bryce; Reynolds, Al"
63308,"Ronald and I; or, Studies from Life","Pretor, Alfred"
63617,The Ultimate Eve,"Effron, H. Sanford"
65450,The Three Thieves of Japetus,"Reinsberg, Mark"
66428,The Frightful Ones,"Maples, Richard"
62495,"Portland, Oregon, A.D. 1999, and other sketches","Hayes, J. W. (Jeff W.)"
63697,Space-Lane of No-Return,"Whittington, George A."
66134,"Jabberwock, Beware!","Sternbach, Richard A."
72146,Hidden guns,"Patterson, Henry W."
64848,Cosmic Tragedy,"Gardiner, Thomas S."
65348,Barnstormer,"Harris, Tom W."
67254,Out of the Woods,"Holding, Elisabeth Sanxay"
6176,Pierre and His People: Tales of the Far North. Volume 3.,"Parker, Gilbert"
14045,At a Winter's Fire,"Capes, Bernard"
6181,"A Romany of the Snows, vol. 2: Being a Continuation of the Personal Histories of ""Pierre and His People"" and the Last Existing Records of Pretty Pierre","Parker, Gilbert"
6258,"Donovan Pasha, and Some People of Egypt — Volume 3","Parker, Gilbert"
12277,The Delectable Duchy,"Quiller-Couch, Arthur"
6190,"Northern Lights, Volume 5.","Parker, Gilbert"
19467,Little Wizard Stories of Oz,"Baum, L. Frank (Lyman Frank)"
63749,Mimsy's Joke,"Grimes, Millard"
66699,Martyr's Flight,"Searls, Hank"
14480,"Twenty-six and One, and Other Stories","Gorky, Maksim"
63787,The Purple Pariah,"Tustin, Byron"
12859,"Ensign Knightley, and Other Stories","Mason, A. E. W. (Alfred Edward Woodley)"
13135,Pardners,"Beach, Rex"
11501,Laughing Bill Hyde and Other Stories,"Beach, Rex"
12417,Fishin' Jimmy,"Slosson, Annie Trumbull"
66456,Stellar Vengeance,"Freeman, Frank"
14206,I Saw Three Ships and Other Winter Tales,"Quiller-Couch, Arthur"
10454,Tales for Young and Old,Various
12923,The Laird's Luck and Other Fireside Tales,"Quiller-Couch, Arthur"
69279,Come home from Earth,"Hamilton, Edmond"
67506,The Story of Gombi,"Stacpoole, H. De Vere (Henry De Vere)"
62622,Savon saloilta: Kuvauksia ja muistelmia,
