gutenberg_id,title,author
24835,"Rídan the Devil, and Other Stories: 1899","Becke, Louis"
59363,Ecology on Rollins Island,"Lang, Varley"
60921,Vassi,"Lewis, Art"
61198,Aide Memoire,"Laumer, Keith"
453,Emma McChesney and Co.,"Ferber, Edna"
15252,Victorian Short Stories: Stories of Successful Marriages,
18892,A Thoughtless Yes,"Gardener, Helen H. (Helen Hamilton)"
20009,Ixion In Heaven,"Disraeli, Benjamin, Earl of Beaconsfield"
25658,Daisy Ashford: Her Book,"Ashford, Daisy; Ashford, Angela"
26206,Pandemic,"Bone, Jesse F. (Jesse Franklin)"
30475,With a Vengeance,"Woodley, J. B."
32960,The Competitive Nephew,"Glass, Montague"
47017,"Ainslee's magazine, Volume 16, No. 3, October, 1905",Various
50893,The Great Nebraska Sea,"Danzig, Allan"
61013,The Fastest Gun Dead,"Grow, Julian F."
74993,Folks from Dixie,"Dunbar, Paul Laurence"
23568,The Mississippi Saucer,"Long, Frank Belknap"
33688,"Tales of the Wonder Club, Volume I","Halidom, M. Y."
40940,"Johnny Ludlow, Fourth Series","Wood, Henry, Mrs."
41438,The Heart of Princess Osra,"Hope, Anthony"
50464,The Lonesome Trail,"Neihardt, John G."
68317,"The Cornhill Magazine (Vol. I, No. 4, April 1860)",Various
6260,"Donovan Pasha, and Some People of Egypt — Complete","Parker, Gilbert"
11436,"Stories by American Authors, Volume 1","Taylor, Bayard; Davis, Rebecca Harding; Bunner, H. C. (Henry Cuyler); Matthews, Brander; Webster, Albert"
17732,Tales Of Hearsay,"Conrad, Joseph"
21583,Children of the Tenements,"Riis, Jacob A. (Jacob August)"
29245,A Breath of Prairie and other stories,"Lillibridge, Will"
32212,Clean Break,"Aycock, Roger D."
49901,The Snare,"Smith, Richard Rein"
51414,...So They Baked a Cake,"Marks, Winston K. (Winston Kinney)"
56579,"The Countess of Lowndes Square, and Other Stories","Benson, E. F. (Edward Frederic)"
4793,The Fiend's Delight,"Bierce, Ambrose"
8681,The Face and the Mask,"Barr, Robert"
29271,The Issahar Artifacts,"Bone, Jesse F. (Jesse Franklin)"
31841,The Water Eater,"Marks, Winston K. (Winston Kinney)"
32734,Fly By Night,"Savage, Arthur Dekker"
32760,The First Day of Spring,"Wolf, Mari"
32864,Bedside Manner,"Samachson, Joseph"
36518,All Men are Ghosts,"Jacks, L. P. (Lawrence Pearsall)"
39891,"Jewel Mysteries, from a Dealer's Note Book","Pemberton, Max"
40650,Christmas Roses and Other Stories,"Sedgwick, Anne Douglas"
47376,"The Strand Magazine, Vol. 07, Issue 41, May, 1894: An Illustrated Monthly",Various
50479,Far-away Stories,"Locke, William John"
51759,Traveling Companion Wanted,"Wilson, Richard"
60421,Security,"Walton, Bryce"
72030,And miles to go before I sleep,"Nolan, William F."
75653,The treasure on the beach,"Street, Julian; Finney, Frank"
2535,Openings in the Old Trail,"Harte, Bret"
3700,The Courtship of Susan Bell,"Trollope, Anthony"
24735,Stanford Stories: Tales of a Young University,"Irwin, Will; Field, Charles K. (Charles Kellogg)"
29599,Homesick,"Venable, Lyn"
32010,A Feast of Demons,"Samachson, Joseph"
40953,A Traveler in Time,"Derleth, August"
48998,In the Village of Viger,"Scott, Duncan Campbell"
73682,Cosmic striptease,"Ellison, Harlan"
307,"Three Elephant Power, and Other Stories","Paterson, A. B. (Andrew Barton)"
1231,On the Track,"Lawson, Henry"
5896,Her Weight in Gold,"McCutcheon, George Barr"
22701,The Blindman's World: 1898,"Bellamy, Edward"
29445,The Hour of Battle,"Sheckley, Robert"
32784,The Dark Goddess,"Shaver, Richard S."
33790,Delayed Action,"De Vet, Charles V."
40136,The Mercy of the Lord,"Steel, Flora Annie Webster"
41619,The Haunting of Low Fennel,"Rohmer, Sax"
42555,"By the Barrow River, and Other Stories","Leamy, Edmund"
51107,"Woman and Puppet, Etc.","Louÿs, Pierre"
51241,Bridge Crossing,"Dryfoos, Dave"
51342,Citizen Jell,"Shaara, Michael"
51482,Perfect Answer,"Stecher, L. J., Jr."
54111,On the Iron at Big Cloud,"Packard, Frank L. (Frank Lucius)"
57533,"Three short stories from ""The Captain"" volume XXVII: How Dymock Came to Derry; Jack Devereux's Scoop; The Powder Hulk","Westerman, Percy F. (Percy Francis)"
61016,"The Black Dog, and Other Stories","Coppard, A. E. (Alfred Edgar)"
61217,"1,492,633 Marlon Brandos","Aandahl, Vance"
10020,"The Strand Magazine: Vol. 07, Issue 37, January, 1894.: An Illustrated Monthly",Various
20336,The Miraculous Revenge,"Shaw, Bernard"
23872,The Professional Approach,"Harness, Charles L.; Thomas, Theodore L."
32191,The Sentimental Vikings,"Risley, R. V. (Richard Voorhees)"
32410,No Shield from the Dead,"Dickson, Gordon R."
47377,"The Strand Magazine, Vol. 07, Issue 42, June, 1894: An Illustrated Monthly",Various
51142,The Times Red Cross Story Book: by Famous Novelists Serving in His Majesty's Forces,Various
60537,Scenes and Portraits,"Manning, Frederic"
60950,Footlights,"Weiman, Rita"
73182,The quest of Iranon,"Lovecraft, H. P. (Howard Phillips)"
17922,Visionaries,"Huneker, James"
21755,"Personal Reminiscences in Book Making, and Some Short Stories","Ballantyne, R. M. (Robert Michael)"
24807,A Memory of the Southern Seas: 1904,"Becke, Louis"
25028,Heist Job on Thizar,"Garrett, Randall"
30443,"The Strand Magazine, Vol. 05, Issue 29, May 1893: An Illustrated Monthly",Various
30454,Blind Spot,"Jones, Bascom"
32150,Prison of a Billion Years,"Marlowe, Stephen"
40084,"The Strand Magazine, Vol. 01, No. 03, March 1891: An Illustrated Monthly",Various
57349,Table d'Hôte,"Ridge, W. Pett (William Pett)"
59243,The Pacifists,"Fritch, Charles E."
60587,Shandy,"Goulart, Ron"
60682,The Good Work,"Thomas, Theodore L."
14256,The Bell in the Fog and Other Stories,"Atherton, Gertrude Franklin Horn"
23326,Mère Giraud's Little Daughter,"Burnett, Frances Hodgson"
24450,"""Bones"": Being Further Adventures in Mr. Commissioner Sanders' Country","Wallace, Edgar"
24517,Accidental Death,"Baily, Peter"
25035,The Happy Unfortunate,"Silverberg, Robert"
27885,"Ainslee's, Vol. 15, No. 6, July 1905",Various
42664,Gods of the North,"Howard, Robert E. (Robert Ervin)"
44129,Fair Haven and Foul Strand,"Strindberg, August"
58743,Little Boy,"Bixby, Jerome"
59172,Willie's Planet,"Ellis, Mike"
60928,The Contact Point,"Sharkey, Jack"
70879,The mirrors of Tuzun Thune,"Howard, Robert E. (Robert Ervin)"
71859,Accept no substitutes,"Sheckley, Robert"
74909,"The best stories of Sarah Orne Jewett, Volume 1 (of 2)","Jewett, Sarah Orne"
13908,Pipes O'Pan at Zekesbury,"Riley, James Whitcomb"
21773,Four Meetings,"James, Henry"
26644,Friendship Village,"Gale, Zona"
26966,A Place in the Sun,"Marlowe, Stephen"
31153,Telempathy,"Simonds, Vance"
31762,The Record of Currupira,"Abernathy, Robert"
31826,"Tales from ""Blackwood,"" Volume 1",Various
37346,Mortmain,"Train, Arthur Cheney"
56430,The Race of the Swift,"Litsey, Edwin Carlile"
59404,The Drivers,"Ludwig, Edward W."
59415,To Pay the Piper,"Blish, James"
59418,The Happy Clown,"Jones, Alice Eleanor"
60462,Conservation,"Fontenay, Charles L."
332,The Burial of the Guns,"Page, Thomas Nelson"
2728,Hunter Quatermain's Story,"Haggard, H. Rider (Henry Rider)"
28960,The Backwoodsmen,"Roberts, Charles G. D., Sir"
39644,Whilomville Stories,"Crane, Stephen"
53102,The Lonely,"Merril, Judith"
55636,Orlóff and His Wife: Tales of the Barefoot Brigade,"Gorky, Maksim"
72928,Ten minute stories,"Blackwood, Algernon"
868,The Philosopher's Joke,"Jerome, Jerome K. (Jerome Klapka)"
1655,The God of His Fathers: Tales of the Klondyke,"London, Jack"
8668,Revenge!,"Barr, Robert"
22185,Sonnie-Boy's People,"Connolly, James B. (James Brendan)"
23061,The Dead Are Silent: 1907,"Schnitzler, Arthur"
36196,Boston Neighbours In Town and Out,"Poor, Agnes Blake"
47533,The Forest Farm: Tales of the Austrian Tyrol,"Rosegger, Peter"
73858,"The twelve adventurers, and other stories","Brontë, Charlotte"
73859,"Short-story masterpieces, Vol. 2 : $b French",
343,Fables,"Stevenson, Robert Louis"
9240,"The Man of Adamant: (From: ""The Snow Image and Other Twice-Told Tales"")","Hawthorne, Nathaniel"
15449,New Faces,"Kelly, Myra"
31038,The Real Hard Sell,"Stuart, William W."
61051,Out of Mind,"Stuart, William W."
61278,Too Many Eggs,"Neville, Kris"
67832,Autumnal leaves: tales and sketches in prose and rhyme,"Child, Lydia Maria"
70912,The curse of Yig,"Lovecraft, H. P. (Howard Phillips); Bishop, Zealia B. (Zealia Brown)"
3184,"Alonzo Fitz, and Other Stories","Twain, Mark"
6694,"In Midsummer Days, and Other Tales","Strindberg, August"
27374,"A Young Man in a Hurry, and Other Short Stories","Chambers, Robert W. (Robert William)"
34817,"Tales of the Wonder Club, Volume II","Halidom, M. Y."
51460,A Husband for My Wife,"Stuart, William W."
51760,"Stand Pat; Or, Poker Stories from the Mississippi","Curtis, David A."
56437,Rice Papers,"Norris, Hugh Leigh"
58893,Race Riot,"Williams, Ralph"
59302,Pioneers,"Wells, Basil"
59498,What Shall It Profit?,"Anderson, Poul"
59548,"Tappan's Burro, and Other Stories","Grey, Zane"
60136,"The Sisters Rondoli, and Other Stories","Maupassant, Guy de"
2457,Stories By English Authors: Italy (Selected by Scribners),
31985,Perfect Control,"Stockham, Richard"
33872,Nine Men in Time,"Loomis, Noel M."
39903,Star of Mercia: Historical Tales of Wales and the Marches,"Devereux, Blanche"
48696,Stories of Fortune,
51518,The Feeling,"Aycock, Roger D."
57704,Mixed Grill,"Ridge, W. Pett (William Pett)"
66092,A Gallery of Children,"Milne, A. A. (Alan Alexander)"
66432,And All the Girls Were Nude,"Magruder, Richard"
936,The Village Watch-Tower,"Wiggin, Kate Douglas Smith"
1725,Heart of the West,"Henry, O."
1876,The Shape of Fear,"Peattie, Elia Wilkinson"
22545,Warning from the Stars,"Cocking, Ron"
23556,His Unquiet Ghost: 1911,"Craddock, Charles Egbert"
32243,Confidence Game,"McKimmey, James"
32580,The Golgotha Dancers,"Wellman, Manly Wade"
34504,Seven Legends,"Keller, Gottfried"
34666,Original Penny Readings: A Series of Short Sketches,"Fenn, George Manville"
37832,"The Danes, Sketched by Themselves. Vol. 2 (of 3): A Series of Popular Stories by the Best Danish Authors",
43216,"Zut, and Other Parisians","Carryl, Guy Wetmore"
47695,"Kaffir, Kangaroo, Klondike: Tales of the Gold Fields","Leavitt, Thad. W. H. (Thaddeus William Henry)"
51336,What is POSAT?,"Smith, Phyllis Sterling"
54491,"More ""Short Sixes""","Bunner, H. C. (Henry Cuyler)"
59323,Bleedback,"Marks, Winston K. (Winston Kinney)"
59486,Ely's Automatic Housemaid,"Bellamy, Elizabeth W. (Elizabeth Whitfield)"
68547,He,"Lovecraft, H. P. (Howard Phillips)"
2359,Stories By English Authors: France (Selected by Scribners),
8434,"""The Ladies"": A Shining Constellation of Wit and Beauty","Beck, L. Adams (Lily Adams)"
21809,Second Book of Tales,"Field, Eugene"
30547,"The Thirteen Little Black Pigs, and Other Stories","Molesworth, Mrs."
32347,Time Fuze,"Garrett, Randall"
55622,"Red Wagon Stories; or, Tales Told Under the Tent","Hawks, Wells"
59505,Sales Resistance,"Still, Henry"
62034,The Mercurian,"Long, Frank Belknap"
73316,The justice of Gideon,"Gates, Eleanor"
75071,Bad and mad,"Tuttle, W. C. (Wilbur C.)"
9309,"In a steamer chair, and other shipboard stories","Barr, Robert"
30029,Lost in Translation,"Janifer, Laurence M."
31595,The Return of the Prodigal,"Sinclair, May"
36998,Every Man for Himself,"Duncan, Norman"
39795,In the Guardianship of God,"Steel, Flora Annie Webster"
43192,"Afterwards, and Other Stories","Maclaren, Ian"
54470,Tar Heel Tales,"Bryant, H. E. C. (Henry Edward Cowan)"
55742,Tales of My Native Town,"D'Annunzio, Gabriele"
59575,Dearest Enemy,"Holden, Fox B."
59665,A Toothache on Zenob,"Ellanby, Boyd"
72080,Ozymandias,"Jorgensen, Ivar"
72553,A long way back,"Bova, Ben"
73314,The celestial blueprint,"Farmer, Philip José"
5953,Many Kingdoms,"Jordan, Elizabeth Garver"
12686,Murder in Any Degree,"Johnson, Owen"
16257,The Turtles of Tasman,"London, Jack"
23002,Saint Patrick: 1887,"Chaplin, Heman White"
29735,Martians Never Die,"Daniel, Lucius"
30330,High Dragon Bump,"Thompson, Don"
31922,Felony,"Causey, James"
38517,"The Front Yard, and Other Italian Stories","Woolson, Constance Fenimore"
51434,An Elephant for the Prinkip,"Stecher, L. J., Jr."
56425,The Mountain of Fears,"Rowland, Henry C. (Henry Cottrell)"
60743,Cultural Exchange,"Bone, Jesse F. (Jesse Franklin)"
68203,Don't look now,"Kuttner, Henry"
69213,The 13th juror,"Waltham, Leslie"
71197,The haunter of the ring,"Howard, Robert E. (Robert Ervin)"
22171,The Radiant Shell,"Ernst, Paul"
24121,As Long As You Wish,"O'Keefe, John"
28063,The Next Logical Step,"Bova, Ben"
29704,Masterpieces of Mystery in Four Volumes: Riddle Stories,
29911,"The Strand Magazine, Vol. 05, Issue 25, January 1893: An Illustrated Monthly",Various
29989,The Outbreak of Peace,"Fyfe, H. B. (Horace Bowne)"
32802,Tillie,"Phillips, Rog"
45745,The Heart of the Wild: Nature Studies from Near and Far,"Bensusan, S. L. (Samuel Levy)"
50103,The Dwindling Years,"Del Rey, Lester"
51168,Operation Distress,"Del Rey, Lester"
59703,Nor Dust Corrupt,"McConnell, James V."
61194,"Maid Marian, and Other Stories","Seawell, Molly Elliot"
61254,Transient,"Harris, William"
65906,My Story That I Like Best,"Ferber, Edna; Cobb, Irvin S. (Irvin Shrewsbury); Curwood, James Oliver; Kyne, Peter B. (Peter Bernard); Nicholson, Meredith; Witwer, H. C. (Harry Charles)"
68743,Spaceman's luck,"Smith, George O. (George Oliver)"
1306,Seven Men [Excerpts],"Beerbohm, Max, Sir"
5403,Short Stories for English Courses,
16556,Short Story Classics (American) Vol. 2,
17601,Masques & Phases,"Ross, Robert Baldwin"
22882,Image of the Gods,"Nourse, Alan Edward"
24276,The Coffin Cure,"Nourse, Alan Edward"
27934,"It, and Other Stories","Morris, Gouverneur"
33850,The Slizzers,"Bixby, Jerome"
47373,"The Strand Magazine, Vol. 07, Issue 38, February, 1894: An Illustrated Monthly",Various
48095,"Back o' the Moon, and other stories","Onions, Oliver"
51531,With These Hands,"Kornbluth, C. M. (Cyril M.)"
60780,"Silas X. Floyd's Short Stories for Colored People Both Old and Young: Entertaining, Uplifting, Interesting","Floyd, Silas Xavier"
64808,Modern Swedish Masterpieces: Short Stories,"Heidenstam, Verner von; Söderberg, Hjalmar; Hallström, Per; Siwertz, Sigfrid"
70578,"Short story classics (Foreign), Vol. 2, Italian and Scandinavian",
73381,"The Black Cat, Vol. I, No. 7, April 1896",Various
75516,A book of dear dead women,"Underwood, Edna Worthley"
8129,A Dreamer's Tales,"Dunsany, Lord"
11392,"Not Pretty, but Precious; And Other Short Stories",
32324,"Sam, This Is You","Leinster, Murray"
32344,Pet Farm,"Aycock, Roger D."
44147,The Great American Pie Company,"Butler, Ellis Parker"
47375,"The Strand Magazine, Vol. 07, Issue 40, April, 1894: An Illustrated Monthly",Various
51713,Metamorphosis,"De Vet, Charles V."
60427,Introducing Irony: A Book of Poetic Short Stories and Poems,"Bodenheim, Maxwell"
72326,Chains : $b lesser novels and stories,"Dreiser, Theodore"
22227,The 4-D Doodler,"Waldeyer, Graph"
22477,"Wintry Peacock: From ""The New Decameron"", Volume III.","Lawrence, D. H. (David Herbert)"
25058,Foster's Letter of Marque: A Tale of Old Sydney: 1901,"Becke, Louis"
28804,Oswald Bastable and Others,"Nesbit, E. (Edith)"
29662,The Moon is Green,"Leiber, Fritz"
33196,Five Minutes' Stories,"Molesworth, Mrs."
58165,When You Were a Boy,"Sabin, Edwin L. (Edwin Legrand)"
58735,Peace,"Arkawy, Norman; Henig, Stanley"
60412,Rx,"Nourse, Alan Edward"
61333,The Shipshape Miracle,"Simak, Clifford D."
75691,The beating heart,"Cross, Victoria"
978,The Yates Pride: A Romance,"Freeman, Mary Eleanor Wilkins"
9230,"P.'s Correspondence (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
23198,With No Strings Attached,"Garrett, Randall"
30728,Oneness,"Schmitz, James H."
31701,Noble Redman,"Bone, Jesse F. (Jesse Franklin)"
32149,Unbegotten Child,"Marks, Winston K. (Winston Kinney)"
32321,The Book,"Shaara, Michael"
39987,The Flower of Forgiveness,"Steel, Flora Annie Webster"
41573,South-Sea Idyls,"Stoddard, Charles Warren"
48729,"The Strand Magazine, Vol. 17, No. 97, January to June 1899: An Illustrated Monthly",Various
60482,"Steve Brown's Bunyip, and Other Stories","Barry, John Arthur"
61204,The Recruit,"Walton, Bryce"
2508,Stories in Light and Shadow,"Harte, Bret"
9228,"The Christmas Banquet (From ""Mosses from an Old Manse"")","Hawthorne, Nathaniel"
15300,Mike Flannery On Duty and Off,"Butler, Ellis Parker"
18750,Wandering Heath,"Quiller-Couch, Arthur"
19202,Cicely and Other Stories,"Johnston, Annie F. (Annie Fellows)"
21460,"The Ferryman of Brill, and Other Stories","Kingston, William Henry Giles"
31840,Ring Once for Death,"Arthur, Robert"
32744,The Valley,"Stockham, Richard"
50945,Point of Departure,"Shelton, Vaughan"
60442,Captain Peabody,"Phillips, Rog"
60452,"Off Sandy Hook, and other stories","Dehan, Richard"
2642,Back Home,"Wood, Eugene"
6991,Across the Years,"Porter, Eleanor H. (Eleanor Hodgman)"
22713,With The Eyes Shut: 1898,"Bellamy, Edward"
23356,A Struggle For Life,"Aldrich, Thomas Bailey"
37235,"The Black Poodle, and Other Tales","Anstey, F."
51650,Innocent at Large,"Anderson, Poul; Anderson, Karen"
54106,Neighbours on the Green,"Oliphant, Mrs. (Margaret)"
61128,Seven-Day Terror,"Lafferty, R. A."
64396,"The private life, The wheel of time, Lord Beaupré, The visits, Collaboration, Owen Wingrave.","James, Henry"
74071,"Short-story masterpieces, Vol. 3 : $b Russian",
1620,The Lion and the Unicorn,"Davis, Richard Harding"
8506,"In Exile, and Other Stories","Foote, Mary Hallock"
21627,Gambler's World,"Laumer, Keith"
23357,Miss Mehetabel's Son,"Aldrich, Thomas Bailey"
24949,Control Group,"Aycock, Roger D."
33519,"The Nest, The White Pagoda, The Suicide, A Forsaken Temple, Miss Jones and the Masterpiece","Sedgwick, Anne Douglas"
33662,"A Republic Without a President, and Other Stories","Ward, Herbert D. (Herbert Dickinson)"
