docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob	first_name	estimated_gender
uc2.ark+=13960=t4qj7df3t	Reid, Mayne	Reid, Mayne	1818-1883.	1885.0	1883.0	s	1885	    	London;New York;G. Routledge;1885	1885						4288472.0	enk	7691837	1	4.0	4.0			The Vee-Boers		True	The Vee-Boers	0.416429719083331	0.2737402491837886	Mayne	unknown
uc2.ark+=13960=t1jh3j55m	Richards, James Brinsley	Richards, James Brinsley		1885.0	1885.0	s	1885	    	London;R. Bentley;1885.	1885						13335709.0	enk	7691877	2	2.0	2.0	v.1	1.0	The Duke's marriage		True	The Duke's marriage	0.1802108301709232	0.0078668724269633	James	m
uc2.ark+=13960=t42r3vs2v	Yonge, Charlotte M	Yonge, Charlotte M. (Charlotte Mary)	1823-1901.	1885.0	1885.0	s	1885	    	London;J. Masters;1885.	1885						8863320.0	enk	7695144	1	1.0	1.0			Henrietta's wish, or, Domineering		True	Henrietta's wish, or, Domineering	0.0191663370240947	0.9679677889519158	Charlotte	f
uc2.ark+=13960=t9g44rw9m	Yonge, Charlotte M	Yonge, Charlotte M. (Charlotte Mary)	1823-1901.	1885.0	1885.0	s	1885	    	London;Macmillan;1885.	1885						27138542.0	enk	7695400	1	1.0	1.0			Heartsease; or, The brother's wife		True	Heartsease; or, The brother's wife	0.1320701806836972	0.0192279872018805	Charlotte	f
uc2.ark+=13960=t4fn1bk32	Praed, Campbell	Praed, Campbell, Mrs	1851-1935.	1885.0	1885.0	s	1885	    	London;Chapman and Hall;1885.	1885			Social life and customs|Australia			4369492.0	enk	7702621	1	1.0	1.0			Australian life, black and white		True	Australian life, black and white	0.6882345661423461	0.3458075918701485	Campbell	m
uc2.ark+=13960=t6c250h43	Harvey, G. Bianca	Harvey, G. Bianca		1885.0	1885.0	s	1885	    	London;J. and R. Maxwell;1885?	1885						18346048.0	enk	7706091	1	1.0	1.0			Respice finem, or, Love in exile		True	Respice finem, or, Love in exile	0.1306597010140071	0.0120199057106827	G	unknown
uc1.b3322032	Hollis, Margery	Hollis, Margery		1885.0	1885.0	s	1885	    	London;R. Bentley and Son;1885.	1885					PZ3.A632	22038041.0	enk	7915119	1	1.0	1.0	v.1	1.0	Anthony Fairfax : | a novel.		True	Anthony Fairfax : a novel	0.0097757482673434	0.0433401149435125	Margery	f
uc1.b3322305	Mrs., Banks, G. Linnaeus (George Linnaeus)	Banks, G. Linnaeus (George Linnaeus), Mrs	1821-1897.	1885.0	1885.0	s	1885	    	London;F.V. White;1885	1885						20608146.0	enk	7915212	1	1.0	1.0	v.1	1.0	In his own hand / | $c: by Mrs. G. Linnæus Banks.		True	In his own hand	0.1083575369660788	0.1833813546926784	George	m
uc2.ark+=13960=t0wq02k2h	Reid, Mayne	Reid, Mayne	1818-1883.	1885.0	1883.0	s	1885	    	London;New York;Routledge;1885.	1885						5088213.0	enk	7919638	1	1.0	1.0			The lost mountain		True	The lost mountain	0.2395773776251911	0.0426261858648843	Mayne	unknown
uc1.b3326048	Smart, Hawley	Smart, Hawley	1833-1893.	1885.0	1885.0	s	1885	    	London;Chapman and Hall;1885.	1885						36035008.0	enk	7922829	2	2.0	2.0			Tie and trick, | a melodramatic story.		True	Tie and trick, a melodramatic story	0.0422114146373412	0.0143427656215058	Hawley	unknown
uiuo.ark+=13960=t83j43r7f	Payn, James	Payn, James	1830-1898.	1885.0	1885.0	s	1885	    	London;Smith, Elder;1885.	1885						21730367.0	enk	7923263	2	1.5	1.5	v.1	1.0	The talk of the town		True	The talk of the town	0.1549894627525553	0.0048553189979383	James	m
uc1.b3328903	James, Henry	James, Henry	1843-1916.	1885.0	1885.0	s	1885	    	London;Macmillan and Co.;1885.	1885	"v. 1. The author of ""Beltraffio"".--Pandora.--The path of duty.--A light man.--A day of days. --v. 2. Georgina's reasons.--A passionate pilgrim.--A landscape-painter.--Rose-Agathe.--v. 3. Poor Richard.--The last of the Valerii.--Master Eustace.--The romance of certain old clothes.--A most extraordinary case."				PS2110.E85	2098567.0	enk	7929341	1	2.0	2.0	v. 1	1.0	Stories revived / | $c: by Henry James.	"The author of ""Beltraffio"".--Pandora.--The path of duty.--A light man.--A day of days"	True	"The author of ""Beltraffio"".--Pandora.--The path of duty.--A light man.--A day of days"	0.2807399652079441	0.1140495715409907	Henry	m
uc1.b3328904	James, Henry	James, Henry	1843-1916.	1885.0	1885.0	s	1885	    	London;Macmillan and Co.;1885.	1885	"v. 1. The author of ""Beltraffio"".--Pandora.--The path of duty.--A light man.--A day of days. --v. 2. Georgina's reasons.--A passionate pilgrim.--A landscape-painter.--Rose-Agathe.--v. 3. Poor Richard.--The last of the Valerii.--Master Eustace.--The romance of certain old clothes.--A most extraordinary case."				PS2110.E85	2098567.0	enk	7929341	1	2.0	2.0	v. 2	2.0	Stories revived / | $c: by Henry James.	Georgina's reasons.--A passionate pilgrim.--A landscape-painter.--Rose-Agathe	True	Georgina's reasons.--A passionate pilgrim.--A landscape-painter.--Rose-Agathe	0.2043554494659858	0.0396815073476892	Henry	m
uc1.b3328905	James, Henry	James, Henry	1843-1916.	1885.0	1885.0	s	1885	    	London;Macmillan and Co.;1885.	1885	"v. 1. The author of ""Beltraffio"".--Pandora.--The path of duty.--A light man.--A day of days. --v. 2. Georgina's reasons.--A passionate pilgrim.--A landscape-painter.--Rose-Agathe.--v. 3. Poor Richard.--The last of the Valerii.--Master Eustace.--The romance of certain old clothes.--A most extraordinary case."				PS2110.E85	2098567.0	enk	7929341	1	2.0	2.0	v. 3	3.0	Stories revived / | $c: by Henry James.	Poor Richard.--The last of the Valerii.--Master Eustace.--The romance of certain old clothes.--A most extraordinary case	True	Poor Richard.--The last of the Valerii.--Master Eustace.--The romance of certain old clothes.--A most extraordinary case	0.0778505452438171	0.0447224940819968	Henry	m
nnc1.1002313987	Briton, E. Vincent	Briton, E. Vincent		1885.0	1885.0	s	1885	    	London;Seeley;1885.	1885						11508792.0	enk	8405296	1	1.0	1.0	v.2	2.0	Some account of Amyot Brough, captain in His Majesty's 20th Regiment of Foot, who fought (but with no great glory) under H.R.H. the Duke of Cumberland in the Low Countries, and had the honour to be wounded in the left shoulder under the eyes of General Wolfe at the taking of Québec / | $c: by E. Vincent Briton.		True	Some account of Amyot Brough, captain in His Majesty's 20th Regiment of Foot, who fought (but with no great glory) under H.R.H. the Duke of Cumberland in the Low Countries, and had the honour to be wounded in the left shoulder under the eyes of General Wolfe at the taking of Québec	0.1003121466617918	0.0145537841072746	E	unknown
nnc1.cu58402500	Alcock, Deborah	Alcock, Deborah	1835-1913.	1885.0	1885.0	s	1885	    	London;New York [etc.;T. Nelson and sons;1885.	1885			Alexander I, 1801-1825|History	Russia		3836376.0	enk	8434345	1	1.0	1.0			"The czar. | A tale of the time of the first Napoleon. | $c: By the author of ""The Spanish brothers,"" &c., &c."		True	The czar. A tale of the time of the first Napoleon	0.1373766603658418	0.1572407943843055	Deborah	f
nyp.33433034410484	Werner, E	Werner, E	1838-1918.	1885.0	1885.0	s	1885	    	London;Richard Bentley & Son;1885.	1885			German fiction			15201100.0	enk	8609117	1	1.0	1.0			Success and how he won it / | $c: from the German of E. Werner by Christina Tyrrell.		True	Success and how he won it	0.1105009665449594	0.0243990671883362	E	unknown
nyp.33433034410849	Mrs., Alexander	Alexander, Mrs	1825-1902.	1885.0	1885.0	s	1885	    	London;R. Bentley;1885.	1885						21343061.0	enk	8609125	1	2.0	2.0			The executor : | a novel / | $c: by Mrs. Alexander.		True	The executor : a novel	0.0257481136906962	0.1768018732412872	Mrs	unknown
nyp.33433022469609	Mrs., Wood, Henry	Wood, Ellen	1814-1887.	1885.0	1885.0	s	1885	    	London;R. Bentley & Son;1885.	1885	Tenth edition.		English fiction			38311088.0	enk	8609182	1	5.0	4.0			St. Martins's eve. | A novel. | $c: By Mrs. Henry Wood ...		True	St. Martins's eve. A novel	0.0582963960168892	0.03873198732537	Ellen	f
nyp.33433022469625	Mrs., Wood, Henry	Wood, Ellen	1814-1887.	1885.0	1885.0	s	1885	    	London;R. Bentley and Son;1885.	1885	Tenth edition.		English fiction			38311093.0	enk	8609184	1	2.0	2.0			Trevlyn hold. | A novel. | $c: By Mrs. Henry Wood ...		True	Trevlyn hold. A novel	0.094296209791521	0.0025425439719902	Ellen	f
nyp.33433082451299	Lady Barker, (Mary Anne)	Barker, (Mary Anne), Lady	1831-1911.	1885.0	1885.0	s	1885	    	London;Macmillan;1885.	1885			Description and travel|History	Australia		5850837.0	enk	8642348	1	2.0	2.0			Letters to Guy / | $c: by Lady Barker (Lady Broome) ...		True	Letters to Guy	0.8536671529383442	0.9756145057011584	Mary	f
nyp.33433082353784	Kingston, William Henry Giles	Kingston, William Henry Giles	1814-1880.	1885.0	1880.0	s	1885	    	London;G. Routledge;1885.	1885						13343540.0	enk	8654967	1	1.0	1.0			Adventures in Australia.		True	Adventures in Australia	0.2658132535402803	0.3943857968420291	William	m
nyp.33433074936984	Bayly, George	Bayly, George	1807-1888.	1885.0	1885.0	s	1885	    	London;K. Paul, Trench & Co.;1885.	1885			English fiction|1741-1788|comte de|La Pérouse, Jean-François de Galaup			16342352.0	enk	8664298	1	1.0	1.0			Sea-life sixty years ago; | a record of adventures which led up to the discovery of the relics of the long-missing expedition commanded by the Comte de la Perouse, | $c: by Captain George Bayly.		True	Sea-life sixty years ago; a record of adventures which led up to the discovery of the relics of the long-missing expedition commanded by the Comte de la Perouse	0.7892868249615238	0.678196950792305	George	m
nyp.33433075767396	Westall, William	Westall, William	1835-1903.	1885.0	1885.0	s	1885	    	London;New York [etc.;Cassell & Company, Limited;1885.	1885			English fiction			19079572.0	enk	8668269	1	1.0	1.0			The old factory: a Lancashire story. | $c: By William Westall ...		True	The old factory: a Lancashire story	0.106355272067635	0.0698079188986079	William	m
nyp.33433081913869	Sir, Arnold, Edwin	Arnold, Edwin, Sir	1832-1904.	1885.0	1885.0	s	1885	    	London;Tr?_bner;1885.	1885			Poetry|Gautama Buddha			5038397.0	enk	8694189	1	1.0	1.0			The light of Asia : | or, The great renunciation = (Mahâbhinishkramana) : being the life and teaching of Gautama, prince of India and founder of Buddhism (as told in verse by an Indian Buddhist) / | $c: by Edwin Arnold.		True	The light of Asia : or, The great renunciation = (Mahâbhinishkramana) : being the life and teaching of Gautama, prince of India and founder of Buddhism (as told in verse by an Indian Buddhist)	0.6459469159184501	0.8739025325974864	Edwin	m
uiuo.ark+=13960=t1cj91r2n	Norris, W. E	Norris, W. E. (William Edward)	1847-1925.	1885.0	1885.0	s	1885	    	London;Smith, Elder, & Co.;1885.	1885					PR5112.N49a	13345227.0	enk	8717970	2	4.0	4.0	v.1	1.0	Adrian Vidal		True	Adrian Vidal	0.2178856950581044	0.0546378720957383	William	m
uiuo.ark+=13960=t5cc0z277	Zola, ??mile	Zola, Émile		1885.0	1885.0	s	1885	    	London;Vizetelly;1885.	1885						60247031.0	enk	8718226	1	1.0	1.0			"The ""Assommoir"""		True	"The ""Assommoir"""	0.2630730630233491	0.0337086553815156	Mile	m
uiuo.ark+=13960=t09w0zp7g	Macquoid, Katharine S	Macquoid, Katharine S		1885.0	1885.0	s	1885	    	London;Ward and Downey;1885.	1885						20469889.0	enk	8718245	1	1.0	1.0	v.1	1.0	At the red glove		True	At the red glove	0.0403512829320573	0.0064677730097627	Katharine	f
uiuo.ark+=13960=t85h83672	Moore, M	Moore, M		1885.0	1885.0	s	1885	    	London;R. Bentley;1885.	1885						13304695.0	enk	8718273	1	1.0	1.0	v.1	1.0	Autumn manoeuvres		True	Autumn manoeuvres	0.0456326897318309	0.0016348468924929	M	unknown
uiuo.ark+=13960=t2v41d19m	Wingfield, Lewis	Wingfield, Lewis Strange	1842-1891.	1885.0	1885.0	s	1885	    	London;Richard Bentley and Son;1885.	1885						11563091.0	enk	8718297	1	1.0	1.0	v.1	1.0	Barbara Philpot		True	Barbara Philpot	0.3391259851729137	0.0467797532097074	Lewis	m
uiuo.ark+=13960=t6251wg82	Brew, Margaret W	Brew, Margaret W		1885.0	1885.0	s	1885	    	London;Chapman and Hall, limited;1885.	1885					PZ3.B7565Ch2	13106011.0	enk	8718838	1	1.0	1.0	v.1	1.0	The chronicles of Castle Cloyne;		True	The chronicles of Castle Cloyne;	0.0848132887619311	0.1255323136126747	Margaret	f
uiuo.ark+=13960=t0vq3b84k	Greville, Violet	Greville, Violet		1885.0	1885.0	s	1885	    	London;Chapman and Hall;1885.	1885			823G8692C			12226280.0	enk	8719128	1	1.0	1.0	v.1	1.0	Creatures of clay		True	Creatures of clay	0.0428592669531958	0.003918022722036	Violet	f
uiuo.ark+=13960=t02z1h864	Carey, Rosa Nouchette	Carey, Rosa Nouchette	1840-1909.	1885.0	1885.0	s	1885	    	London;Richard Bentley;1885.	1885						11281844.0	enk	8719835	1	2.0	2.0	v.1	1.0	For Lilias		True	For Lilias	0.2231872251492872	0.0400209282567306	Rosa	f
uiuo.ark+=13960=t08w42j74	Price, Eleanor C	Price, Eleanor C		1885.0	1885.0	s	1885	    	London;Chatto & Windus;1885.	1885						21225761.0	enk	8719970	1	1.0	1.0	v.1	1.0	Gerald		True	Gerald	0.0336268810841412	0.1497338902654311	Eleanor	f
uiuo.ark+=13960=t3514bz35	D'Avigdor, Elim Henry	D'Avigdor, Elim Henry	1841-1895.	1885.0	1885.0	s	1885	    	London;Swan Sonnenschein;1885.	1885						77212888.0	enk	8719993	1	1.0	1.0	v.1	1.0	Glamour		True	Glamour	0.022576627326837	0.1450635319992154	Elim	unknown
uiuo.ark+=13960=t8cg0c13p	Stone, Evelyn	Stone, Evelyn		1885.0	1885.0	s	1885	    	Edinburgh;W. Blackwood and Sons;1885.	1885						22301983.0	stk	8720472	1	1.0	1.0	v.1	1.0	Hugh Moore		True	Hugh Moore	0.1962064713277858	0.0517743040204256	Evelyn	f
uiuo.ark+=13960=t66403w4h	Elliot, Frances	Elliot, Frances	1820-1898.	1885.0	1885.0	s	1885	    	London;F.V. White & Co;1885.	1885						55552442.0	enk	8720541	1	1.0	1.0	v.1	1.0	The ill-tempered cousin		True	The ill-tempered cousin	0.1220195373662491	0.2311306730491452	Frances	f
uiuo.ark+=13960=t9c540365	Forde, Gertrude	Forde, Gertrude		1885.0	1885.0	s	1885	    	London;F.V. White;1885.	1885						16051910.0	enk	8720645	1	1.0	1.0	v.1	1.0	In the old palazzo		True	In the old palazzo	0.0206533633319782	0.0095750274192258	Gertrude	f
uiuo.ark+=13960=t6qz2n61d	Hardy, Duffus	Hardy, Duffus		1885.0	1885.0	s	1885	    	London;Ward;1885.	1885						13312821.0	enk	8720654	1	1.0	1.0	v.1	1.0	In sight of land;		True	In sight of land;	0.0364016156705491	0.016429477390663	Duffus	unknown
uiuo.ark+=13960=t1gj04q5d	Sturgis, Julian	Sturgis, Julian	1848-1904.	1885.0	1885.0	s	1885	    	London;Longman, Green;1885.	1885			823ST97J			20340547.0	enk	8720766	1	1.0	1.0	v.1	1.0	John Maidment		True	John Maidment	0.0108360931263744	0.0018224746493293	Julian	m
uiuo.ark+=13960=t0ks7331q	Gray, Arnold	Gray, Arnold		1885.0	1885.0	s	1885	    	London;Ward and Downey;1885.	1885						56002345.0	enk	8721195	1	1.0	1.0	v.1	1.0	Like lost sheep		True	Like lost sheep	0.0534767491182718	0.0156840044354551	Arnold	m
uiuo.ark+=13960=t1dj60n41	Oliphant	Oliphant		1885.0	1885.0	s	1885	    	London;Longmans, Green;1885.	1885			823OL3MADA			21920567.0	enk	8721372	1	1.0	1.0	v.1	1.0	Madam		True	Madam	0.0672031837099815	0.001609069391635	Oliphant	unknown
uiuo.ark+=13960=t23b6mp5t	Warden, Florence	Warden, Florence	1857-1929.	1885.0	1885.0	s	1885	    	London;Ward and Downey;1885.	1885						191110723.0	enk	8722516	1	2.0	2.0	v.1	1.0	A prince of darkness		True	A prince of darkness	0.0817147484452517	0.0027233446026375	Florence	f
uiuo.ark+=13960=t0dv1v978	Cleland, Robert	Cleland, Robert		1885.0	1885.0	s	1885	    	London;F. V. White;1885.	1885						5430526.0	enk	8722923	1	1.0	1.0	v.1	1.0	A rich man's relatives		True	A rich man's relatives	0.2332631496030291	0.0070550726430009	Robert	m
uiuo.ark+=13960=t58d05x5c	Bradshaw, John	Bradshaw, John		1885.0	1885.0	s	1885	    	London;W. Swan Sonnenschein;1885.	1885						22439707.0	enk	8722963	1	1.0	1.0	v.1	1.0	Roger North		True	Roger North	0.014200097659196	0.0806586303287829	John	m
uiuo.ark+=13960=t6j10f53t	Gingold, H??l??ne	Gingold, H??l??ne		1885.0	1885.0	s	1885	    	London;Remington;1885.	1885						3054886.0	enk	8723504	1	1.5	1.5	v.1	1.0	Steyneville;		True	Steyneville;	0.0208132010143168	0.0349511062848336	Hlne	unknown
njp.32101066459189	Gingold, Hélène	Gingold, Hélène	d. 1926.	1885.0	1885.0	s	1885	    	London;Remington;1885.	1885						3054886.0	enk	8723504	2	2.0	2.0	v.2	2.0	Steyneville; | or Fated fortunes, being the memoirs of an Unextraordinary Man. | $c: By Hélène E. A. Gingold.		True	Steyneville; or Fated fortunes, being the memoirs of an Unextraordinary Man	0.1000818396942894	0.0162502137786676	Hlne	unknown
uiuo.ark+=13960=t4vh5t775	Bird, Frederick Spencer	Bird, Frederick Spencer		1885.0	1885.0	s	1885	    	London;S. Tinsley;1879.	1879						38660335.0	enk	8723513	1	1.0	1.0	v.1	1.0	Stonedell Lodge		True	Stonedell Lodge	0.2638076460956604	0.0040314400638997	Frederick	m
uiuo.ark+=13960=t2988vt7d	Smart, Hawley	Smart, Hawley	1833-1893.	1885.0	1885.0	s	1885	    	London;Chapman and Hall;1885.	1885						9933079.0	enk	8723801	1	1.0	1.0	v.1	1.0	Tie and trick		True	Tie and trick	0.0476382391478509	0.0037179811515478	Hawley	unknown
uiuo.ark+=13960=t3pv7375w	Peile, W. O	Peile, W. O		1885.0	1885.0	s	1885	    	London;Hurst and Blackett;1885.	1885						12573120.0	enk	8724223	1	1.0	1.0	v.1	1.0	West of Swardham		True	West of Swardham	0.1268355346690502	0.0303061189539116	W	unknown
yale.39002007764260	Cruikshank, George	Cruikshank, George	1792-1878.	1885.0	1878.0	s	1885	    	London;G. Bell;1885.	1885	Hop-o'-my-Thumb.--Jack and the Beanstalk.--Cinderella.--Puss in boots.		Fairy tales			3672210.0	enk	8725399	1	1.0	1.0			Fairy library / | $c: George Cruikshank.		True	Fairy library	0.1380844254280241	0.9702464540149668	George	m
njp.32101063606790	Croker, B. M. (Bithia Mary)	Croker, B. M. (Bithia Mary)	d. 1920.	1885.0	1885.0	s	1885	    	London;Sampson Low, Marston, Serle & Rivington;1885.	1885						19953340.0	enk	8917140	1	1.0	1.0	v.1	1.0	Some one else / | $c: by B.M. Coker.		True	Some one else	0.2806905646002198	0.0017052751905051	Bithia	unknown
njp.32101067581411	Green, John	Green, John		1885.0	1885.0	s	1885	    	London;W. Scott;1885.	1885	4th ed.			Wear River Valley (England)		8838131.0	enk	8960189	1	1.0	1.0			Tales and ballads of Wearside.		True	Tales and ballads of Wearside	0.2471014655624805	0.0042894911289125	John	m
njp.32101067630234	Boyle, Frederick	Boyle, Frederick	b. 1841.	1885.0	1885.0	s	1885	    	London;Richard Bentley and Son;1885.	1885						13266482.0	enk	8961245	1	2.0	2.0	v.1	1.0	A good hater / | $c: by Frederick Boyle.		True	A good hater	0.0861042276111549	0.0204699183524017	Frederick	m
njp.32101067632198	Ouida	Ouida	1839-1908.	1885.0	1885.0	s	1885	    	London;Chatto & Windus;1885.	1885						9917309.0	enk	8961337	1	2.0	2.0	v.1	1.0	Othmar / | $c: by Ouida.		True	Othmar	0.0615341882491444	0.0360335634045675	Ouida	unknown
njp.32101067647337	Warden, Florence	Warden, Florence	1857-1929.	1885.0	1885.0	s	1885	    	London;W. Stevens;1885	1885					PZ3.J232V3	11217149.0	enk	8962057	1	1.0	1.0			A vagrant wife / | $c: by Florence Warden.		True	A vagrant wife	0.0892637066050299	0.0157036849889944	Florence	f
njp.32101068163763				1885.0	1885.0	s	1885	    	London;Scott;1885	1885						41219928.0	enk	8968232	1	1.0	1.0			"Ethel Linton; or, The Feversham temper, | $c: by E.A.W. author of ""Newlyn house, the home of the Davenports,"" etc. ..."		True	Ethel Linton; or, The Feversham temper	0.0345568031718848	0.9587639638319022		unknown
